input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,final_url,tech_,tls_wildcard_certificate,cdn_name,cdn,tls_mismatched,tls_expired,tls_self_signed,location
ednd.emcdda.europa.eu,Login,200,2034,login.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-21T14:31:43Z,2023-05-23T14:31:42Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,a2008f2f7ce333a4c41056030e4bc459,ea34ff06b368138f83974e55f54fade6f57797006f7fe1be55bc392a315cc019,ctls,login.emcdda.europa.eu,443,https://ednd.emcdda.europa.eu:443,https,Apache,text/html,GET,185.41.117.243,/,1645364121,185.41.117.243,63,False,,https://login.emcdda.europa.eu?from=https%3A%2F%2Fednd%2Eemcdda%2Eeuropa%2Eeu%3A443%2F%2Findex%2Ecfm&SID=ID10692945x1fd7da6edf5b3639AFC7F465A9E3B40FDAD5AD7F2D399046,Java,True,,,,,,
edpb.europa.eu,EDPB | European Data Protection Board,200,54710,edpb.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T09:36:49Z,2024-05-12T09:36:48Z,"CN=www.edpb.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",www.edpb.europa.eu,European Commission,edpb.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,87ff523efe0c69c6c2735aca9d47f44e,66e82286f0b66aee181c74809894c30b1850c31f3f19f94dbb900bebcafbf0b9,ctls,edpb.europa.eu,443,https://edpb.europa.eu:443,https,Europa,text/html,GET,147.67.210.42,/,-780928015,147.67.34.42,968,False,,https://edpb.europa.eu/edpb_en,PHP,,,,,,,
edps.europa.eu,EDPS Homepage | European Data Protection Supervisor,200,57902,edps.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-02T14:16:19Z,2024-04-02T14:16:18Z,"CN=edps.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",edps.europa.eu,European Commission,www.edps.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,ef3c2ccbd03e956e650b37e85ba98e55,d997e05644e3d394a6893bfe348ac4b5699a76a44f86df2936967239ef85f23f,ctls,edps.europa.eu,443,https://edps.europa.eu:443,https,Europa,text/html,GET,147.67.210.18,/,-1126348899,147.67.34.18,1165,False,,https://edps.europa.eu/_en,PHP,,,,,,,
edsis.eda.europa.eu,EDA Error,200,2881,edsis.eda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-05T08:23:40Z,2024-01-06T08:23:39Z,CN=*.eda.europa.eu,*.eda.europa.eu,,eda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ff7f3e1d1ac37b1bfb4e6470cc6038b2,d28527b25e5003ed014fa32b870d9bc22ea8fe61e5a524b17abf20f708199ced,ctls,edsis.eda.europa.eu,443,https://edsis.eda.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.76.43.238,/,-20275242,20.76.43.238,102,False,,,Windows Server,True,,,,,,
edu-common-r4bp.echa.europa.eu,Untitled Document,200,1420,,,,,,,,,,,,,,,,,,,443,https://edu-common-r4bp.echa.europa.eu:443,https,,,GET,194.187.232.179,/,106783889,194.187.232.179,30,False,,http://maintenance.echa.europa.eu,,,,,,,,
edu-invoicing-r4bp.echa.europa.eu,,200,153,edu-invoicing-r4bp.echa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T08:47:41Z,2023-11-14T08:47:41Z,"CN=*.echa.europa.eu, O=European Chemicals Agency, L=HELSINKI, C=FI",*.echa.europa.eu,European Chemicals Agency,echa.europa.eu,"CN=Telia Server CA v3, O=Telia Finland Oyj, C=FI",Telia Server CA v3,Telia Finland Oyj,8d531d9fe956169a6672a1217e32219c,86b5756e2248b77f8d59b12272c709668441646be02daab8fa165029d68109ce,ctls,edu-invoicing-r4bp.echa.europa.eu,443,https://edu-invoicing-r4bp.echa.europa.eu:443,https,WildFly/10,text/html,GET,194.187.232.180,/,-1666561833,194.187.232.180,6,False,,,,True,,,,,,
edu-r4bp.echa.europa.eu,Biocides - Industry,200,11626,edu-r4bp.echa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-14T08:47:41Z,2023-11-14T08:47:41Z,"CN=*.echa.europa.eu, O=European Chemicals Agency, L=HELSINKI, C=FI",*.echa.europa.eu,European Chemicals Agency,echa.europa.eu,"CN=Telia Server CA v3, O=Telia Finland Oyj, C=FI",Telia Server CA v3,Telia Finland Oyj,8d531d9fe956169a6672a1217e32219c,86b5756e2248b77f8d59b12272c709668441646be02daab8fa165029d68109ce,ctls,edu-r4bp.echa.europa.eu,443,https://edu-r4bp.echa.europa.eu:443,https,,text/html,GET,194.187.232.181,/,888361918,194.187.232.181,210,False,,https://edu-r4bp.echa.europa.eu/r4bp-web-industry/index.xhtml,Java,True,,,,,,
education.ec.europa.eu,Homepage | European Education Area,200,130648,education.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-10T23:59:59Z,CN=education.ec.europa.eu,education.ec.europa.eu,,*.education.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,00a5b70e47d80f6dd5392eddc1eb2044,bcc1ed634af184b19e06f76fd7f6fe341822aa18f8fce9196df52c88eaa1a572,ctls,education.ec.europa.eu,443,https://education.ec.europa.eu:443,https,,text/html,GET,143.204.215.23,/,-780928015,2600:9000:214f:9a00:19:6327:bd80:93a1,1706,False,,,PHP,True,cloudfront,True,,,,
eea.europa.eu,European Environment Agency's home page,200,209183,www.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=www.eea.europa.eu, O=European Environment Agency, L=København K, ST=Hovedstaden, C=DK, businessCategory=Private Organization, jurisdictionCountry=DK, serialNumber=18139839, businessCategory=Private Organization, jurisdictionCountry=DK",www.eea.europa.eu,European Environment Agency,eea.europa.eu,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,Sectigo Limited,ef10e3da5e2dc691e22bc2719ebc2435,92e2db6600539a629c2940279de008fed5ccbdb2277ede5b729a3247a2a30911,ctls,www.eea.europa.eu,443,https://eea.europa.eu:443,https,HTTPS,text/html,GET,34.250.90.82,/,-1019421533,34.246.63.148,3,False,https://biodiversity.europa.eu/,https://www.eea.europa.eu/en,Varnish,,,,,,,
eefig.ec.europa.eu,Language selection | EEFIG,200,8385,eefig.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T00:00:00Z,2024-05-03T23:59:59Z,CN=eefig.ec.europa.eu,eefig.ec.europa.eu,,*.eefig.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4554c9b6a5916f56af8def0ba05019bf,1cd5aefa047e557c435ae1f2b50df69b99584aeeee66475ad4680e92109ebfa9,ctls,eefig.ec.europa.eu,443,https://eefig.ec.europa.eu:443,https,,text/html,GET,13.225.78.84,/,-1830020231,2600:9000:21f3:fe00:4:9953:f7c0:93a1,153,False,,https://eefig.ec.europa.eu/select-language?destination=/node/1,PHP,True,cloudfront,True,,,,
een.ec.europa.eu,Enterprise Europe Network | Enterprise Europe Network,200,51396,een.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=een.ec.europa.eu,een.ec.europa.eu,,*.een.ec.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6a9046be1d27ec91bb81888d57e5b90f,d7fd8532c6491bd02f0f64b0e174ac4032acff249fb9c22e11d8e0e8bf2d1e0c,ctls,een.ec.europa.eu,443,https://een.ec.europa.eu:443,https,Apache,text/html,GET,52.222.236.38,/,-780928015,2600:9000:223e:600:e:2ee:9600:93a1,741,False,,,PHP,True,cloudfront,True,,,,
eesc.europa.eu,European Economic and Social Committee |,200,219591,www.eesc.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-30T21:00:12Z,2023-07-29T21:00:11Z,CN=www.eesc.europa.eu,www.eesc.europa.eu,,www.eesc.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7283ba69964e298fad8322680d5ee8d7,9d0cf38cb30c58b6182e1938a992c59be0a295989b3458d446214917ac3b7dab,ctls,www.eesc.europa.eu,443,https://eesc.europa.eu:443,https,nginx,text/html,GET,193.105.133.93,/,1126754830,193.105.133.93,2545,False,,https://www.eesc.europa.eu/,ZURB Foundation,,,,,,,
efdb.apps.eea.europa.eu,EEA Systems Status,503,13297,status.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-10T00:00:00Z,2023-06-10T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,cbc1099008d7762763a757eeab8f0ee1,d9e89c62ad116d2a791f1520855e7f0384d23dc7d6b57711979b77ef68aebf43,ctls,status.eea.europa.eu,443,https://efdb.apps.eea.europa.eu:443,https,nginx/1.21.1,text/html,GET,87.54.7.140,/,421799350,87.54.7.140,377,False,,https://status.eea.europa.eu/error/?code=503,Nginx:1.21.1,True,,,,,,
eguides.osha.europa.eu,E-guides e-tools - EU-OSHA,200,8611,eguides.osha.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-30T07:26:05Z,2023-10-01T07:26:04Z,"CN=*.osha.europa.eu, O=European Agency for Safety and Health at Work, L=Bilbao, ST=Bizkaia, C=ES",*.osha.europa.eu,European Agency for Safety and Health at Work,osha.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a8ae0f3f7f117c6593b245d51efce782,fef24c93051169684e776dafade181f53e0a993f1773069ff731cd824aec8b06,ctls,eguides.osha.europa.eu,443,https://eguides.osha.europa.eu:443,https,nginx,text/html,GET,194.30.35.207,/,680024263,194.30.35.207,162,False,https:,,Nginx,True,,,,,,
eib.emcdda.europa.eu,Evaluation Instruments Bank (EIB) | www.emcdda.europa.eu,200,132236,www.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-21T14:31:43Z,2023-05-23T14:31:42Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,a2008f2f7ce333a4c41056030e4bc459,ea34ff06b368138f83974e55f54fade6f57797006f7fe1be55bc392a315cc019,ctls,www.emcdda.europa.eu,443,https://eib.emcdda.europa.eu:443,https,Apache,text/html,GET,185.41.117.229,/,1832557238,185.41.117.229,1810,False,,https://www.emcdda.europa.eu/best-practice/evaluation-instruments-bank-eib_en,PHP,True,,,,,,
eige.europa.eu,European Institute for Gender Equality | European Institute for Gender Equality,200,243564,eige.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-11T00:00:00Z,2024-04-11T23:59:59Z,CN=*.eige.europa.eu,*.eige.europa.eu,,eige.europa.eu,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f7693782d4b29eca3ae97e258f23205a,a1a25e0e0cb677a79940ba6c90795df3ea6639978727eb56334917df2670b186,ctls,eige.europa.eu,443,https://eige.europa.eu:443,https,nginx/1.22.1,text/html,GET,213.197.175.220,/,702372511,84.15.53.27,930,False,,,ZURB Foundation,True,,,,,,
eim-dev.efsa.europa.eu,delaware Integration Monitor,200,1424,eim-dev.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=eim-dev.efsa.europa.eu,eim-dev.efsa.europa.eu,,eim-dev.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",e026a196e207819f194c9aa6357270f3,38cb73bc24ca4fb0dffe0f2d05249b7d04e9f564cf8cab43c5374a3464252aff,ctls,eim-dev.efsa.europa.eu,443,https://eim-dev.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,-1626766936,2620:1ec:48:1::45,37,False,,,Microsoft ASP.NET,,,,,,,
eim-test.efsa.europa.eu,delaware Integration Monitor,200,1424,eim-test.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=eim-test.efsa.europa.eu,eim-test.efsa.europa.eu,,eim-test.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d67bd0edda4d991233b8f4a5ba85586a,76b60d9b165c853ee9a16bef912ffb66ecc54a9ee1473352f5e5faace55cc422,ctls,eim-test.efsa.europa.eu,443,https://eim-test.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,-1626766936,2620:1ec:4f:1::45,37,False,,,Microsoft ASP.NET,,,,,,,
eim.efsa.europa.eu,delaware Integration Monitor,200,1424,eim.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-10T00:00:00Z,2023-10-10T23:59:59Z,CN=eim.efsa.europa.eu,eim.efsa.europa.eu,,eim.efsa.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",5aeca92048d7d58050bed4aba4180240,0e11bb4277351a215fc1fd955618570819d4c4999c7693601636cac0ec7fd58b,ctls,eim.efsa.europa.eu,443,https://eim.efsa.europa.eu:443,https,,text/html,GET,13.107.253.45,/,-1626766936,2620:1ec:4f:1::45,37,False,,,Microsoft ASP.NET,,,,,,,
eionet.europa.eu,European Environment Information and Observation Network — Eionet Portal,200,58324,www.eionet.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-16T00:00:00Z,2023-10-17T23:59:59Z,CN=*.eionet.europa.eu,*.eionet.europa.eu,,eionet.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,8be984d9526462f43b77d767161b0b56,c0bc532a841be14c4e388470f4056a92a9ac4621e1ce078e1f3ea76c9d7d4f62,ctls,www.eionet.europa.eu,443,https://eionet.europa.eu:443,https,HTTPS,text/html,GET,87.54.7.143,/,1482591128,87.54.7.143,1279,False,,https://www.eionet.europa.eu/,Varnish,True,,,,,,
eiopa.europa.eu,Language selection | European Insurance and Occupational Pensions Authority,200,8746,www.eiopa.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-11-28T23:59:59Z,CN=eiopa.europa.eu,eiopa.europa.eu,,*.eiopa.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,59dbaf09279aaa0c484457213d92beb7,d03f9f0b255d212c91d8092add745263d9f8a2f77777766cea9f6510a84ddd49,ctls,www.eiopa.europa.eu,443,https://eiopa.europa.eu:443,https,,text/html,GET,3.234.77.64,/,-780928015,3.234.77.64,154,False,,https://www.eiopa.europa.eu:443/select-language?destination=/node/1,PHP,True,,,,,,
eit.europa.eu,European Institute of Innovation & Technology (EIT),200,83490,eit.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T15:06:19Z,2024-02-04T15:06:18Z,CN=*.eit.europa.eu,*.eit.europa.eu,,eit.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,154f37e065f8ef1d83d9924ef8ebb75b,8f4bf0c38de30066dd0e20b15158839797cdd587ee9cbdc1a360da155de5b57c,ctls,eit.europa.eu,443,https://eit.europa.eu:443,https,,text/html,GET,13.107.253.45,/,277188554,13.107.226.45,872,False,,,ZURB Foundation,True,,,,,,
ejn-crimjust.europa.eu,European Judicial Network,200,274,ejn-crimjust.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-27T00:00:00Z,2024-03-29T23:59:59Z,"CN=ejn-crimjust.europa.eu, O=European Union Agency for Criminal Justice Coop (Eurojust), L=Den Haag, ST=Zuid-Holland, C=NL",ejn-crimjust.europa.eu,European Union Agency for Criminal Justice Coop (Eurojust),www.ejn-crimjust.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ea424abbdd8054a6e35082028e0080d4,64a4fd64f4a941069e6d82c9b8f186aa218a5084718e5406763d829259eebb9c,ctls,ejn-crimjust.europa.eu,443,https://ejn-crimjust.europa.eu:443,https,,text/html,GET,217.166.34.6,/,1631801191,217.166.34.6,10,False,url=https://www.ejn-crimjust.europa.eu/ejn/EJN_Home.aspx,,HSTS,,,,,,,
elasticmetrics.devel4cph.eea.europa.eu,,503,108,elasticmetrics.devel4cph.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-10T12:08:33Z,2023-08-08T12:08:32Z,CN=alec-energy.devel4cph.eea.europa.eu,alec-energy.devel4cph.eea.europa.eu,,webscore.garie.devel4cph.eea.europa.eu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3982fa2a901dad3b566a012086670184,26d80ae9d5307f2afdee8b6d1437146b842577e79ba78e98c7f0ec45793a4163,ctls,elasticmetrics.devel4cph.eea.europa.eu,443,https://elasticmetrics.devel4cph.eea.europa.eu:443,https,,text/html,GET,87.54.7.180,/,1960059964,87.54.7.180,5,False,,,,,,,,,,
elearning.efsa.europa.eu,,200,20,elearning.efsa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-10T00:00:00Z,2024-01-10T23:59:59Z,CN=www.skillacloud.com,www.skillacloud.com,,skillacloud.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3acd493fc66324a8ce957bddb5a9276d,9cd0bc309ba317779dbd69db6407e992c9bdc423db03da9f3858f02ba42f9b1f,ctls,elearning.efsa.europa.eu,443,https://elearning.efsa.europa.eu:443,https,nginx,text/html,GET,54.36.36.214,/,1494302000,54.36.36.214,2,False,,,Nginx,,,,True,,,
elearning.srb.europa.eu,,200,,elearning.srb.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-07T23:59:59Z,CN=elearning.srb.europa.eu,elearning.srb.europa.eu,,elearning.srb.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,81be0d84a8494b3bf130835617f07b7e,c0494d1c6501f1cea09be4417f887f25576af6d4a9b74e6cfc9fbd3de9167677,ctls,elearning.srb.europa.eu,443,https://elearning.srb.europa.eu:443,https,AmazonS3,application/x-directory,GET,13.32.27.104,/,-695899932,2600:9000:211e:200:10:537b:8840:93a1,1,False,,,Amazon Web Services,,cloudfront,True,,,,
eleniency.ec.europa.eu,EU Login,200,20865,ecas.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-31T12:31:07Z,2023-07-02T12:31:06Z,"CN=*.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.ec.europa.eu,European Commission,ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,f651b96da429c16f3ac23102facca952,c8b068586b6b4aae31abf213ea7c815e55988ac2010f3c94496884c6c2181114,ctls,ecas.ec.europa.eu,443,https://eleniency.ec.europa.eu:443,https,Zeus,text/html,GET,147.67.37.17,/,-1104821496,147.67.213.17,139,False,https://ecas.ec.europa.eu,https://ecas.ec.europa.eu/cas/login?loginRequestId=ECAS_LR-654828-E97A0l6VyDDhpuqU80L7ICvgoSKE0nFyxguGtCpWUoqplTScgK47aruuuyaPuWt7zpU2aVLRoa2ElxvjvgB6RW-jpJZscgsw0KJQasOo8Xtbq-LR6S7SpTwlNe4cd5Xpe222CzgMuAyWkQzkKNOnSLxIEq8uhsSpBznebx4m8Arzoe3XnkJM4JExuKtflssVQUT9i,Bootstrap:3.4.1,True,,,,,,
ema.europa.eu,European Medicines Agency |,200,94210,www.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T00:00:00Z,2024-06-01T23:59:59Z,CN=ema.europa.eu,ema.europa.eu,,www.ema.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d9e101fc3fa72eb48a689c96ded6d1d2,ef2cbf10fd7343f0213470631a25ca97aab498cdb03fddae68bcec2004d36ba9,ctls,www.ema.europa.eu,443,https://ema.europa.eu:443,https,nginx/1.21.6,text/html,GET,3.227.55.160,/,246679765,3.234.77.64,1847,False,*.metoo.sk,https://www.ema.europa.eu/en,Varnish,,,,,,,
emcdda.europa.eu,EMCDDA home page | www.emcdda.europa.eu,200,152790,www.emcdda.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-04-21T14:31:43Z,2023-05-23T14:31:42Z,CN=*.emcdda.europa.eu,*.emcdda.europa.eu,,emcdda.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,a2008f2f7ce333a4c41056030e4bc459,ea34ff06b368138f83974e55f54fade6f57797006f7fe1be55bc392a315cc019,ctls,www.emcdda.europa.eu,443,https://emcdda.europa.eu:443,https,Apache,text/html,GET,185.41.117.229,/,1645364121,185.41.117.229,2973,False,,https://www.emcdda.europa.eu/index_en,PHP,True,,,,,,
emdm.test.eba.europa.eu,,200,98,emdm.test.eba.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T16:02:03Z,2024-01-13T17:16:04Z,"CN=eportal-t.eba.europa.eu, O=European Banking Authority (EBA), L=Paris, ST=Île-de-France, C=FR",eportal-t.eba.europa.eu,European Banking Authority (EBA),www.dev.eba.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b10c549f1d7fd6439b5a105c7ce4a0ea,e6242a09e963e2a0b4f4f72027b6784c0d28493d683976833981763b95e653de,ctls,emdm.test.eba.europa.eu,443,https://emdm.test.eba.europa.eu:443,https,nginx,text/html,GET,195.227.57.82,/,324591344,195.227.57.82,2,False,,,Nginx,,,,,,,
emdm.test.wip.eba.europa.eu,,200,98,emdm.test.wip.eba.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T16:02:03Z,2024-01-13T17:16:04Z,"CN=eportal-t.eba.europa.eu, O=European Banking Authority (EBA), L=Paris, ST=Île-de-France, C=FR",eportal-t.eba.europa.eu,European Banking Authority (EBA),www.dev.eba.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b10c549f1d7fd6439b5a105c7ce4a0ea,e6242a09e963e2a0b4f4f72027b6784c0d28493d683976833981763b95e653de,ctls,emdm.test.wip.eba.europa.eu,443,https://emdm.test.wip.eba.europa.eu:443,https,nginx,text/html,GET,195.227.57.82,/,324591344,195.227.57.82,2,False,,,Nginx,,,,True,,,
emdm.wip.eba.europa.eu,,200,98,emdm.wip.eba.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-13T18:07:02Z,2024-01-14T13:41:21Z,"CN=eportal.eba.europa.eu, O=European Banking Authority (EBA), L=Paris, ST=Île-de-France, C=FR",eportal.eba.europa.eu,European Banking Authority (EBA),eba.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,67b0398a9504c7c3e6aac61c2f32173a,d3658486ada4b362c36faa39ef2dcaadd97a23067cbfc2696d072cce6c239059,ctls,emdm.wip.eba.europa.eu,443,https://emdm.wip.eba.europa.eu:443,https,nginx,text/html,GET,195.227.57.74,/,324591344,195.227.57.74,2,False,,,Nginx,,,,True,,,
energy.ec.europa.eu,Language selection | Energy,200,8104,energy.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-19T23:59:59Z,CN=energy.ec.europa.eu,energy.ec.europa.eu,,*.energy.ec.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,44169629430d7adfbe76a1c91e8ee683,7911110fe9dfabc7e403263e177b49cbbf7bf94c165fadb0b61708ad34899019,ctls,energy.ec.europa.eu,443,https://energy.ec.europa.eu:443,https,,text/html,GET,13.224.189.119,/,-1730691136,2600:9000:20eb:9400:1b:1fb8:5740:93a1,152,False,,https://energy.ec.europa.eu/select-language?destination=/node/1,PHP,True,cloudfront,True,,,,
