input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,final_url,tech_,cdn_name,cdn,tls_self_signed,tls_expired,location
ca-east-201-console-dev.huaweicloud.com,,200,1004,AS36031,Q9-AS-BRAM,US,98.158.94.0/23,ca-east-201-console-dev.huaweicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T03:41:06Z,2024-03-17T03:41:05Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b49e2bf6e7781a48cdf63c3b0f2153b6,1fa3e43d9a085da988b22b4ab7ad222720188117b3b25fc10168ae5da52506ee,True,ctls,ca-east-201-console-dev.huaweicloud.com,443,https://ca-east-201-console-dev.huaweicloud.com:443,https,text/html,GET,98.158.95.79,/,-1006003647,98.158.95.79,1,False,,CloudWAF,https://ca-east-201-console-dev.huaweicloud.com/console/,HSTS,,,,,
campaign-dra.jos.hicloud.com,Error,403,544,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,campaign-dra.jos.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-09-16T02:46:02Z,2023-10-18T02:46:01Z,"CN=cges-drcn.cg.dbankcloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",cges-drcn.cg.dbankcloud.com,"Huawei Software Technologies Co., Ltd.",*.media.dbankcloud.ru,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,585ccdc660044b6bd9d9902f00f77ada,1e4874d2ed0f258e307ab105bc1ea90bafe3449fb7b1b08abe27b310880a2cf6,True,ctls,campaign-dra.jos.hicloud.com,443,https://campaign-dra.jos.hicloud.com:443,https,text/html,GET,159.138.104.198,/,-1840324437,159.138.104.198,20,False,,elb,,,,,,,
campaign-dra.music.hicloud.com,403 Forbidden,403,150,AS16509,AMAZON-02,US,18.66.144.0/22,campaign-dra.music.hicloud.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2022-08-30T08:51:06Z,2023-10-01T08:51:05Z,"CN=www.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",www.hicloud.com,"Huawei Software Technologies Co., Ltd.",hicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,1436ee229fc63e5eb5ab575ca1d4ab7f,ced42f188062de8c2319ae414632bb851ec698489c753ebb6d2b725a4dffb3cd,True,ctls,campaign-dra.music.hicloud.com,443,https://campaign-dra.music.hicloud.com:443,https,text/html,GET,18.66.147.62,/,1448790566,18.66.147.118,8,False,,,,Amazon Web Services,cloudfront,True,,,
campaign-dre.music.hicloud.com,403 Forbidden,403,552,AS6878,AS6878,DE,80.158.4.0/22,campaign-dre.music.hicloud.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,2022-07-29T01:50:30Z,2023-08-30T01:50:29Z,"CN=api-drcn.music.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",api-drcn.music.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.dbankcloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,fad8601703ec512428140ff96e2689ec,b7c127398c7064fb66e72159f9d5add324e2bd29c133c191c07ba19190a0ad14,True,ctls,campaign-dre.music.hicloud.com,443,https://campaign-dre.music.hicloud.com:443,https,text/html,GET,80.158.3.16,/,-1840324437,80.158.5.180,14,False,,elb,,,,,,,
campaign-himovie.hicloud.com,,404,2584,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,campaign-himovie.hicloud.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,True,2022-07-27T09:10:39Z,2023-08-28T09:10:38Z,"CN=dnkeeper.platform.dbankcloud.cn, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",dnkeeper.platform.dbankcloud.cn,"Huawei Software Technologies Co., Ltd.",*.dbank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9796e74047aa711eb7c3bb9847d35786,a3fc9286cc8a3b90b0bacf82d143abc404b4816e803b54311e02f5ca491a0b02,True,ctls,campaign-himovie.hicloud.com,443,https://campaign-himovie.hicloud.com:443,https,text/html,GET,118.194.34.59,/,189955596,2407:c080:1400:14:112:383d:2088:5540,95,False,,elb,,,,,,,
campus.qiankun-saas.huawei.com,,200,865,AS55990,HWCSNET Huawei Cloud Service data center,CN,139.9.128.0/20,qiankun-saas.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-02-13T00:00:00Z,2024-03-13T23:59:59Z,"CN=qiankun-saas.huawei.com, O=华为技术有限公司, L=深圳市, ST=广东省, C=CN",qiankun-saas.huawei.com,华为技术有限公司,qiankun-saas.huawei.com,"CN=GeoTrust TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust TLS RSA CA G1,DigiCert Inc,41ef37155fe1e61640beb6772b81982f,ce3b3947aad3248280ba4e5b8a4ea06ee67b35d67d672bf2e7bc76542b7e2720,,ctls,qiankun-saas.huawei.com,443,https://campus.qiankun-saas.huawei.com:443,https,text/html,GET,139.9.139.219,/,-150428682,139.9.139.219,1,False,*.dbankcdn.cn,CloudWAF,https://qiankun-saas.huawei.com/public/dist/iam/login-web/index.html?service=https%3A%2F%2Fcampus.qiankun-saas.huawei.com%2Funisess%2Fv1%2Fauth%3Fservice%3D%252FcampusNCE%252FcampusNCEIndex.html,HSTS,,,,,
career.huawei.com,,200,475,AS54994,QUANTILNETWORKS,US,163.171.128.0/23,career.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256,,2022-08-18T02:16:11Z,2023-09-01T06:14:11Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,c6f63e658d69f4d44d30a511783955da,12dd4312c4035a79cb8770d1a580d7760a1a1ba4d5c083c2c69b61c0d4a869c2,True,ctls,career.huawei.com,443,https://career.huawei.com:443,https,text/html,GET,163.171.128.148,/,1376435695,163.171.128.148,13,False,,nginx,,Nginx,,,,,
carrier.huawei.com,Huawei Carrier- A leading global ICT solutions provider,200,110978,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,carrier.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-07-21T08:23:02Z,2023-08-20T03:12:02Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,5026fddb29484f87dc784c38c65214bb,f96e3467c930d28618183dd1548c84b43ddf13fbd4a5ad390024def473566458,True,ctls,carrier.huawei.com,443,https://carrier.huawei.com:443,https,text/html,GET,104.75.89.19,/,978777875,2a02:26f0:3500:888::2c15,1980,False,,PAAS-WEB,https://carrier.huawei.com/en/?ic_medium=direct&ic_source=surlent,Microsoft ASP.NET,,,,,
cashier.test.vmall.com,请求有异常,200,385,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cashier.test.vmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-03T09:42:50Z,2023-09-04T09:42:49Z,"CN=*.test.vmall.com, O=华为技术有限公司, L=深圳, ST=广东, C=CN",*.test.vmall.com,华为技术有限公司,test.vmall.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,d57892eb94a98f81416c20f52a9c8361,b15e72bc3fb0199d2dc5ef5bec48372758432d939699ad3da3ba29b02633bba8,True,ctls,cashier.test.vmall.com,443,https://cashier.test.vmall.com:443,https,text/html,GET,124.70.72.228,/,1781795489,124.70.72.228,17,False,,elb,,,,,,,
cbg.huawei.com,,200,20607,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,cbg.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-04-27T07:49:33Z,2023-05-27T07:43:33Z,"CN=*.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.huawei.com,"Huawei Technologies Co., Ltd",*.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,54f9ef408dc49e32a355f252cefa3576,83f2066cc71fec07e03db0720b0ebb5ea539c9be4d7962a5a93454c7f0d45c0d,True,ctls,cbg.huawei.com,443,https://cbg.huawei.com:443,https,text/html,GET,14.137.139.104,/,-1340469297,14.137.139.104,50,False,,PAAS-WEB,,,,,,,
cce.cn-north-219.jrzq.huaweicloud.com,,200,191,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cce.cn-north-219.jrzq.huaweicloud.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,,2023-03-16T01:36:23Z,2024-04-16T01:36:22Z,"CN=*.cn-north-219.jrzq.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.cn-north-219.jrzq.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",cn-north-219.jrzq.huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,35a358f31813c4de3dbf1c9ab7ca2c1a,09afef2fe8b4f83533167eb9d7d177e94b8ba10aeb9809f48a8108927d2ac225,True,ctls,cce.cn-north-219.jrzq.huaweicloud.com,443,https://cce.cn-north-219.jrzq.huaweicloud.com:443,https,application/json,GET,121.36.113.131,/,1398385105,121.36.113.131,1,False,,api-gateway,,HSTS,,,,,
ccpc-sg.consumer.huawei.com,404 Not Found,404,147,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.114.0/24,,,,,,,,,,,,,,,,,,,,,80,http://ccpc-sg.consumer.huawei.com:80,http,text/html,GET,159.138.82.20,/,-1888346270,159.138.82.20,2,False,,elb,,,,,,,
ccpc.test.huawei.com,访问被拦截！,418,3313,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpc.test.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-10T02:14:56Z,2023-11-11T02:14:55Z,"CN=*.test.huawei.com, O=华为软件技术有限公司, L=南京, ST=江苏, C=CN",*.test.huawei.com,华为软件技术有限公司,test.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e2b2843603cc455720b922165c4a92bb,5485b56c45abc6c13dc61dfa9481ba549fac102d3d38819e521fdf8d24513bc7,True,ctls,ccpc.test.huawei.com,443,https://ccpc.test.huawei.com:443,https,text/html,GET,124.70.126.121,/,-1568044599,124.70.125.159,2,False,,CloudWAF,,,,,,,
ccpce-de.consumer.huawei.com,HTTP Status 404 – Not Found,404,431,AS6878,AS6878,DE,80.158.32.0/19,ccpce-de.consumer.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-19T07:09:56Z,2023-11-20T07:09:55Z,"CN=*.consumer.huawei.com, O=华为终端有限公司, L=东莞, ST=广东, C=CN",*.consumer.huawei.com,华为终端有限公司,consumer.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,9d7d55e347a22d7e72839fbad9587de4,3c4fbfbf53684e716b732c6c16815074a79a15a365d6d7f747a5a8f01e24274c,True,ctls,ccpce-de.consumer.huawei.com,443,https://ccpce-de.consumer.huawei.com:443,https,text/html,GET,80.158.18.157,/,-1840324437,80.158.18.157,1,False,,elb,,,,,,,
ccpce-drill.cbgit.huawei.com,访问被拦截！,418,3313,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpce-drill.cbgit.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-10T02:13:59Z,2023-11-11T02:13:58Z,"CN=*.cbgit.huawei.com, O=华为软件技术有限公司, L=南京, ST=江苏, C=CN",*.cbgit.huawei.com,华为软件技术有限公司,cbgit.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b7a6119a01b02dd35f5fae7a98ea0a7f,29a279733a1eb47408d1335e7ffcb7df7547666b533ae8f58326e0cebbfd3d67,True,ctls,ccpce-drill.cbgit.huawei.com,443,https://ccpce-drill.cbgit.huawei.com:443,https,text/html,GET,124.70.126.158,/,2132202106,124.70.125.124,2,False,,CloudWAF,,,,,,,
ccpce-icsl.test.huawei.com,访问被拦截！,418,3313,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpce-icsl.test.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-10T02:14:56Z,2023-11-11T02:14:55Z,"CN=*.test.huawei.com, O=华为软件技术有限公司, L=南京, ST=江苏, C=CN",*.test.huawei.com,华为软件技术有限公司,test.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e2b2843603cc455720b922165c4a92bb,5485b56c45abc6c13dc61dfa9481ba549fac102d3d38819e521fdf8d24513bc7,True,ctls,ccpce-icsl.test.huawei.com,443,https://ccpce-icsl.test.huawei.com:443,https,text/html,GET,124.70.125.173,/,580609223,124.70.125.108,2,False,,CloudWAF,,,,,,,
ccpcuat.test.huawei.com,访问被拦截！,418,3313,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpcuat.test.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-10T02:14:56Z,2023-11-11T02:14:55Z,"CN=*.test.huawei.com, O=华为软件技术有限公司, L=南京, ST=江苏, C=CN",*.test.huawei.com,华为软件技术有限公司,test.huawei.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e2b2843603cc455720b922165c4a92bb,5485b56c45abc6c13dc61dfa9481ba549fac102d3d38819e521fdf8d24513bc7,True,ctls,ccpcuat.test.huawei.com,80,http://ccpcuat.test.huawei.com:80,http,text/html,GET,124.70.126.140,/,-1054278327,124.70.125.156,2,False,,CloudWAF,https://ccpcuat.test.huawei.com/,,,,,,
ccpwp-de.cbg-app.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,14.137.154.0/24,ccpwp-de.cbg-app.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-11T12:32:25Z,2023-10-11T12:32:25Z,"CN=*.cbg-app.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.cbg-app.huawei.com,"Huawei Technologies Co., Ltd",cbg-app.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,e2bea51774f1f046199bd568c71c831a,ecaf736e0e3de9ffd39022ffeeeab62d0f55a2267eb6f3cc6c35d457f767dfc9,True,ctls,ccpwp-de.cbg-app.huawei.com,443,https://ccpwp-de.cbg-app.huawei.com:443,https,text/html,GET,14.137.139.180,/,1456319370,14.137.139.180,11,False,,,,,,,,,
ccpwp-mx.cbg-app.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpwp-mx.cbg-app.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-11T12:32:25Z,2023-10-11T12:32:25Z,"CN=*.cbg-app.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.cbg-app.huawei.com,"Huawei Technologies Co., Ltd",cbg-app.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,e2bea51774f1f046199bd568c71c831a,ecaf736e0e3de9ffd39022ffeeeab62d0f55a2267eb6f3cc6c35d457f767dfc9,True,ctls,ccpwp-mx.cbg-app.huawei.com,80,http://ccpwp-mx.cbg-app.huawei.com:80,http,text/html,GET,110.238.88.142,/,1456319370,110.238.88.142,11,False,,,https://ccpwp-mx.cbg-app.huawei.com/,,,,,,
ccpwp-ru.cbg-app.huawei.com,404 Not Found,404,535,AS136907,HWCLOUDS-AS-AP HUAWEI CLOUDS,HK,159.138.220.0/23,,,,,,,,,,,,,,,,,,,,,80,http://ccpwp-ru.cbg-app.huawei.com:80,http,text/html,GET,159.138.218.39,/,1456319370,159.138.218.39,11,False,,,,,,,,,
ccpwp-sg.cbg-app.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ccpwp-sg.cbg-app.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-10-11T12:32:25Z,2023-10-11T12:32:25Z,"CN=*.cbg-app.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.cbg-app.huawei.com,"Huawei Technologies Co., Ltd",cbg-app.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,e2bea51774f1f046199bd568c71c831a,ecaf736e0e3de9ffd39022ffeeeab62d0f55a2267eb6f3cc6c35d457f767dfc9,True,ctls,ccpwp-sg.cbg-app.huawei.com,80,http://ccpwp-sg.cbg-app.huawei.com:80,http,text/html,GET,119.8.177.181,/,1456319370,119.8.177.181,11,False,,,https://ccpwp-sg.cbg-app.huawei.com/,,,,,,
cdccloud.huawei.com,访问被拦截！,418,3301,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdccloud.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2024-02-15T23:59:59Z,"CN=cdccloud.huawei.com, O=华为技术有限公司, L=深圳市, ST=广东省, C=CN, serialNumber=914403001922038216, businessCategory=Private Organization, jurisdictionLocality=深圳市, jurisdictionStateOrProvince=广东省, jurisdictionCountry=CN, businessCategory=Private Organization, jurisdictionLocality=深圳市, jurisdictionStateOrProvince=广东省, jurisdictionCountry=CN",cdccloud.huawei.com,华为技术有限公司,cdccloud.huawei.com,"CN=GeoTrust EV CN RSA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust EV CN RSA G1,DigiCert Inc,976a8a436327e80862d5d7853e4b8f5d,d27303e70113a9efe4aae30683a5376b3e2afaa0d521a2c048aeee6dc1e38456,,ctls,cdccloud.huawei.com,443,https://cdccloud.huawei.com:443,https,text/html,GET,123.60.127.76,/,941864351,119.3.116.193,2,False,,CloudWAF,,,,,,,
cdn.vmall.com,华为商城简介_帮助中心_华为商城,200,1819,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,cdn.vmall.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-04-11T07:48:30Z,2023-05-13T07:48:29Z,"CN=*.vmall.com, O=华为技术有限公司, OU=IT, L=深圳, ST=广东, C=CN",*.vmall.com,华为技术有限公司,vmall.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,e9741d152f5f749ec7d4ee5e70c42db2,0a0fae0c9f6901b78fe2180969090df47df02c73118ead7084c5fdee24bdcbc6,True,ctls,cdn.vmall.com,443,https://cdn.vmall.com:443,https,text/html,GET,114.116.242.14,/,-884776764,114.116.242.14,49,False,,elb,,,,,,,
celia.consumer.huawei.com,,200,2946,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,celia.consumer.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-01-31T08:59:52Z,2024-02-23T02:57:52Z,"CN=*.consumer.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",*.consumer.huawei.com,"Huawei Technologies Co., Ltd",*.consumer.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,81be61df94b1e44a43c0cb0ae67556c8,598a3601e9feb70f503c4734b28062b4f1ff102cb47e29e12d0564f9941e4952,True,ctls,celia.consumer.huawei.com,80,http://celia.consumer.huawei.com:80,http,text/html,GET,117.78.24.37,/,-884776764,117.78.24.35,31,False,,CloudWAF,https://celia.consumer.huawei.com/,,,,,,
chasiwu.huawei.com,404 Not Found,404,535,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,chasiwu.huawei.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-03-04T08:22:43Z,2023-03-04T08:22:43Z,"CN=chasiwu.huawei.com, O=Huawei Technologies Co.\, Ltd, L=Shenzhen, ST=Guangdong, C=CN",chasiwu.huawei.com,"Huawei Technologies Co., Ltd",chasiwu.huawei.com,"CN=Actalis Organization Validated Server CA G3, O=Actalis S.p.A., L=Ponte San Pietro, ST=Bergamo, C=IT",Actalis Organization Validated Server CA G3,Actalis S.p.A.,d56c83809d599ec26f140f77f15f6de8,6d609255f17296fa2de7595c3deb514e6087876a17f108235b9480b54d75f4e2,,ctls,chasiwu.huawei.com,443,https://chasiwu.huawei.com:443,https,text/html,GET,121.37.49.185,/,1456319370,121.37.49.185,11,False,,,,,,,,True,
cli.huaweicloud.com,Invalid URL,400,208,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,cli.huaweicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-02-22T03:06:13Z,2024-03-25T03:06:12Z,"CN=*.huaweicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",*.huaweicloud.com,"Huawei Software Technologies Co., Ltd.",huaweicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c5b218104e3eaf52148df35f3fa26f77,dc583d84c7c531a4ae2645fbf7d1ee9a9d49363fc95e13d38a261bcf00ae0bab,True,ctls,cli.huaweicloud.com,443,https://cli.huaweicloud.com:443,https,text/html,GET,95.101.111.177,/,-408965433,2a02:26f0:480:22::1726:62fb,8,False,,AkamaiGHost,,,,,,,
cloudbackup-eu.hicloud.com,404 Not Found,404,552,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,cloudbackup-eu.hicloud.com,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-06-29T06:24:38Z,2023-07-31T06:24:37Z,"CN=www.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., OU=DCDN1 Cloud Platform CDNR Dept, L=Nanjing, ST=Jiangsu, C=CN",www.hicloud.com,"Huawei Software Technologies Co., Ltd.",hicloud.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,aadb220278c6f181cfc60ab94c951bde,210d68695729e17cd7d707611edc5978d33c842804fd208cd55303a409ff6ade,True,ctls,cloudbackup-eu.hicloud.com,443,https://cloudbackup-eu.hicloud.com:443,https,text/html,GET,2.20.132.117,/,1114301902,2.16.181.72,14,False,,elb,,,,,,,
cloudbackup1.hicloud.com,,200,49,AS23724,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation",CN,49.4.32.0/20,cloudbackup1.hicloud.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,True,2022-09-08T06:51:02Z,2023-10-10T06:51:01Z,"CN=cloud.hicloud.com, O=Huawei Software Technologies Co.\, Ltd., L=Nanjing, ST=Jiangsu, C=CN",cloud.hicloud.com,"Huawei Software Technologies Co., Ltd.",*.cloud.huawei.com.cn,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cdff0fcf71e8649356e8a5b5de4ded01,90835c621f160f0aa56ea007b4606e6123fd048784bad0e80ef943dd33251188,True,ctls,cloudbackup1.hicloud.com,443,https://cloudbackup1.hicloud.com:443,https,text/html,GET,49.4.36.158,/,1655566957,49.4.19.85,7,False,,elb,,Java,,,,,
