input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
asp-stg.hotfix-3-0-1-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-0-1-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-0-1-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-0-1-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-1-0-e.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-1-0-e.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-1-0-e.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-1-0-e.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-2-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-2-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-2-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-2-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-2-0-d.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-2-0-d.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:00:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-2-0-d.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-2-0-d.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-3-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-3-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-3-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-3-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-5-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-5-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:18:08Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-5-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-5-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-6-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-6-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-6-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-6-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-7-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-7-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-7-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-7-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-8-0-f.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-8-0-f.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:41:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-8-0-f.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-8-0-f.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-9-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-9-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:47:59Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-9-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-9-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-3-9-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-3-9-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:28:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-3-9-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-3-9-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-0-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-0-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:41:54Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-0-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-0-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-2-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-2-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-2-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-2-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-2-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-2-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-2-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-2-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-4-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-4-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:11:36Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-4-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-4-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-4-0-d.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-4-0-d.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-4-0-d.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-4-0-d.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-4-0-f.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-4-0-f.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-4-0-f.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-4-0-f.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-5-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-5-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:54:26Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-5-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-5-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-5-0-b.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-5-0-b.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:18:05Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-5-0-b.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-5-0-b.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-5-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-5-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-5-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-5-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-6-0-c.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-6-0-c.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-6-0-c.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-6-0-c.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-7-0-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-7-0-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-7-0-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-7-0-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-4-7-2-a.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-4-7-2-a.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:11:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-4-7-2-a.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-4-7-2-a.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hotfix-5-0-0-l.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hotfix-5-0-0-l.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hotfix-5-0-0-l.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hotfix-5-0-0-l.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.hpe-sso.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.hpe-sso.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.hpe-sso.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.hpe-sso.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.job-merge-account.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.job-merge-account.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:07:43Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.job-merge-account.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.job-merge-account.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.k8s-develop.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.k8s-develop.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T12:00:48Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.k8s-develop.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.k8s-develop.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.k8s-updates.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.k8s-updates.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.k8s-updates.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.k8s-updates.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.kafka.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.kafka.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.kafka.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.kafka.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.license-entitlemen.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.may-qe.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.may-qe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T13:41:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.may-qe.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.may-qe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.merge-accounts.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.merge-accounts.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:48:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.merge-accounts.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.merge-accounts.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.mergeacc-hotfix.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.mergeacc-hotfix.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:05:18Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.mergeacc-hotfix.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.mergeacc-hotfix.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.new-header.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.new-header.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T08:25:35Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.new-header.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.new-header.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.177.224.32,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T11:59:47Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.okta-demo-hpe.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
asp-stg.okta-demo.k8s-prod.getaws.arubanetworks.com,,,21,asp-stg.okta-demo.k8s-prod.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T14:49:39Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,asp-stg.okta-demo.k8s-prod.getaws.arubanetworks.com,443,https://asp-stg.okta-demo.k8s-prod.getaws.arubanetworks.com:443,https,nginx/1.21.6,text/plain,GET,54.193.199.202,1,Nginx:1.21.6,True,Acme Co,,
