input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,webserver,final_url,csp_domains_,cdn_name,cdn,location
staging.postnl.nl,PostNL Login,200,31423,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,23.102.0.0/16,www.loginpostnl.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-22T12:34:38Z,2023-06-22T12:38:00Z,"CN=www.loginpostnl.net, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",www.loginpostnl.net,Koninklijke PostNL B.V.,www.loginpostnl.net,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,07dd993c0ed2e840aa51996e0003d16c,447e2161edb36abdbfd3018cdd2a12eb6b88bd071d0f641e60d43bbb95b9f1d8,,ctls,www.loginpostnl.net,443,https://staging.postnl.nl:443,https,text/html,GET,23.97.138.192,/,-665355251,23.97.138.192,HSTS,649,False,Apache,https://www.loginpostnl.net/login/?goto=https%3A%2F%2Fwww.loginpostnl.net%3A443%2Floginapi%2FSSORedirect%2FmetaAlias%2Fam4k%3FSAMLRequest%3DfZJLT8MwEIT%252fSuR74rz6iJVGqlohVeIlijhwc50NWDh28G4o%252fHvcFA4IqdfxjMbf7tYoezOI9Uiv9gHeR0CKdtsV020ssyyby8UhrtK8iMtiWcWHolzEVZl3Za66JcwXLHoCj9rZFcuTlEU7xBF2FklaCtIpmM7iLH1Ml2KWi1mWVEX1zKJt6NFW0pR8JRpQcH48HhPjXrQdHJI1iQUSZVlw2fP9%252fu4BWu1BEe%252bB5NpoieGhfGPRxlmEU93orXASNQore0BBSuzXN9ci%252fEyos0mMFgdQutPQsuizNxbFNIHL6cE7csoZ1tQToT9HL4ckIvgTIWtOhAFQth0mP3DoXoC0Mm5sg%252b1DK8BEuX7y8F%252bFkx%252bRan4uberzsm5D1W5774xWX9GV8728AJ8l2aSEhXaT9e8I1sa448aDJFix0AYs4k3N%252f19F8w0%253d%26RelayState%3D7cce2e0f-3790-4298-803f-9c381c543a00%26client-request-id%3Dd0964526-6ff9-0000-2b97-96d1f96fd901,https://tiama.a02.cldsvc.net/,azure,True,/goto-niet-toegestaan
starshl.mijnlogistiek.postnl.nl,Retour on Demand,200,66090,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,starshl.mijnlogistiek.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T07:36:58Z,2023-06-28T07:36:57Z,CN=prod01.postnl.nl,prod01.postnl.nl,,zwijsen.mijnlogistiek.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943cc668808ab9ecc79f5daf37cc94a5,a72c0d9bed4c91ae67ad53aeb84efcfe95bfb2a9eb3ceec319ce659956de702c,,ctls,starshl.mijnlogistiek.postnl.nl,443,https://starshl.mijnlogistiek.postnl.nl:443,https,text/html,GET,104.126.37.19,/,1908147121,2a02:26f0:ab00::214:8e70,Windows Server,164,False,Microsoft-IIS/10.0,,,,,
stats.postnl.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,stats.postnl.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,stats.postnl.com,443,https://stats.postnl.com:443,https,,GET,63.140.62.164,/,1936786007,63.140.62.135,,1,False,jag,,,,,
streaming.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,streaming.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,streaming.events.postnl.nl,80,http://streaming.events.postnl.nl:80,http,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,https://streaming.events.postnl.nl/,,,,
swa.postnl.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,swa.postnl.com,443,True,tls13,TLS_AES_128_GCM_SHA256,True,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.sc.omtrdc.net,Adobe Systems Incorporated,sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5aea0482f5687fba1e7b20b2977a3e7a,1a773e957c8bb8819956df96b254fce6c3d34e51c3a7073ffe3ac7833bfc089f,True,ctls,swa.postnl.com,443,https://swa.postnl.com:443,https,,GET,63.140.62.135,/,1936786007,63.140.62.164,,1,False,jag,,,,,
tpgpost.d3.sc.omtrdc.net,,200,,AS15224,OMNITURE,US,63.140.60.0/22,tpgpost.d3.sc.omtrdc.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.d3.sc.omtrdc.net, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",*.d3.sc.omtrdc.net,Adobe Systems Incorporated,d3.sc.omtrdc.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c29665452b45d2648028c48dce61388c,197aa3d466b69c388edd2c0c76b757425a28b9964492a3d791beb53aa5c4e63c,True,ctls,tpgpost.d3.sc.omtrdc.net,443,https://tpgpost.d3.sc.omtrdc.net:443,https,,GET,63.140.62.160,/,1936786007,63.140.62.135,,1,False,jag,,,,,
tracktraceportal.postnl.post,Sign In with Auth0,200,5958,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,postnl-prod.eu.auth0.com,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-05T21:05:13Z,2023-07-04T21:05:12Z,CN=*.webtask.eu.auth0.com,*.webtask.eu.auth0.com,,eu.auth0.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,e5e95afa841fa61341d181534c8b5c83,45d7a3eea561987b83e5b96f7b6807d7eba407f898688802b38e1b15a02e8d54,True,ctls,postnl-prod.eu.auth0.com,443,https://tracktraceportal.postnl.post:443,https,text/html,GET,104.126.37.35,/,-251155750,2a02:26f0:ab00::5c7a:d723,HTTP/3,84,False,cloudflare,https://postnl-prod.eu.auth0.com/login?state=hKFo2SBXNlZ3MnZraGNtLVFVZEtfWU9KX0V1eTJzeFVXNlpjNKFupWxvZ2luo3RpZNkgWEtqdGNseGxxWTE5YVJQTjNTMlN5dF95WktKRXhuRnCjY2lk2SBrOUpLaW45Qk5rakFaYU1jd1dtR0hUSmJKeFk5cExTMQ&client=k9JKin9BNkjAZaMcwWmGHTJbJxY9pLS1&protocol=oauth2&redirect_uri=https%3A%2F%2Ftracktraceportal.postnl.post%2FAccount%2FAuth0LoginRedirect&response_type=code&scope=openid%20email&code_challenge=KFqeC-PPvUkc0o42bqklrmDXcgn5VwNWHstt1vAju-w&code_challenge_method=S256&nonce=638193055736158791.NWI5YzFiODMtODEwOS00NjQ3LWJjMDctNmQ0ZjNiYzRkYTgxY2FmYzc3OTgtMjdmMS00OGRiLWI0YjItMjA5YTA0ZDgyNzRk&audience=https%3A%2F%2Fpostnl.operations&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0,,,,
ubereats.mijnlogistiek.postnl.nl,Retour on Demand,200,66090,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,ubereats.mijnlogistiek.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-30T07:36:58Z,2023-06-28T07:36:57Z,CN=prod01.postnl.nl,prod01.postnl.nl,,zwijsen.mijnlogistiek.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,943cc668808ab9ecc79f5daf37cc94a5,a72c0d9bed4c91ae67ad53aeb84efcfe95bfb2a9eb3ceec319ce659956de702c,,ctls,ubereats.mijnlogistiek.postnl.nl,80,http://ubereats.mijnlogistiek.postnl.nl:80,http,text/html,GET,104.126.37.19,/,1908147121,2a02:26f0:ab00::214:8e70,Windows Server,164,False,Microsoft-IIS/10.0,https://ubereats.mijnlogistiek.postnl.nl/,,,,
vacatures-website.pat.postnl.nl,,403,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,vacatures-website.pat.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-02T12:41:32Z,2023-05-31T12:41:31Z,CN=acc01.postnl.nl,acc01.postnl.nl,,zwijsen.mijnlogistiek-accp.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ff454347754e24d4528ba02f72b09e19,d3249f8b0cf3eb378268b43c5618b4a551bd1ff1477a07b41affbb3791685c2d,,ctls,vacatures-website.pat.postnl.nl,443,https://vacatures-website.pat.postnl.nl:443,https,application/json,GET,104.126.37.26,/,768769774,2a02:26f0:ab00::214:8e63,HSTS,1,False,,,,,,
verhuizen.postnl.nl,PostNL,200,3229,AS16509,AS16509,Unknown,99.80.0.0/15,verhuizen.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-01T13:17:41Z,2024-02-01T13:12:00Z,"CN=verhuizen.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",verhuizen.postnl.nl,Koninklijke PostNL B.V.,verhuizen.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,2c522898744ff52eadd9fe82315e0da2,ae33d584247924f956159bfa7eac59ba9ceff735c6dc01840a80411f3cf3594e,,ctls,verhuizen.postnl.nl,443,https://verhuizen.postnl.nl:443,https,text/html,GET,99.80.126.96,/,-1840324437,3.248.162.250,Microsoft ASP.NET,73,False,,,,,,
view.edm.postnl.nl,Error,200,932,AS22606,EXACT-7,US,13.111.0.0/16,view.edm.postnl.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-08-27T00:00:00Z,2023-09-27T23:59:59Z,"CN=view.edm.postnl.nl, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",view.edm.postnl.nl,"SALESFORCE.COM, INC.",view.edm.postnl.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,137c03f10d0f390604ead0f12ccb3612,d4333d83468271c70ca98b358dff6febf319b55962475233c8319794d2371c61,,ctls,view.edm.postnl.nl,443,https://view.edm.postnl.nl:443,https,text/html,GET,13.111.37.45,/,1631801191,13.111.37.45,HSTS,28,False,,https://view.edm.postnl.nl/Error.aspx,,,,
webapp.pat.postnl.nl,PostNL Login,200,31423,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,www.loginpostnl.net,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-06-22T12:34:38Z,2023-06-22T12:38:00Z,"CN=www.loginpostnl.net, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",www.loginpostnl.net,Koninklijke PostNL B.V.,www.loginpostnl.net,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,07dd993c0ed2e840aa51996e0003d16c,447e2161edb36abdbfd3018cdd2a12eb6b88bd071d0f641e60d43bbb95b9f1d8,,ctls,www.loginpostnl.net,443,https://webapp.pat.postnl.nl:443,https,text/html,GET,104.126.37.26,/,-665355251,2a02:26f0:ab00::214:8e63,HSTS,649,False,Apache,https://www.loginpostnl.net/login/?goto=https%3A%2F%2Fwww.loginpostnl.net%3A443%2Floginapi%2FSSORedirect%2FmetaAlias%2Fam4k%3FSAMLRequest%3DfVLLTuswEN3zFZH3TtI0pcFqgioQEhII1AILNmjqToshtoNnQoGvv25Lr2DDcjznMTrHk9MP2ybvGMh4V4tBmosEnfZL49a1uL%252B7kJU4bY4mBLYtOjXt%252BdnN8K1H4mRKhIEj78w76i2GOYZ3o%252FF%252BdlWLZ%252BaOVJZ1rk0hslLs5Say5CAFC18%252BeqydYZ9qb7OdemaWXUDqohiK5DxijQPenXUQ22w2aevXxnWeOAo7ZFWWwwxsNp%252FfzHBpAmrOLDJMWwMUF%252BWrSC7Pa%252FG0OMbypNCVHMN4IUsYnEiosJKVLhd6tYJyMS4ilKjHS0cMjmtR5MVQ5iM5yO%252FySo0KNRqm47J4FMnDIbFim1jM0JHaZ1SLPjjlgQwpBxZJsVbz6fWVilDVBc9e%252B1Y0%252B0jVzjAkFz5Y4L%252B52xezlKsdVKFjw5%252B%252FvP%252Bmw6Eu0Wxh%252BxbUdw2KOvW%252FoSd9Yx79bXg5nmQ%252Fr2y%252Bx9%252F%252FoPkH%26RelayState%3DH4sIAAAAAAAAAD1SybKiQBD8F64jyk5jxDu4IIqCoiLqzITR3TSLAo3QLo-J-fdpL3PLisqqyKrMPwIUhgJ5iC_SMlG-4HV-ppvmagg9AfFOHpEC05LwEvPSuOVP1hoPJJdqoTyflCoaeDyM7MoJMSdkjNXtcDB4EQTrul9D1q9py6qiXxUDCh8sUwZ5XDekrWnVftYSPoVp_IEJh7uRt-IwFYY_BVqTKo-F3z0h4x1gxDK-wfEtZWMryIIlCNQEHp-H-fIQ3GYnaCR0n1urzkJhyYrUtibbWeRX35vSH5-89GSuf_0a6H4Dvfe5fDKwhU5wJG-GyKK2d5JkeJlTbpbOSpt31fsFN6k_dqzraOrMZV0Ghy7BC8vbYhcb0x-24-teqK7lckP09XxmJp3tdlh3ZL3bN66vJYBVo7le601xzVzXJpMwdJe3d_UyFlp4ZxZVaRVns8UOdttsyqUZOOrqc1me_fWh0cl3bm6T9OuLf-PGzy9HaWMHul540TjR1PsVHJGnRIfrfekY6TwdJ_vEq4pLe3nm-w04FrS6RRNcRra0z_0HynLFU333bgXTYOWH563qUkt6Si96xvesDrymPgXrb2bjk4NEJVHKZXceiXMJtXr1Vk71Cq_G3qvb5ZqtUe_yri5aoxWERU462WKihDgL5SvM1JQrLrjimrv-cbz_P159WMKOVpimVc5onweLU0thKBtANSVgmmpPqIVhAouW9ISG70ASVjRFwmKsx7Ko6SAREVaxCBAiWDFjXUefqDJOvSCDaJaCgWhCE4kalC0RAgJEgDWEkwRqyFSEv_8AefX8j_ICAAA.H4sIAAAAAAAAANOzrZLqLHzeM_F86L6bj3MtnnNeuJdcLyu7iHVuVq1_9S8AyfWlWCAAAAA.3,https://tiama.a02.cldsvc.net/,,,/goto-niet-toegestaan
webexchange.dirextion.postnl.nl,Error: Unable to display RD Web Access,200,14793,AS12859,NL-BIT BIT BV,NL,213.154.254.0/24,lo1.transportcontrol.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-05-24T14:34:48Z,2023-06-25T14:34:47Z,CN=*.transportcontrol.nl,*.transportcontrol.nl,,transportcontrol.nl,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,bd700cc7bfb90d4bf08a948fdb69207b,f1dcfe2136bfbe926167cf422e86265e3c1d3fdabf3e4a2012b08f5b52df1475,True,ctls,lo1.transportcontrol.nl,443,https://webexchange.dirextion.postnl.nl:443,https,text/xml,GET,213.154.251.108,/,1631801191,213.154.251.108,Windows Server,389,False,Microsoft-IIS/10.0,https://lo1.transportcontrol.nl/RDWeb/Pages/en-US/login.aspx?ReturnUrl=/RDWeb/Pages/en-US/Default.aspx,,,,
webservices.postnl.nl,403 - Forbidden: Access is denied.,403,1233,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,webservices.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-05T09:27:09Z,2023-07-04T09:27:08Z,CN=postnl.nl,postnl.nl,,www.webshopprofiel.postnl.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b77424009af2a2e89172480dba93d18c,e6a52c5aff587691d741fa2289165021af0c1ab66c03b846347f1b75c847afc4,,ctls,webservices.postnl.nl,443,https://webservices.postnl.nl:443,https,text/html,GET,104.126.37.51,/,1631801191,2a02:26f0:ab00::5c7a:d722,Windows Server,30,False,Microsoft-IIS/10.0,,,,,
www.postnl.post,International Track & Trace | PostNL,200,17164,AS20940,AKAMAI-ASN1,NL,95.101.0.0/16,postnl.post,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-17T12:11:57Z,2023-07-16T12:11:56Z,CN=postnl.com,postnl.com,,www.spring-gds.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7ee27769cbb110e156b6064239067b50,672267d99e8cb2d6301dcbec3b07819d9860ce960c4882c0ff57ed9fd5645f96,,ctls,postnl.post,443,https://www.postnl.post:443,https,text/html,GET,95.101.111.135,/,-251155750,2a02:26f0:480:22::1726:62ed,Microsoft ASP.NET,257,False,,https://postnl.post/,,,,
www.www.ns1.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,www.www.ns1.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,www.www.ns1.events.postnl.nl,443,https://www.www.ns1.events.postnl.nl:443,https,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,,,,,
www.www.online.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,www.www.online.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,www.www.online.events.postnl.nl,80,http://www.www.online.events.postnl.nl:80,http,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,https://www.www.online.events.postnl.nl/,,,,
www.www.www.fat.events.postnl.nl,,200,1750,AS16509,AS16509,Unknown,3.144.0.0/13,www.www.www.fat.events.postnl.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2022-09-26T08:15:52Z,2023-10-03T23:45:00Z,"CN=*.events.postnl.nl, O=Koninklijke PostNL B.V., L='s-Gravenhage, ST=Zuid-Holland, C=NL",*.events.postnl.nl,Koninklijke PostNL B.V.,events.postnl.nl,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,34d7148fc1a4cedfefed50ee3fd79a1d,e0a78825c7aad968b552901eedb6c82d0adfe83142d34eaf3a6448c239b4bfde,True,ctls,www.www.www.fat.events.postnl.nl,443,https://www.www.www.fat.events.postnl.nl:443,https,text/html,GET,3.126.106.228,/,1089686941,3.126.106.228,Plesk,15,False,nginx,,,,,
