input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,cdn,final_url,csp_domains_,tls_mismatched,tls_wildcard_certificate,location,tls_expired
syndicate.danskebank.dk,DANSKE BANK,200,4503,AS16509,AMAZON-02,US,52.222.236.0/23,syndicate.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T13:06:05Z,2024-05-18T13:06:04Z,"CN=syndicate.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",syndicate.danskebank.dk,Danske Bank A/S,syndicate.danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,b1ec1a978c004e6cf623191bc0db8609,ec3d77f509d2127875af1276945e19e29d8350166b102e38e19f1fe6c9898cc6,ctls,syndicate.danskebank.dk,443,https://syndicate.danskebank.dk:443,https,CloudFront,text/html,GET,52.222.236.71,/,-35742151,52.222.236.31,Java,197,False,cloudfront,True,https://syndicate.danskebank.dk/pda.do,https://syndicate.danskebank.dk/ui/fi-prospectus-ui,,,,
test-emm.danskebank.com,XenMobile - Console - Logon,200,2576,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,185.218.228.0/22,test-emm.danskebank.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-03T10:26:02Z,2023-06-04T10:26:01Z,"CN=test-emm.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",test-emm.danskebank.com,Danske Bank A/S,test-emm.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8fdd2e5c77409dac6161ec16fbbde1b5,5d3f399b751e1bfafbc5cc6644f9893d927b17701cfca1c46594b7c311759d96,ctls,test-emm.danskebank.com,443,https://test-emm.danskebank.com:443,https,,text/html,GET,185.218.228.23,/,266446169,185.218.228.23,Java,73,False,,,https://test-emm.danskebank.com/zdm/login_xdm_uc.jsp,https://*.googleusercontent.com,,,,
userapi2.danskebank.com,,404,96,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,userapi2.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T04:42:02Z,2024-04-07T04:32:04Z,"CN=userapi2.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",userapi2.danskebank.com,Danske Bank A/S,userapi2.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,eac854f4a20878f174b3d8ad77fcc4ff,2ab0151983905b09bb0b2c79c4eaa13122a92e6668e81e7b79cc7c3ea449b88c,ctls,userapi2.danskebank.com,443,https://userapi2.danskebank.com:443,https,,application/json,GET,212.93.61.221,/,-1899679540,212.93.59.221,IBM DataPower,1,False,,,,,,,,
userapi4.danskebank.dk,,404,96,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,userapi4.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T02:32:09Z,2023-09-19T02:24:44Z,"CN=userapi4.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",userapi4.danskebank.com,Danske Bank A/S,userapi4.danskebank.se,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,a6f8be92a71689cfda7ccb5136fe42c3,b450a58ee88368bdef9f39929d532311caca82814b7f71d14c3cad4e844cfeaa,ctls,userapi4.danskebank.dk,443,https://userapi4.danskebank.dk:443,https,,application/json,GET,212.93.47.122,/,-1899679540,212.93.38.122,IBM DataPower,1,False,,,,,,,,
video.qbrick.com,Qbrick Video Platform,200,3047,AS12552,IPO-EU,SE,193.182.158.0/23,video.qbrick.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-17T00:00:00Z,2023-08-17T23:59:59Z,"CN=*.qbrick.com, O=Qbrick AB, ST=Stockholms län, C=SE",*.qbrick.com,Qbrick AB,qbrick.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a804d86399f3836dcc092339f4175fc,b3a99eb9e111f9aed9b83e8ccd4890376e4ec353f7eb327878c3f37e8d4d7c6a,ctls,video.qbrick.com,443,https://video.qbrick.com:443,https,Microsoft-IIS/10.0,text/html,GET,193.182.158.5,/,1631801191,194.14.243.5,Windows Server,1,False,,,,,,True,,
watermark.publication.danskebank.com,Request Error · Singletrack Watermarker,200,3297,AS16509,AS16509,Unknown,63.32.0.0/14,,,,,,,,,,,,,,,,,,,80,http://watermark.publication.danskebank.com:80,http,Jetty(9.4.11.v20180605),text/html,GET,63.32.161.232,/,-750538447,54.247.69.169,Jetty:9.4.11,98,False,,,,,,,,
web.danskebank.com,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,web.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-17T19:27:07Z,2023-12-19T19:14:37Z,"CN=www.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.com,Danske Bank A/S,danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2e772f59fca0c792b15298f36076f8c8,e543690c445f715736ad4ead97759143670899ca6a1da831eb0fa14d79ad7fd5,ctls,web.danskebank.com,443,https://web.danskebank.com:443,https,,,GET,212.93.59.102,/,-1840324437,212.93.61.102,HSTS,1,False,,,,,,,,
web.danskebank.dk,,200,,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,web.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T00:52:02Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8704da61182f9ccf1ec3f357ec13a696,08051388ccbef16e044b37c6195186e873cde12ace62fed5a640c15908445482,ctls,web.danskebank.dk,443,https://web.danskebank.dk:443,https,,,GET,212.93.61.104,/,-1840324437,212.93.59.104,HSTS,1,False,,,,,,,,
webpayment.danskebank.com,Danske Bank Group,404,1165,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,webpayment.danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-06T21:27:07Z,2023-11-07T21:25:15Z,"CN=webpayment.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",webpayment.danskebank.com,Danske Bank A/S,webpayment.danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,7cdbf850114e719b01163c499a49112e,0a234ec853c7c7261944e4e1f0d1e502b6b2e7379e7fcada6f35d6fd70ec3f96,ctls,webpayment.danskebank.com,443,https://webpayment.danskebank.com:443,https,,text/html,GET,212.93.61.54,/,-1004515962,212.93.59.54,Microsoft ASP.NET,26,False,,,,,,,,
wm.danskebank.dk,,200,8,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,wm.danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T22:27:03Z,2024-02-27T22:12:49Z,"CN=www.danskeinvest.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskeinvest.com,Danske Bank A/S,danskeinvest.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,88771725d36ca11be4b72d449fcb3c6e,fbe1b6a6fe458f82c7e187e41237cb4514ad34d2b358e4f57ee2b74a23eb288c,ctls,wm.danskebank.dk,443,https://wm.danskebank.dk:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,text/html,GET,212.93.59.225,/,-1004515962,212.93.61.225,Red Hat,2,False,,,,,,,,
www.beta.danskebank.dk,Privatkunde | Danske Bank,200,214656,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T01:12:09Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cbeb8243ade727e582bd900c7ba025c1,c843d43f2e9238d631c479917465182e747106cb68b8aefa8f05a6e40823b7c5,ctls,danskebank.dk,443,https://www.beta.danskebank.dk:443,https,,text/html,GET,212.93.61.104,/,355682820,212.93.59.104,ZURB Foundation,2870,False,,,https://danskebank.dk/privat,https://api.june.dk,,,,
www.danskebank.com,Danske Bank,200,89499,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-17T19:27:07Z,2023-12-19T19:14:37Z,"CN=www.danskebank.com, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.com,Danske Bank A/S,danskebank.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,2e772f59fca0c792b15298f36076f8c8,e543690c445f715736ad4ead97759143670899ca6a1da831eb0fa14d79ad7fd5,ctls,danskebank.com,443,https://www.danskebank.com:443,https,,text/html,GET,212.93.59.102,/,355682820,212.93.61.102,Vue.js,1137,False,,,https://danskebank.com/,*.investis.com,,,,
www.danskebank.dk,Privatkunde | Danske Bank,200,214656,AS12483,DANSKEBANK-AS Aarhus Denmark,DK,212.93.32.0/19,danskebank.dk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-18T01:12:09Z,2023-12-20T00:48:11Z,"CN=www.danskebank.dk, O=Danske Bank A/S, L=Copenhagen K, ST=Copenhagen, C=DK",www.danskebank.dk,Danske Bank A/S,danskebank.dk,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,cbeb8243ade727e582bd900c7ba025c1,c843d43f2e9238d631c479917465182e747106cb68b8aefa8f05a6e40823b7c5,ctls,danskebank.dk,443,https://www.danskebank.dk:443,https,,text/html,GET,212.93.59.104,/,355682820,212.93.61.104,ZURB Foundation,2870,False,,,https://danskebank.dk/privat,https://api.june.dk,,,,
