new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
[x],fcrk1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdac2-1.beta.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdac31-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdac31-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdel2-2.dnsecho.opera.com,156.154.76.143,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdil2-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdtm2-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fdtm2-2.beta.opera-mini.net,185.26.181.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fe-1-1-2.beta.opera-mini.net,,"h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],feau1-1.beta.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fesb1-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fesb4-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-0-2-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-1-1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-1-1-6.mini5-1.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-1-3-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-2-1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-2-1-2.beta.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-2-1-5.beta.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-2-1-5.mini5-1.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-2-2-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-4-1-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-4-1-5.mini5-1.opera-mini.net,82.145.209.254,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-4-3-1.beta.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
[x],fet-4-3-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-5-2-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-5-2-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-5-3-2.beta.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-6-1-5.beta.opera-mini.net,82.145.209.254,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-7-3-1.mini5-1.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-8-1-2.beta.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fet-9-2-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],ffjr1-4.beta.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],ffor17-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-1-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-1-3.beta.opera-mini.net,82.145.209.243,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-1-3.mini5-1.opera-mini.net,"82.145.209.243, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-1-4.beta.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-2-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-2-7.mini5-1.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-0-3-1.mini5-1.opera-mini.net,185.26.181.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-1-1-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-1-1-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fge-1-1-8.mini5-1.opera-mini.net,82.145.211.251,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fgnd1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fgua3-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fgye10-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fgye5-3.beta.opera-mini.net,82.145.209.243,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fh7tv2.dnsecho.opera.com,74.63.24.238,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fhan5-6.beta.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fhyd1-5.beta.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fiev7-3.beta.opera-mini.net,,,NOERROR,,,,,,,,,,
[x],file15.dnsecho.opera.com,,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],finland.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fisb3-2.beta.opera-mini.net,82.145.209.242,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fixc10-1.beta.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fixc10-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fkul19-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fkul19-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fkul20-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fkul3-3.mini5-1.opera-mini.net,82.145.209.243,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],flag-measurement-backend.dnsecho.opera.com,74.63.24.222,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],flhe10-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fluh2-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fly.dnsecho.opera.com,141.8.180.46,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmao1-1.beta.opera-mini.net,185.26.181.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmex22-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmid1-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmle2-2.beta.opera-mini.net,82.145.209.242,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmnl6-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmnl9-4.beta.opera-mini.net,82.145.209.244,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fmyj1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fna-fbcdn-z-p3-shv-01-fhnl3.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
[x],fntr6-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-3.beta.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-3.mini5-1.opera-mini.net,82.145.209.243,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-4.mini5-1.opera-mini.net,82.145.209.244,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],forsberg-test-cmdline-7.mini5-1.opera-mini.net,"82.145.211.250, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fotp3-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fpku1-2.mini5-1.opera-mini.net,"82.145.209.242, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fplu20-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fpnh10-1.beta.opera-mini.net,,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fpnh17-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fpnh7-1.beta.opera-mini.net,185.26.181.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fr-be.dnsecho.opera.com,84.200.69.80,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fr-mg5.dnsecho.opera.com,140.82.39.20,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fra02-prd-esx-01c.dnsecho.opera.com,,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fra02-prd-esx-02e.dnsecho.opera.com,70.34.248.7,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fra02-prd-vcb-01a.dnsecho.opera.com,"205.171.30.238, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fra02-prd-ve-01.dnsecho.opera.com,208.69.33.75,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],franchisinginformation.dnsecho.opera.com,208.69.33.71,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],frgn10-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],frja4-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fros8-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsdu12-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsgn1-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsgn2-5.beta.opera-mini.net,82.145.209.254,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsgn3-1.mini5-1.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsig3-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fsti4-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fte-0-1-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftpcacheeuw-meet-git.dnsecho.opera.com,192.29.200.168,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftpe4-1.beta.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftpe7-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftru4-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftsam-138-8.beta.opera-mini.net,82.145.211.251,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],ftsam-91-6.mini5-1.opera-mini.net,82.145.211.249,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],furstperson.dnsecho.opera.com,208.69.33.91,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],futurify.dnsecho.opera.com,74.63.24.222,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvencoderpc1-3.beta.opera-mini.net,"82.145.209.243, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvencoderpc3-8.beta.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvencoderpc3-8.mini5-1.opera-mini.net,82.145.211.251,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvencoderpc3-9.beta.opera-mini.net,82.145.211.252,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvtz4-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fvvi1-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-0-1-4.beta.opera-mini.net,82.145.209.244,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-0-1-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-1-1-2.beta.opera-mini.net,82.145.209.242,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-1-2-1.beta.opera-mini.net,185.26.181.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-2-2-2.beta.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-2-2-2.mini5-1.opera-mini.net,185.26.181.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-2-3-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
[x],fxe-2-3-2.mini5-1.opera-mini.net,82.145.209.242,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
