input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,cdn_name,cdn,final_url
government-guide.myfitnesspal.com,Gov't Healthcare Agency,200,83800,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,government-guide.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T17:53:26Z,2023-07-26T17:53:25Z,CN=government-guide.myfitnesspal.com,government-guide.myfitnesspal.com,government-guide.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6a5437286c69bc8eb29bc0172d6fb5c1,8832e16e4a0d58acc7920bbbf85ad21ba8c007290b5af8841cb37f4b1fdc4b5d,ctls,government-guide.myfitnesspal.com,443,https://government-guide.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,822,False,,,,cloudflare,True,
guides.mapmyrun.com,,404,281,AS16509,AMAZON-02,US,18.66.102.0/24,,guides.mapmyrun.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-07-12T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,cabe074ff06df7c5341e1bf4b9427a50,14e7103ac14611c1eebd5290ec583de31512c1e3948d45818f262897f3605356,ctls,guides.mapmyrun.com,443,https://guides.mapmyrun.com:443,https,AmazonS3,application/xml,GET,18.66.97.128,/,-838749096,18.66.97.19,Amazon Web Services,2,False,True,,True,cloudfront,True,
guiltfree.myfitnesspal.com,MyFitnessPal X Guilt Free Momma,200,38564,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,guiltfree.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:21:41Z,2023-08-08T02:21:40Z,CN=guiltfree.myfitnesspal.com,guiltfree.myfitnesspal.com,guiltfree.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b528225690e6fc6e7d28d4af2c4fdaa0,4c433161e926860e1b1ff7cd54d82e44891e0981c86b2e82bbe20b00eaf681c9,ctls,guiltfree.myfitnesspal.com,443,https://guiltfree.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
gymshark.myfitnesspal.com,MyFitnessPal + Gymshark,200,72092,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,gymshark.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T20:24:38Z,2023-06-11T20:24:37Z,CN=gymshark.myfitnesspal.com,gymshark.myfitnesspal.com,gymshark.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2a7ca7f0258afab87de206146d950142,99a8093614c94c56a0ed95c433b83b7be19524517fa51dbd0af3896cf78cff29,ctls,gymshark.myfitnesspal.com,443,https://gymshark.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,851,False,,,,cloudflare,True,
gymsharkaud.myfitnesspal.com,AUS MyFitnessPal + Gymshark,200,71613,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,gymsharkaud.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T20:32:39Z,2023-06-11T20:32:38Z,CN=gymsharkaud.myfitnesspal.com,gymsharkaud.myfitnesspal.com,gymsharkaud.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a60038d35b79caadca68ca381ae4b34e,25eea00eb66356bd2953cbb1cdacace85247c99e4f8b8f07fc11c4f4d5daa1f4,ctls,gymsharkaud.myfitnesspal.com,443,https://gymsharkaud.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,HSTS,851,False,,,,cloudflare,True,
h-135-207-225-234.underarmour.co.uk,Under Armour,410,417801,AS397223,ULTRADNS,US,204.74.99.0/24,https://preview.production.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://h-135-207-225-234.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,1193558568,204.74.99.103,Varnish,5941,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
happiness.myfitnesspal.com,MyFitnessPal x Science of Happiness Podcast,200,38585,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,happiness.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T03:52:41Z,2023-08-08T03:52:40Z,CN=happiness.myfitnesspal.com,happiness.myfitnesspal.com,happiness.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,13049fa519242c2744e0903685103ccc,980532883f4300a16119157d2712cab2f69cd6805191a99b4f077249e5ecaa29,ctls,happiness.myfitnesspal.com,443,https://happiness.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
happytimes.myfitnesspal.com,MyFitnessPal x Happy Times Podcast,200,38576,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,happytimes.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T06:34:08Z,2023-08-08T06:34:07Z,CN=happytimes.myfitnesspal.com,happytimes.myfitnesspal.com,happytimes.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0420530dd3c88b3236351ff883255992,deb6fa7939bd59ee60bab2d12561897ca55ee007c33f97dcef48251c93ca7dda,ctls,happytimes.myfitnesspal.com,443,https://happytimes.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
healthathand.myfitnesspal.com,MFP x Allianz HealthatHand Nextcare,200,72583,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,healthathand.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-13T20:29:28Z,2023-06-11T20:29:27Z,CN=healthathand.myfitnesspal.com,healthathand.myfitnesspal.com,healthathand.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c58c1a9b022c938fee439f5d30342165,cb4f4ca977f909562d1531e12b013929fb6e6eaea3808f199eed21c158828894,ctls,healthathand.myfitnesspal.com,443,https://healthathand.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,HSTS,871,False,,,,cloudflare,True,
heid.myfitnesspal.com,MyFitnessPal X Anna Heid,200,38495,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,heid.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:26:49Z,2023-08-08T04:26:48Z,CN=heid.myfitnesspal.com,heid.myfitnesspal.com,heid.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,55e444bd2aa299a751eaaf73e1b895be,1099ee8ae6be27cbf9b57b686c4a090228fcef87a891c0333406b93515e2c7fe,ctls,heid.myfitnesspal.com,443,https://heid.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
hellofreshireland.myfitnesspal.com,MyFitnessPal + Hello Fresh Ireland,200,72088,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,hellofreshireland.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-26T13:07:43Z,2023-07-25T13:07:42Z,CN=hellofreshireland.myfitnesspal.com,hellofreshireland.myfitnesspal.com,hellofreshireland.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,334c04e69aabed2a823cf3478f770fae,7516e535c6dabd9a77481ee2df4eeaef107eb6fe77254c9c630a46e793a1fb70,ctls,hellofreshireland.myfitnesspal.com,443,https://hellofreshireland.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,HSTS,856,False,,,,cloudflare,True,
help.underarmour.com,Under Armour Help Center,200,167126,AS14340,SALESFORCE,US,85.222.140.0/24,https://www.youtube.com,help.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-03-19T23:59:59Z,"CN=help.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",help.underarmour.com,help.underarmour.com,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,1c22f8abe2bc8f05b3034be82053ea61,09709d0f11740aeda42d69fa90e242ee60c46439d20b3ee0120aec180d6ed451,ctls,help.underarmour.com,443,https://help.underarmour.com:443,https,sfdcedge,text/html,GET,85.222.140.11,/,-187656003,85.222.140.10,HSTS,376,False,,"Under Armour, Inc.",,,,https://help.underarmour.com/s/
hk-uaconnect.underarmour.com,,200,315,AS17819,ASN-EQUINIX-AP Equinix Asia Pacific,SG,27.111.192.0/22,,hk-uaconnect.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=hk-uaconnect.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",hk-uaconnect.underarmour.com,hk-uaconnect.underarmour.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ee029aafc662c9fb80c07c689f378d1c,47f140ee663fe7ea2162f05721dcbfca58fe9f6cf993445dd6f91330f1826c94,ctls,hk-uaconnect.underarmour.com,443,https://hk-uaconnect.underarmour.com:443,https,,text/html,GET,27.111.195.122,/,-1840324437,27.111.195.122,HSTS,9,False,,"Under Armour, Inc.",,,,
homojen.underarmour.co.uk,Under Armour,410,417803,AS397223,ULTRADNS,US,204.74.99.0/24,https://first.sandbox.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://homojen.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,1135085805,204.74.99.103,Varnish,5944,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/shop/uk/en/
https://www.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,490889,AS54113,FASTLY,US,146.75.120.0/22,https://preview.uat.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,443,https://www.underarmour.com:443,https,cloudflare,text/html,GET,146.75.121.91,/,-187656003,146.75.121.91,Varnish,7083,False,,"Under Armour, Inc.",,fastly,True,https://www.underarmour.com/en-us/
humble.myfitnesspal.com,MyFitnessPal x Humble and Hungry Podcast,200,38555,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,humble.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:43:23Z,2023-08-08T04:43:22Z,CN=humble.myfitnesspal.com,humble.myfitnesspal.com,humble.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,adebb05bcfbeb0483581f750943a9f1c,57b083043fea3616036f11dd529d41cb68e8fc05bf177f94c0dc76b3c23fdcf6,ctls,humble.myfitnesspal.com,443,https://humble.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
husband.myfitnesspal.com,MyFitnessPal x Murder with My Husband Podcast,200,38567,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,husband.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T04:26:29Z,2023-08-08T04:26:28Z,CN=husband.myfitnesspal.com,husband.myfitnesspal.com,husband.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2166a483ac8b37de25ee996ff3b258b6,bebdfbefbd22d2bc49ebcb70f26c09922c8173daa6b60d414cd3d2e7b2a40b4f,ctls,husband.myfitnesspal.com,443,https://husband.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,,,,cloudflare,True,
icon.ua.com,Under Armour,200,421418,AS16552,AS16552,Unknown,96.45.94.0/24,https://first.sandbox.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,80,http://icon.ua.com:80,http,cloudflare,text/html,GET,96.45.83.195,/,-2137686372,96.45.83.103,Varnish,5991,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/en-us/login/?url=%2Fua-icon-customized-shoes
icon.underarmour.com,Under Armour,200,417905,AS16552,AS16552,Unknown,96.45.94.0/24,https://first.sandbox.ua.coremedia.cloud,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,443,https://icon.underarmour.com:443,https,cloudflare,text/html,GET,96.45.83.195,/,-24249979,96.45.83.103,Varnish,5939,False,,"Under Armour, Inc.",,,,https://www.underarmour.com/on/demandware.store/Sites-US-Site/en_US/PX-Show?url=aHR0cHM6Ly93d3cudW5kZXJhcm1vdXIuY29tL29uL2RlbWFuZHdhcmUuc3RvcmUvU2l0ZXMtVVMtU2l0ZS9lbl9VUy9EZWZhdWx0LVN0YXJ0
ideahouse.ua.com,Application Error,503,506,AS14618,AMAZON-AES,US,54.208.0.0/14,,ideahouse.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-30T23:59:59Z,CN=*.herokuapp.com,*.herokuapp.com,*.herokuapp.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88bd37ba25ff788a89d20cf93968e72c,5160abd3492cde469269e4fcb843b51822ca5681745e916139dca15dd127a6a8,ctls,ideahouse.ua.com,443,https://ideahouse.ua.com:443,https,Cowboy,text/html,GET,54.208.186.182,/,1508041395,54.224.34.30,Cowboy,26,False,True,,True,,,
identity-api.myfitnesspal.com,404 Not Found,404,548,AS16509,AMAZON-02,US,18.66.144.0/22,,identity-api.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,identity-api.myfitnesspal.com,443,https://identity-api.myfitnesspal.com:443,https,,text/html,GET,18.66.147.73,/,566218143,18.66.147.8,HSTS,14,False,,,True,cloudfront,True,
identity-test.api.ua.com,404 Not Found,404,548,AS16509,AMAZON-02,US,18.66.144.0/22,,identity-test.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=*.uacf.io,*.uacf.io,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb3f4df5045c49396aceb35b524d92fe,8ad6748172e498f9d36e817fdac399bbe6fbea45350b987ba6d775835fe1bf4b,ctls,identity-test.api.ua.com,443,https://identity-test.api.ua.com:443,https,,text/html,GET,18.66.147.91,/,566218143,2600:9000:225e:7a00:e:d348:6200:93a1,Amazon Web Services,14,False,True,,True,cloudfront,True,
image-assets.myfitnesspal.com,,403,146,AS16509,AMAZON-02,US,13.32.132.0/24,,image-assets.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,image-assets.myfitnesspal.com,443,https://image-assets.myfitnesspal.com:443,https,CloudFront,text/xml,GET,13.32.121.69,/,-13968365,13.32.121.11,Amazon Web Services,1,False,,,True,cloudfront,True,
image-resize-assets.myfitnesspal.com,,403,146,AS16509,AMAZON-02,US,18.66.116.0/23,,image-resize-assets.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,image-resize-assets.myfitnesspal.com,443,https://image-resize-assets.myfitnesspal.com:443,https,CloudFront,text/xml,GET,18.66.112.83,/,-13968365,18.66.112.92,Amazon Web Services,1,False,,,True,cloudfront,True,
image.e.underarmour.co.uk,Access Denied,403,283,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,,image.e.underarmour.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-26T00:00:00Z,2023-10-27T23:59:59Z,"CN=akamai-san7.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",akamai-san7.exacttarget.com,image.12wbt-email.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,218caa721e64991e4ef8ec0fe455739d,4643f6efdf5f7f2709907b08ada913ce5cff2fb38228adfd5aa4ab62955da088,ctls,image.e.underarmour.co.uk,443,https://image.e.underarmour.co.uk:443,https,AkamaiGHost,text/html,GET,184.25.158.86,/,197811833,184.25.158.86,,10,False,,"SALESFORCE.COM, INC.",,,,
image.em.underarmour.com,Access Denied,403,276,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,image.em.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-27T00:00:00Z,2024-03-29T23:59:59Z,"CN=akamai-san12.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",akamai-san12.exacttarget.com,image.advantedge.podiumdm.com.au,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,29af93ec1ee1fd9eedc10e8a458f060c,f2d6d2e091e8dbcc820498ae4cc93329eac56cbd0f8fdbec1f5ab7c24fb681c0,ctls,image.em.underarmour.com,443,https://image.em.underarmour.com:443,https,AkamaiGHost,text/html,GET,2.17.182.8,/,-1358563374,2.17.182.8,,10,False,,"Salesforce.com, Inc.",,,,
image.emails.underarmour.com,Access Denied,403,282,AS20940,AKAMAI-ASN1,NL,184.24.0.0/13,,,,,,,,,,,,,,,,,,,80,http://image.emails.underarmour.com:80,http,AkamaiGHost,text/html,GET,184.25.217.136,/,-1886579813,184.25.217.136,,10,False,,,,,,
image.mfp.underarmour.com,Access Denied,403,277,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,image.mfp.underarmour.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,image.mfp.underarmour.com,443,https://image.mfp.underarmour.com:443,https,AkamaiGHost,text/html,GET,2.16.186.90,/,-573388218,2.16.186.48,,10,False,True,"Akamai Technologies, Inc.",True,,,
image.uarecord.underarmour.com,Access Denied,403,284,AS20940,AKAMAI-ASN1,NL,2.20.0.0/14,,image.uarecord.underarmour.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,image.uarecord.underarmour.com,443,https://image.uarecord.underarmour.com:443,https,AkamaiGHost,text/html,GET,2.16.186.48,/,-1125279303,2.16.186.90,,10,False,True,"Akamai Technologies, Inc.",True,,,
images.myfitnesspal.com,,403,243,AS16509,AS16509,Unknown,52.217.96.0/20,,images.myfitnesspal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2023-12-20T23:59:59Z,CN=s3.amazonaws.com,s3.amazonaws.com,s3-deprecated.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3e6c74e7bcc0a301938b7a3509ca3ace,31494611b3e6659b4e9a3af805171907756aee7e37d017bcc27104768c785fbd,ctls,images.myfitnesspal.com,443,https://images.myfitnesspal.com:443,https,AmazonS3,application/xml,GET,52.217.95.56,/,552696739,52.217.85.238,Amazon Web Services,2,False,True,,True,,,
images.underarmour.com,,404,104,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://images.underarmour.com:80,http,Unknown,text/html,GET,104.126.36.98,/,-277464596,2a02:26f0:1700:11::b856:6792,,3,False,,,,,,
impact.myfitnesspal.com,MyFitnessPal x  Impact Theory Podcast,200,38542,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,impact.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T01:46:52Z,2023-08-08T01:46:51Z,CN=impact.myfitnesspal.com,impact.myfitnesspal.com,impact.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9948ff9c629aec2c35b5f17e1149e393,25e6335069e2c17bf8deb4dfb67e267cd20e9abbd04e78a97274b99cfbe1b7f5,ctls,impact.myfitnesspal.com,443,https://impact.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1abd,YouTube,496,False,,,,cloudflare,True,
