input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
amievalab.stanford.edu,Amieva Lab | Home,200,13913,amievalab.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,amievalab.stanford.edu,,443,https://amievalab.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,-117420658,2607:f6d0:0:925a::ab43:d7c8,jQuery,388,False,,,,Stanford University,True,,,
amnewmanlab.stanford.edu,,200,418,amnewmanlab.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-18T00:00:00Z,2024-03-17T23:59:59Z,"CN=amnewmanlab.stanford.edu, O=Stanford University, ST=California, C=US",amnewmanlab.stanford.edu,amnewmanlab.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,4b998940c406a8c637c2012a33716f1e,90f3dd48d66d85de03fbd9905d48a2d937d7c5d393361a1e722b380fec290276,ctls,amnewmanlab.stanford.edu,,443,https://amnewmanlab.stanford.edu:443,https,Apache/2.2.15 (CentOS),text/html,GET,171.67.96.228,/,-1580376094,171.67.96.228,HSTS,16,False,,url=https://amnewmanlab.stanford.edu/autosome/,,Stanford University,,,,
amp-rasle-stage.med.stanford.edu,403,403,134,amp-rasle-stage.med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-04T07:48:44Z,2023-08-02T08:39:16Z,CN=amp-rasle-stage.med.stanford.edu,amp-rasle-stage.med.stanford.edu,amp-rasle-stage.med.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,4440207fa49f46f44c806fe86c389fe0,18c3d4c99e63944ca790f2b7a3e8ddca1b4db418723f0737d782281bdf9c0bd3,ctls,amp-rasle-stage.med.stanford.edu,google,443,https://amp-rasle-stage.med.stanford.edu:443,https,,text/html,GET,34.117.32.244,/,1723221432,34.117.32.244,HTTP/3,1,False,True,,,,,,,
amstudies.stanford.edu,American Studies Program,200,91603,amstudies.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,amstudies.stanford.edu,,443,https://amstudies.stanford.edu:443,https,nginx,text/html,GET,54.201.241.220,/,997500400,54.201.241.220,Varnish,921,False,,,,Stanford University,True,,True,
amur.stanford.edu,McKeown Group,200,10951,,,,,,,,,,,,,,,,,,,80,http://amur.stanford.edu:80,http,Apache/2.4.41 (Ubuntu),text/html,GET,171.64.74.58,/,2033650782,171.64.74.58,WordPress:4.5.3,147,False,,,,,,,,
amyblueaward.stanford.edu,Amy J. Blue Awards,200,14829,amyblueaward.stanford.edu,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,www-v6.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6e50ace6409cd02ee665f3112237bb52,d4d0b2f39624e14730b74d57fc150a18d3fed5c1f24754ee9bea40b3d7df8e6e,ctls,amyblueaward.stanford.edu,,443,https://amyblueaward.stanford.edu:443,https,Apache,text/html,GET,171.67.215.200,/,1198047028,2607:f6d0:0:925a::ab43:d7c8,WordPress:5.7.8,261,False,,,,Stanford University,True,,,
analytics.law.stanford.edu,Sign in - Matomo,200,100889,analytics.law.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-02T19:58:52Z,2023-07-31T19:58:51Z,CN=matomo.law.stanford.edu,matomo.law.stanford.edu,matomo.law.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7fa739c2361198ec9f5350534dcab291,fe4d93a80e77933c70e0a4c2c32c8b12d307b240931ce658b6bb1cef78238dbf,ctls,analytics.law.stanford.edu,,443,https://analytics.law.stanford.edu:443,https,nginx/1.18.0 (Ubuntu),text/html,GET,34.212.18.158,/,-2144967296,34.212.18.158,Ubuntu,186,False,,,,,,,True,
analytics.stanford.edu,,403,518,analytics.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,2024-03-07T23:59:59Z,"CN=analytics.stanford.edu, O=Stanford University, ST=California, C=US",analytics.stanford.edu,analytics.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,6b44808f77be033e582e95552862a675,aae0cdeaedde3b1a8a8090c5b2ac98a368777a554354175ae8f6930a8c73cdab,ctls,analytics.stanford.edu,,443,https://analytics.stanford.edu:443,https,,text/html,GET,52.10.92.166,/,-1957030895,52.36.136.219,,34,False,,,,Stanford University,,,,
anassara.stanford.edu,403 Forbidden,403,271,anassara.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T00:00:00Z,2024-03-21T23:59:59Z,"CN=woods-it1.stanford.edu, O=Stanford University, ST=California, C=US",woods-it1.stanford.edu,woods-history.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,dfc28c3c4ad606ac68204b79d087d4cb,99e05fb87ebb43a57b71f92d3d67dec4a29ac02eac25f200fcaa7b50bec752df,ctls,anassara.stanford.edu,,443,https://anassara.stanford.edu:443,https,Apache,text/html,GET,171.67.81.250,/,387816374,171.67.81.250,Apache,10,False,,,,Stanford University,,,,
anderson.stanford.edu,Anderson Collection at Stanford University,200,87593,anderson.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-22T13:58:36Z,2023-07-21T13:58:35Z,CN=anderson.stanford.edu,anderson.stanford.edu,anderson.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c3e52faedf4808697cdb1c69ebedc8dc,986c03131eeb6d06510f4d78b05d6e555295ad39ff946327b035ec57057c00c9,ctls,anderson.stanford.edu,,443,https://anderson.stanford.edu:443,https,nginx,text/html,GET,23.185.0.2,/,-1538812383,2620:12a:8000::2,WordPress:6.0.1,984,False,,,,,,,,
andersoncollection.stanford.edu,Pantheon | Site Locked,401,3097,andersoncollection.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-14T00:00:00Z,2023-06-23T23:59:59Z,"CN=pantheonsite.io, O=Pantheon Systems Inc., L=San Francisco, ST=California, C=US",pantheonsite.io,gotpantheon.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e79d65e070557d2743c9ad2d2b8d46a0,70eee4e36c5ac8f3f33d9f08299c9ef278f9d536784f8e5cd19524eae1035707,ctls,andersoncollection.stanford.edu,,443,https://andersoncollection.stanford.edu:443,https,nginx,text/html,GET,23.185.0.2,/,-312745554,2620:12a:8001::2,Varnish,46,False,,,,Pantheon Systems Inc.,True,,True,
andersonlab.stanford.edu,Anderson Lab,200,84706,andersonlab.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,"CN=andersonlab.stanford.edu, O=Stanford University, ST=California, C=US",andersonlab.stanford.edu,andersonlab.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,8c57b6ff4fbabfe88745bef83e90e708,547cf7875203d657c450f389fec7252a26dc8c8feb2020af858dd94b75a6c094,ctls,andersonlab.stanford.edu,,443,https://andersonlab.stanford.edu:443,https,nginx/1.21.5,text/html,GET,171.65.176.73,/,1063225592,171.65.176.73,wpBakery,708,False,,,,Stanford University,,,,
anesthesiology.stanford.edu,One Moment Please...Redirecting,200,126,anesthesiology.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=med1.stanford.edu, O=Stanford University, ST=California, C=US",med1.stanford.edu,ecampus.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e0f28d79c19ea917ec5e9f022d389f2a,8dc69e64b9ecdc519f67d1ab6fb9590706ada6351f0a1edcc80b5fbde88be54b,ctls,anesthesiology.stanford.edu,,443,https://anesthesiology.stanford.edu:443,https,Apache,text/html,GET,171.65.104.14,/,-518345309,171.65.104.14,Apache,1,False,,URL=http://med.stanford.edu/anesthesia/,,Stanford University,,,,
angela.stanford.edu,In Memory of Angela Lee Riepel,200,253,,,,,,,,,,,,,,,,,,,443,https://angela.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Apache,14,False,,,,,,http://web.stanford.edu/~riepel/angela/,,
anlab.stanford.edu,Newman Lab • Home,200,18481,anlab.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-26T00:00:00Z,2023-05-26T23:59:59Z,"CN=anlab.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",anlab.stanford.edu,anlab.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,cb63d3b267093aea42ecbc1a2573f750,f953ed83f1ae7f55dec9f652ab252b373550aaffe0a44bd8aaca2f49cb4cb924,ctls,anlab.stanford.edu,,443,https://anlab.stanford.edu:443,https,WEBrick/1.3.1 (Ruby/2.4.2/2017-09-14),text/html,GET,171.67.96.226,/,732201730,171.67.96.226,Ruby,591,False,,,,Stanford University,,,,
annualgift.stanford.edu,Make a Gift | The Stanford Fund | Make a Gift,200,72790,give.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T17:20:05Z,2023-06-29T17:20:04Z,CN=buckcardinalclub.stanford.edu,buckcardinalclub.stanford.edu,tsfgiving.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c9139d33f22af34c6f445abcb69bd845,3728fd81e2aa0cfeb7c01491b4f5c6d1718a6e4ac33426e8fb9bbfabfe46c59f,ctls,give.stanford.edu,,443,https://annualgift.stanford.edu:443,https,Netlify,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,webpack,3,False,,,,,,https://give.stanford.edu/the-stanford-fund/?olc=42236,,
annualgsbgift.stanford.edu,Give | Stanford Graduate School of Business | Make a Gift,200,72704,give.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T17:20:05Z,2023-06-29T17:20:04Z,CN=buckcardinalclub.stanford.edu,buckcardinalclub.stanford.edu,tsfgiving.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c9139d33f22af34c6f445abcb69bd845,3728fd81e2aa0cfeb7c01491b4f5c6d1718a6e4ac33426e8fb9bbfabfe46c59f,ctls,give.stanford.edu,,443,https://annualgsbgift.stanford.edu:443,https,Netlify,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,webpack,3,False,,,,,,https://give.stanford.edu/graduate-school-business/?olc=42285&utm_campaign=DM_FY23_GSB_dec&utm_content=all&utm_medium=vurl&utm_source=mail,,
annualreport.stanford.edu,Annual Reports | Bondholder Information,200,62294,bondholder-information.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,bondholder-information.stanford.edu,,443,https://annualreport.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,502,False,,,,Stanford University,True,https://bondholder-information.stanford.edu/financials/annual-reports,True,
anotherlook.stanford.edu,Another Look | The Best Books You’ve Never Read,200,89515,anotherlook.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-04T00:00:00Z,2023-06-02T23:59:59Z,CN=anotherlook.stanford.edu,anotherlook.stanford.edu,www.anotherlook.clh.su.domains,"CN=cPanel\, Inc. Certification Authority, O=cPanel\, Inc., L=Houston, ST=TX, C=US","cPanel, Inc. Certification Authority","cPanel, Inc.",19f5fd0840fab1b51a557e032619eba6,0c033f1b65d354fc5e2221437d3fbbb19a86e4fff8719c1871e5f5d3cc967998,ctls,anotherlook.stanford.edu,,443,https://anotherlook.stanford.edu:443,https,Apache,text/html,GET,159.89.149.97,/,1489949753,159.89.149.97,WordPress:5.7.4,799,False,,,,,,,,
answers.stanford.edu,,200,1447,stanford.service-now.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T20:45:47Z,2023-10-10T20:45:45Z,"CN=*.service-now.com, O=ServiceNow\, Inc., L=San Diego, ST=California, C=US",*.service-now.com,service-now.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e71d4cf3c102df0bf35861d19534810c,4292bab069333bbe3441f31c7188845aa820604a7f39ceb98d66c232be143558,ctls,stanford.service-now.com,,443,https://answers.stanford.edu:443,https,snow_adc,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Java,28,False,,,,"ServiceNow, Inc.",True,https://stanford.service-now.com/it_services?id=kb_home,,
anthropology.stanford.edu,Department of Anthropology,200,117135,anthropology.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,anthropology.stanford.edu,,443,https://anthropology.stanford.edu:443,https,nginx,text/html,GET,54.201.241.220,/,997500400,54.201.241.220,Varnish,1189,False,,,,Stanford University,True,,True,
anthsci254.stanford.edu,Access forbidden : Stanford University,403,5465,,,,,,,,,,,,,,,,,,,443,https://anthsci254.stanford.edu:443,https,Apache,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Apache,122,False,,,,,,http://web.stanford.edu/class/anthsci254,,
aparc.fsi.stanford.edu,APARC Home | FSI,200,164738,aparc.fsi.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T20:30:27Z,2023-07-11T20:30:26Z,CN=aparc.fsi.stanford.edu,aparc.fsi.stanford.edu,tec.fsi.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b3bc9fc12fe170036556e11bf89d22bf,88d37b0498f2be8caa60ebccacc2f81071040af5e04a804e3ce6a0663883ecf5,ctls,aparc.fsi.stanford.edu,,443,https://aparc.fsi.stanford.edu:443,https,nginx,text/html,GET,23.185.0.4,/,-1358099828,2620:12a:8001::4,Varnish,2289,False,,,,,,,,
aparc.stanford.edu,APARC Home | FSI,200,164738,aparc.fsi.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-12T20:30:27Z,2023-07-11T20:30:26Z,CN=aparc.fsi.stanford.edu,aparc.fsi.stanford.edu,tec.fsi.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b3bc9fc12fe170036556e11bf89d22bf,88d37b0498f2be8caa60ebccacc2f81071040af5e04a804e3ce6a0663883ecf5,ctls,aparc.fsi.stanford.edu,,443,https://aparc.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,2289,False,,,,,,https://aparc.fsi.stanford.edu,,
apaulraj-birthday.stanford.edu,Birthday Workshops,200,1033,apaulraj-birthday.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-23T00:00:00Z,2023-08-23T23:59:59Z,"CN=apaulraj-birthday.stanford.edu, O=Stanford University, ST=California, C=US",apaulraj-birthday.stanford.edu,apaulraj-birthday.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,07195428e67e24a89bfb7c22cc5e934b,490f6065e6f5b2fa3eb4b0821efeeb9bf3bc96ed44e6deea7cb21cd488714ba8,ctls,apaulraj-birthday.stanford.edu,,443,https://apaulraj-birthday.stanford.edu:443,https,nginx/1.18.0,text/html,GET,171.64.88.13,/,286975560,171.64.88.13,Nginx:1.18.0,28,False,,,,Stanford University,,,,
api-dev.stanford.edu,,404,,api-dev.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=api-dev.stanford.edu, O=Stanford University, ST=California, C=US",api-dev.stanford.edu,api-dev02.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fc3907807853710180c727c60c1e912d,6bb8e4121ce39c58a1bfa7b8c3eed72ca890681d1d871a7e05e446a86af5067d,ctls,api-dev.stanford.edu,google,443,https://api-dev.stanford.edu:443,https,,,GET,34.127.119.67,/,-1840324437,34.127.119.67,HSTS,1,False,True,,,Stanford University,,,,
api-prod.stanford.edu,,404,,api-prod.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=api.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",api.stanford.edu,api04.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,58c5918656ac070ff5b2633ab51cdd13,b315d971f36f8ec641baa14a729271fdc91fcfab82450d6dfc6bec599183a406,ctls,api-prod.stanford.edu,google,443,https://api-prod.stanford.edu:443,https,,,GET,34.82.134.126,/,-1840324437,34.82.134.126,HSTS,1,False,True,,,Stanford University,,,True,
api-worklifefinassist.stanford.edu,,404,33,api-worklifefinassist.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T14:44:48Z,2023-06-14T14:44:47Z,CN=api-worklifefinassist.stanford.edu,api-worklifefinassist.stanford.edu,api-worklifefinassist.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ac13fd80c018a26af968da181b4994bc,b5728ee0011375b19bc258acee5e1ba51bb2e645e9fdf510b9dfcea5091785ad,ctls,api-worklifefinassist.stanford.edu,,443,https://api-worklifefinassist.stanford.edu:443,https,,application/json,GET,44.229.75.192,/,215172287,52.38.85.142,,1,False,,,,,,,,
api.stanford.edu,,404,,api.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-30T00:00:00Z,2023-06-30T23:59:59Z,"CN=api.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",api.stanford.edu,api04.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,58c5918656ac070ff5b2633ab51cdd13,b315d971f36f8ec641baa14a729271fdc91fcfab82450d6dfc6bec599183a406,ctls,api.stanford.edu,google,443,https://api.stanford.edu:443,https,,,GET,34.82.134.126,/,-1840324437,34.82.134.126,HSTS,1,False,True,,,Stanford University,,,,
apimetadata.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://apimetadata.stanford.edu:443,https,Apache,text/html,GET,171.67.37.28,/,,171.67.37.28,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
app.law.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://app.law.stanford.edu:443,https,Apache,text/html,GET,171.64.208.16,/,,171.64.208.16,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
appleadership.stanford.edu,Advanced Practice Provider Leadership | Stanford Center for  Continuing Medical Education | Stanford Medicine,200,128019,med.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,med.stanford.edu,,443,https://appleadership.stanford.edu:443,https,Apache/2.4.46 () Communique/4.3.3,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Java,5257,False,,,,Stanford University,True,https://med.stanford.edu/cme/featured-programs/APPleadership.html,,
applied-cyber.stanford.edu,Stanford Applied Cyber — applied-cybersecurity,200,29691,applied-cyber.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=applied-cyber.stanford.edu, O=Stanford University, ST=California, C=US",applied-cyber.stanford.edu,applied-cybersecurity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0bc00b9a5c5153c9aaa622438076c5f1,107265ca1cf4c47c69ce731fb2e43074b79b34217a220af802638ddc22f1aef3,ctls,applied-cyber.stanford.edu,,443,https://applied-cyber.stanford.edu:443,https,nginx/1.10.3 (Ubuntu),text/html,GET,171.67.84.91,/,-2144825206,171.67.84.91,Ubuntu,437,False,,,,Stanford University,,,,
applied-cybersecurity.stanford.edu,Stanford Applied Cyber — applied-cybersecurity,200,29691,applied-cyber.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-03-14T23:59:59Z,"CN=applied-cyber.stanford.edu, O=Stanford University, ST=California, C=US",applied-cyber.stanford.edu,applied-cybersecurity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0bc00b9a5c5153c9aaa622438076c5f1,107265ca1cf4c47c69ce731fb2e43074b79b34217a220af802638ddc22f1aef3,ctls,applied-cyber.stanford.edu,,443,https://applied-cybersecurity.stanford.edu:443,https,nginx/1.10.3 (Ubuntu),text/html,GET,171.67.84.91,/,-2144825206,171.67.84.91,Ubuntu,437,False,,,,Stanford University,,https://applied-cyber.stanford.edu/,,
