input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_expired,final_url,location
devchallenge.intel.com,Intel® Devhumor Contest,200,52239,devchallenge.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,devchallenge.intel.com,443,https://devchallenge.intel.com:443,https,,text/html,GET,23.37.59.110,/,-1851586184,2a02:26f0:3500:885::1ea2,3182,False,,,True,,Vue.js,,,,
devcloud.intel.com,Intel® Developer Cloud,200,140792,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://devcloud.intel.com:443,https,Apache,text/html,GET,23.37.37.239,/,-986470109,2a02:26f0:64:5ad::1ea2,4342,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/developer/tools/devcloud/overview.html,
developer.intel.com,Intel Developer Zone,200,556029,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://developer.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,1546359207,13.91.95.74,5787,False,*.intel.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/developer/overview.html,
developers.intel.com,Intel Developer Zone,200,556029,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://developers.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,1546359207,2a02:26f0:3500:88e::1ea2,5787,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/developer/overview.html,
devicelink.intel.com,,200,487,devicelink.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=devicelink.intel.com, O=Intel Corporation, ST=California, C=US",devicelink.intel.com,Intel Corporation,devicelink.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,292c59e0126b1ac6130174abc124aaa6,6c4824fa88e9a123d7508b849e51b41ed15c5a9195da9dfce49c4225c559eecf,ctls,devicelink.intel.com,443,https://devicelink.intel.com:443,https,AmazonS3,text/html,GET,13.32.99.77,/,-1939260968,13.32.99.118,1,False,virtoo-signal.s3.eu-west-1.amazonaws.com,,,cloudfront,HSTS,True,,,
devmesh.intel.com,Intel DevMesh,200,26708,devmesh.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-20T00:00:00Z,2023-07-20T23:59:59Z,"CN=devmesh.intel.com, O=Intel Corporation, ST=California, C=US",devmesh.intel.com,Intel Corporation,devmesh.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,53931665cd1cf6a02cee2e5fd7f84ecd,1241e06598b221b4d7a408c39112a246d6268237ad7cb517c2cdbbad29bdeb6c,ctls,devmesh.intel.com,443,https://devmesh.intel.com:443,https,nginx/1.12.1,text/html,GET,35.81.64.239,/,1335076179,52.88.47.84,698,False,,,,,Ruby on Rails,,,,
dialogoti.intel.com,IT Best Practices Hot Topics from IT Industry Experts,200,270201,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://dialogoti.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,-415818848,192.198.165.191,8593,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/it-management/intel-it-best-practices/overview.html,
did.corpdev.intel.com,WebContentNotFound,404,321,did.corpdev.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-25T00:00:00Z,2023-10-25T23:59:59Z,CN=did.corpdev.intel.com,did.corpdev.intel.com,,did.corpdev.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",334ee12af7c5ccf3f2df29fb52c1a67b,c59049996699ff7f4550a2f3276398bd7922b2edcc3c15aa2801fae3a0eff506,ctls,did.corpdev.intel.com,443,https://did.corpdev.intel.com:443,https,,text/html,GET,13.107.237.45,/,572623886,2620:1ec:4f:1::45,1,False,,,,,Azure Front Door,,,,
digitallibrary-qa.intel.com,POST data,200,1981,digitallibrary-qa.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-10T23:59:59Z,"CN=digitallibrary.intel.com, O=Intel Corporation, ST=California, C=US",digitallibrary.intel.com,Intel Corporation,digitallibrary-stg.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bcbc4e14347991824d7743861183b57b,0ca1a87151678d1993284a7fe1de31e9729074389397f66ca07d340a06749616,ctls,digitallibrary-qa.intel.com,443,https://digitallibrary-qa.intel.com:443,https,Apache,text/html,GET,54.193.83.141,/,-366337701,52.9.43.122,12,False,,,,,Apache,,,https://digitallibrary-qa.intel.com/content/digital-library/us/en/homepage.html,
digitallibrary-stg.intel.com,POST data,200,1982,digitallibrary-stg.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,digitallibrary-stg.intel.com,443,https://digitallibrary-stg.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,-366337701,2a02:26f0:3500:88e::1ea2,12,False,,,True,,HSTS,,,https://digitallibrary-stg.intel.com/content/digital-library/us/en/homepage.html,
digitallibrary.intel.com,POST data,200,1956,digitallibrary.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,digitallibrary.intel.com,443,https://digitallibrary.intel.com:443,https,Apache,text/html,GET,23.201.251.4,/,-366337701,2a02:26f0:480:58b::1ea2,12,False,,,True,,HSTS,,,https://digitallibrary.intel.com/content/digital-library/us/en/homepage.html,
digitalrequest.intel.com,Log in - DigitalRequest,200,51541,digitalrequest.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,digitalrequest.intel.com,443,https://digitalrequest.intel.com:443,https,,text/html,GET,23.201.251.4,/,859916038,2a02:26f0:480:586::1ea2,685,False,,,True,,Java,,,https://digitalrequest.intel.com/login.jsp,
digitalsecurity.intel.com,"Intel | Rechenzentrumslösungen, IoT und PC-Innovation",200,135456,www.intel.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,www.intel.de,443,https://digitalsecurity.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,-509714024,2a02:26f0:3500:88e::1ea2,3734,False,,,,,Java,,,https://www.intel.de/content/www/de/de/homepage.html,
directreselleredge.intel.com,POST data,200,2011,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://directreselleredge.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,-632680471,13.91.95.74,13,False,https://premiersupport.intel.com,,True,azure,HSTS,True,,https://www.intel.com/content/www/us/en/secure/partner-alliance/overview.html,
discover-at.intel.com,Intel vPro® Platform Is Built for Business,200,217932,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://discover-at.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,-137453653,192.198.165.191,7304,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/architecture-and-technology/vpro/overview.html,
dms-portal.intel.com,Home Page - DMS Portal,200,4663,dms-portal.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-08-24T23:59:59Z,"CN=dms-portal.intel.com, O=Intel Corporation, ST=California, C=US",dms-portal.intel.com,Intel Corporation,dms-portal-test.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,f0b089a016b8f1742b86e68ffd995a60,7d75e267e06bed28ffe4c3817a69aee3fdeff73a2d4121434f886e63d68ac1e2,ctls,dms-portal.intel.com,443,https://dms-portal.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.149.7.76,/,1908147121,52.149.7.76,133,False,,,,azure,Windows Server,True,,,
dots-test-avail.eglb.intel.com,,200,3610,dots-test-avail.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=dots.intel.com, O=Intel Corporation, ST=California, C=US",dots.intel.com,Intel Corporation,dots-test-mobile.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa36187a3a207bd27d28dd3d40614998,8027d02c6a594cd8af0c4e3bf6c4034943d5724b8600335861aa62ceaa381c81,ctls,dots-test-avail.eglb.intel.com,443,https://dots-test-avail.eglb.intel.com:443,https,BigIP,text/html,GET,134.191.246.60,/,878647854,134.191.246.60,99,False,,True,,,F5 BigIP,,,https://dots-test-avail.eglb.intel.com/my.logout.php3?errorcode=19,
dots-test-mobile.eglb.intel.com,,200,3610,dots-test-mobile.eglb.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=dots.intel.com, O=Intel Corporation, ST=California, C=US",dots.intel.com,Intel Corporation,dots-test-mobile.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa36187a3a207bd27d28dd3d40614998,8027d02c6a594cd8af0c4e3bf6c4034943d5724b8600335861aa62ceaa381c81,ctls,dots-test-mobile.eglb.intel.com,443,https://dots-test-mobile.eglb.intel.com:443,https,BigIP,text/html,GET,192.198.160.181,/,878647854,192.198.160.181,99,False,,True,,,F5 BigIP,,,https://dots-test-mobile.eglb.intel.com/my.logout.php3?errorcode=19,
dots.intel.com,,200,3610,dots.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=dots.intel.com, O=Intel Corporation, ST=California, C=US",dots.intel.com,Intel Corporation,dots-test-mobile.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa36187a3a207bd27d28dd3d40614998,8027d02c6a594cd8af0c4e3bf6c4034943d5724b8600335861aa62ceaa381c81,ctls,dots.intel.com,443,https://dots.intel.com:443,https,BigIP,text/html,GET,192.198.160.181,/,878647854,192.198.160.181,99,False,,,,,F5 BigIP,,,https://dots.intel.com/my.logout.php3?errorcode=19,
download-software.intel.com,Intel Developer Zone,200,556029,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://download-software.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,-1047308503,13.91.95.74,5787,False,https://premiersupport.intel.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/developer/overview.html,
download.intel.com,,200,9,download.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-08T00:00:00Z,2023-09-08T23:59:59Z,"CN=download.intel.com, O=Intel Corporation, ST=California, C=US",download.intel.com,Intel Corporation,download.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa8a13840104ec913d0ed0c8c8b287c4,6eae3cf3c49272ab98cbddc6d89b9f2d457fdfe054a89a235fc5bdbdc13f2ef6,ctls,download.intel.com,443,https://download.intel.com:443,https,AmazonS3,text/plain,GET,18.66.112.15,/,835874100,2600:9000:223f:3c00:6:8cb8:e2c0:93a1,1,False,,,,cloudfront,Amazon Web Services,True,,,
download.trustedservices.intel.com,,200,,download.trustedservices.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-02-02T23:59:59Z,"CN=whitelist.trustedservices.intel.com, O=Intel Corporation, ST=California, C=US",whitelist.trustedservices.intel.com,Intel Corporation,sgxwhitelist.adsdcsp.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8e12ca12f60c889fee3f61f2b8a09547,c5ad4eddaf21d9c9db984a21542fcb8e40bb04e12fb6c37779058b1824953ec3,ctls,download.trustedservices.intel.com,443,https://download.trustedservices.intel.com:443,https,Apache/2.4.56 () OpenSSL/1.0.2k-fips,text/html,GET,44.206.175.244,/,-780928015,34.202.217.217,1,False,,,,,OpenSSL:1.0.2k,,,,
downloadcenter.intel.com,Download Intel Drivers and Software,200,137601,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://downloadcenter.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,1863817002,13.91.95.74,4090,False,https://premiersupport.intel.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/download-center/home.html,
downloadmirror.intel.com,,403,243,downloadmirror.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=downloadmirror.intel.com, O=Intel Corporation, ST=California, C=US",downloadmirror.intel.com,Intel Corporation,downloadmirror-tst.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a848ae4234de1f29c6c4c6c92db7bc02,298544733c85889255e2fa4daa6c3a352414e5934343794082b8dd9af9c897da,ctls,downloadmirror.intel.com,443,https://downloadmirror.intel.com:443,https,AmazonS3,application/xml,GET,143.204.215.4,/,-1902201252,2600:9000:214f:9800:3:c35e:7200:93a1,2,False,,,,cloudfront,Amazon Web Services,True,,,
drc-dev.intel.com,Loading...,200,329119,consumer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-25T00:00:00Z,2023-08-25T23:59:59Z,CN=consumer.intel.com,consumer.intel.com,,consumer.intel.com,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",26679bac7c5048213fbb1048e4846d9d,daeba4848b956b3e0d3762b9d591645175f88221b21cb3f6ff234ca3f9630e65,ctls,consumer.intel.com,80,http://drc-dev.intel.com:80,http,,text/html,GET,54.174.153.61,/,-336885139,54.174.153.61,4272,False,,,,,Handlebars,,,https://consumer.intel.com/intelcorpb2c.onmicrosoft.com/B2C_1A_UnifiedLogin_SISU_PSC_SAML/samlp/sso/login?SAMLRequest=fVLLbtswELz7KwLd9fQzhO1AsdNEgGsLkd1DLwJFrWICEslyqST9%2B0pU0iQF6j2Ru5zZmQGXSJtakbg1Z%2FEIv1pAM7rq6rWpBRI7XDmtFkRS5EgEbQCJYSSLv%2B9I5AVEaWkkk7XzD%2BwyiiKCNlyKAZZsV85hf7c73Cf7vBxXxex6Es3m4WQeLsazipXFdH5dLRZQwZiFi4JV84AO0B%2BgseNZOR2tMxrYEFtIBBoqTNcPorEbTN0wPIZTEkxIMPs5QLedWS6osfCzMQqJ7zMpsG1Ae1wYqD0mG9%2BemNSqiJgnRcOZligrY4e30SYP4%2FwkeMWh3MknLvIsyU55mm3y3q9vQ%2FQRpV%2F302F3%2BhbbLRclF0%2BX0yqGR0gejsfUTQ%2FZcSCJ31PcvInOQD9zBqfH3Ych5I2qoZMPbgnPn2y9KNcK8tRZ3fQic8rQWVvmZX8nNki9fme6mMPXNS5t9NL%2FTPJBq8i%2Bc5hsU1lz9tv2%2B%2FomdUPN%2F4MIvdB2eOlW9ilpBSpgNnfnL01c1%2FJlo4EaWDlGt%2BBc%2BevRoOXrP1%2F%2FAQ%3D%3D&RelayState=%2F,
drc.intel.com,Intel Digital Resource Center,200,11863,drc.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,drc.intel.com,443,https://drc.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,-2067341854,2a02:26f0:3500:885::1ea2,239,False,https://*.intel.com,,True,,WordPress,,,https://drc.intel.com/wp-login.php?redirect_to=https%3A%2F%2Fdrc.intel.com%2F&reauth=1,
dsadata-origin.intel.com,Intel® Driver & Support Assistant,200,140338,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://dsadata-origin.intel.com:443,https,Apache,text/html,GET,192.198.165.134,/,-729152855,192.198.165.134,3330,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/support/detect.html,
