input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,webserver,tech_,tls_expired,tls_mismatched,cdn_name,cdn,final_url,tls_self_signed,tls_wildcard_certificate
reader.rbs.co.uk,Web Access,200,35965,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,reader.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2024-03-19T23:59:59Z,"CN=reader.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",reader.rbs.com,Natwest Group Plc,reader.ulsterbankcm.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7402879e3fb767ed11f74c8b11eb780b,5a366c11a4e01ddc7e48181d6cc2e49c3b5d86e824f2a8afcf99045763fced46,ctls,reader.rbs.co.uk,443,https://reader.rbs.co.uk:443,https,text/html,GET,155.136.20.213,/,281842954,155.136.20.213,752,False,,,Microsoft ASP.NET,,,,,,,
referrals.jobs.rbs.com,Employee Referral Portal,200,50146,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,referrals.jobs.natwestgroup.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-04-10T23:59:59Z,"CN=referrals.jobs.natwestgroup.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",referrals.jobs.natwestgroup.com,"Cloudflare, Inc.",referrals.jobs.natwestgroup.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d6e9e8604ed6d07cd0c0a36804a69e3a,5ead2e8b4da337c7803e0d1f0cd6f99752b87cdd42d900cae9858590cd3e08e5,ctls,referrals.jobs.natwestgroup.com,443,https://referrals.jobs.rbs.com:443,https,text/html,GET,104.17.156.42,/,1914170370,104.18.144.76,74,False,,cloudflare,Google Tag Manager,,,cloudflare,True,https://referrals.jobs.natwestgroup.com,,
res.communications.rbs.co.uk,404,404,217,AS16509,AMAZON-02,US,18.66.102.0/24,,,,,,,,,,,,,,,,,,,80,http://res.communications.rbs.co.uk:80,http,text/html,GET,18.66.97.24,/,-771924771,18.66.97.105,12,False,,Apache,Apache,,,cloudfront,True,,,
res.notifications.rbs.co.uk,404,404,217,AS16509,AMAZON-02,US,18.66.144.0/22,res.notifications.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=notifications.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",notifications.rbs.co.uk,Natwest Group Plc,t.notifications.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f83ad447f5662680f950c61522203783,598473c6624911a72076aecfeb9977e26c433e816ea994e4f5cd72ddd1b21f47,ctls,res.notifications.rbs.co.uk,443,https://res.notifications.rbs.co.uk:443,https,text/html,GET,18.66.147.59,/,-771924771,18.66.147.78,12,False,,Apache,Apache,,,cloudfront,True,,,
res.smallbusiness.rbs.co.uk,404,404,217,AS16509,AMAZON-02,US,52.222.220.0/23,res.smallbusiness.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=smallbusiness.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",smallbusiness.rbs.co.uk,Natwest Group Plc,t.smallbusiness.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cc4c5e2c7eb59cb8e04db5e2ebc873cb,96247fe3dc0a0c9e50a2d75e159873343cfeb114f8033dedd8fafbcb6ef9af66,ctls,res.smallbusiness.rbs.co.uk,443,https://res.smallbusiness.rbs.co.uk:443,https,text/html,GET,52.222.214.49,/,-771924771,52.222.214.98,12,False,,Apache,Apache,,,cloudfront,True,,,
review.yourbusinessprofile.rbs.co.uk,The Royal Bank of Scotland Business Profile,200,783,AS16509,AMAZON-02,US,13.32.132.0/24,www.review.yourbusinessprofile.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2023-11-14T23:59:59Z,CN=yourbusinessprofile.rbs.co.uk,yourbusinessprofile.rbs.co.uk,,www.review.yourbusinessprofile.rbs.co.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,47f4a6c9401b5ce1484febb33a59ce6a,4a569ab492a453a8250e753923fa9d781d969bf66afd593759a0153ecc3c9aae,ctls,www.review.yourbusinessprofile.rbs.co.uk,443,https://review.yourbusinessprofile.rbs.co.uk:443,https,text/html,GET,13.32.121.63,/,-117648408,13.32.121.86,1,False,,nginx,Nginx,,,cloudfront,True,https://www.review.yourbusinessprofile.rbs.co.uk/,,
s.ytimg.com,Error 404 (Not Found)!!1,404,1561,AS15169,GOOGLE,US,142.250.0.0/15,s.ytimg.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:56:06Z,2023-07-17T11:56:05Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ccf98682d60d9e7ef59d3d2493cd2a21,190dea597b07fed314c500a17b16b54a5b1cd3646bd078459020b1653ba147d7,ctls,s.ytimg.com,443,https://s.ytimg.com:443,https,text/html,GET,142.250.186.78,/,302920777,2a00:1450:4001:828::200e,12,False,,,HTTP/3,,True,,,,,True
sc.rbs.com,,200,,AS15224,OMNITURE,US,63.140.60.0/22,sc.rbs.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-04T00:00:00Z,2023-12-05T23:59:59Z,"CN=sc.rbs.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",sc.rbs.com,Adobe Systems Incorporated,sc.rbs.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,d7bdbca7caff1169d06e1bfa1b98d16d,df4c2cd031e52af8828fd82216bd59b5e388d6cfe3d08f88fbc9d49958f799c1,ctls,sc.rbs.com,443,https://sc.rbs.com:443,https,,GET,63.140.62.164,/,1936786007,63.140.62.160,1,False,,jag,HSTS,,,,,,,
scrive.rbs.com,403 Forbidden,403,146,AS16509,AS16509,Unknown,54.248.0.0/13,scrive.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-18T00:00:00Z,2024-02-18T23:59:59Z,"CN=scrive.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",scrive.rbs.com,Natwest Group Plc,www.scrive.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4e9e59c61275aff19e7a006345e54b8b,c178a4c84210b495be6926bb66cfb7e822b12b03c6c4f38c40e00bc1192b47af,ctls,scrive.rbs.com,443,https://scrive.rbs.com:443,https,text/html,GET,54.246.132.30,/,-1561873722,54.229.202.191,8,False,,nginx,Nginx,,,,,,,
secure1.rbs.co.uk,Error,403,1857,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,secure1.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-21T00:00:00Z,2023-11-21T23:59:59Z,"CN=secure1.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",secure1.rbs.co.uk,Natwest Group Plc,voa.secure1.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,fef641c3d5f32ecf1cf4c0d3c8f1dc3b,6c402aef7ec74209f6e57707b66a0d95c24639c84fa0c89ecf1109913022e578,ctls,secure1.rbs.co.uk,443,https://secure1.rbs.co.uk:443,https,text/html,GET,155.136.23.242,/,402176077,155.136.23.242,57,False,,,HSTS,,,,,,,
securebusiness.rbs.co.uk,Bankline - Logon,200,704,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,bankline.securebusiness.rbs.co.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=auth0.securebusiness.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",auth0.securebusiness.rbs.co.uk,Natwest Group Plc,www.bankline.securebusiness.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,3b13b94c458efbcb0cdaba9f57546a78,a1776f80b9e9c31288ecf4a3a605c9725b5c99127994d8a84f8e46392957a781,ctls,bankline.securebusiness.rbs.co.uk,443,https://securebusiness.rbs.co.uk:443,https,text/html,GET,155.136.22.134,/,1145522579,155.136.22.134,30,False,,,Java,,,,,https://bankline.securebusiness.rbs.co.uk/CWSLogon/logon.do?channel=NBL&brand=RBS&ct_orig_uri=https%3A%2F%2Fsecurebusiness.rbs.co.uk%2Fcontent%2Fsecure%2Findex.html,,
securetransfer.rbs.com,,200,2087,AS14864,GREENWICH,US,146.121.23.0/24,securetransfer.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-17T00:00:00Z,2023-09-17T23:59:59Z,"CN=securetransfer.rbs.com, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",securetransfer.rbs.com,The Royal Bank of Scotland Group Plc,truasft0001.securetransfer.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a617d3662bd89c0770a4659778769c8c,95c781ea2c6433b36ab8a63bd6860e437fc68fd2cbdf544088c168d0f5c4277b,ctls,securetransfer.rbs.com,443,https://securetransfer.rbs.com:443,https,text/html,GET,146.121.23.71,/,-1215318992,146.121.21.71,1,False,,,HSTS,,,,,,,
sip1.rbs.com,,404,77,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,sip1.rbs.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-01-04T00:00:00Z,2024-02-04T23:59:59Z,"CN=sip1.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",sip1.rbs.com,Natwest Group Plc,wc1.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,1bc834b128c8512e3c6a67cad2917e6a,b8ae2015e46bdda27a1c93994586fcdc8e881b652f43e6d01fe6d92e11fa54d9,ctls,sip1.rbs.com,443,https://sip1.rbs.com:443,https,text/plain,GET,155.136.23.164,/,173685997,155.136.23.167,4,False,,RTC/5.0,HSTS,,,,,,,
sip2.rbs.com,,404,77,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,sip2.rbs.com,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-11-30T00:00:00Z,2023-12-25T23:59:59Z,"CN=sip2.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",sip2.rbs.com,Natwest Group Plc,wc2.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6261474d93374fc355218a8e7f2ab739,f5100e82c34cfe9fa4373bbde26f3950df3d2600a0a0285385b6346a211fd569,ctls,sip2.rbs.com,443,https://sip2.rbs.com:443,https,text/plain,GET,155.136.23.170,/,2020052211,155.136.23.173,4,False,,RTC/5.0,HSTS,,,,,,,
sipfed.rbs.co.uk,,404,77,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,sipfed.rbs.co.uk,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2022-11-30T00:00:00Z,2023-12-25T23:59:59Z,"CN=sip2.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",sip2.rbs.com,Natwest Group Plc,wc2.rbs.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6261474d93374fc355218a8e7f2ab739,f5100e82c34cfe9fa4373bbde26f3950df3d2600a0a0285385b6346a211fd569,ctls,sipfed.rbs.co.uk,443,https://sipfed.rbs.co.uk:443,https,text/plain,GET,155.136.23.170,/,2020052211,155.136.23.173,4,False,,RTC/5.0,HSTS,,,,,,,
sit-api.rbs.co.uk,400 No required SSL certificate was sent,400,633,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sit-api.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=sit-api.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",sit-api.rbs.co.uk,The Royal Bank of Scotland Group Plc,sit-api.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,62e59a0604ce324e497b5463edb76d05,2f1a15cff7baeb1c9b75999ebb74b430fccc311aa564388b4f1267f834c294cb,ctls,sit-api.rbs.co.uk,443,https://sit-api.rbs.co.uk:443,https,text/html,GET,104.155.118.226,/,366649621,104.155.118.226,15,False,,,,,,google,True,,,
sit-openapi.rbs.co.uk,,403,124,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,sit-openapi.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=sit-openapi.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",sit-openapi.rbs.co.uk,The Royal Bank of Scotland Group Plc,www.sit-openapi.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,28fe8420e0a4f5dd43f904c6e6eec616,a7f809b5d0b4c7f879baecacda55395dbc00717685c95b3f457c55e541b1889b,ctls,sit-openapi.rbs.co.uk,443,https://sit-openapi.rbs.co.uk:443,https,application/json,GET,104.155.118.226,/,1257261116,104.155.118.226,1,False,,,,,,google,True,,,
skillsandopportunitiesfund.rbs.com,Microsoft Azure Web App - Error 404,404,2667,AS8075,MICROSOFT-CORP-MSN-AS-BLOCK,US,40.119.128.0/18,skillsandopportunitiesfund.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,ctls,skillsandopportunitiesfund.rbs.com,443,https://skillsandopportunitiesfund.rbs.com:443,https,text/html,GET,40.118.101.67,/,387302845,40.118.101.67,87,False,,,,,True,azure,True,,,True
skillsserve.rbs.com,,409,16,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,,,,,,,,,,,,,,,,,,,80,http://skillsserve.rbs.com:80,http,text/plain,GET,104.18.24.170,/,1000520165,2606:4700::6812:18aa,1,False,,cloudflare,Cloudflare,,,cloudflare,True,,,
staging-openapi.rbs.co.uk,404 Not Found,404,555,AS16509,AS16509,Unknown,13.40.0.0/14,staging-openapi.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-15T00:00:00Z,2023-08-15T23:59:59Z,"CN=staging-openapi.rbs.co.uk, O=The Royal Bank of Scotland Group Plc, L=Edinburgh, ST=Midlothian, C=GB",staging-openapi.rbs.co.uk,The Royal Bank of Scotland Group Plc,staging-openapi.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ca5bc039b8540d7afed347908fd8829a,92c940f02b98d1eb063acde115c2dd074c33ead760567cfe68893a311ee11e5c,ctls,staging-openapi.rbs.co.uk,443,https://staging-openapi.rbs.co.uk:443,https,text/html,GET,13.42.180.116,/,2055008394,18.168.242.121,14,False,,nginx/1.20.0,Nginx:1.20.0,,,,,,,
staging.webapptest.digitalbanking.rbs.co.uk,,403,1848,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,staging.webapptest.digitalbanking.rbs.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-10T00:00:00Z,2023-09-10T23:59:59Z,"CN=webapptest.digitalbanking.rbs.co.uk, O=Natwest Group Plc, L=Edinburgh, ST=Midlothian, C=GB",webapptest.digitalbanking.rbs.co.uk,Natwest Group Plc,www.webapptest.digitalbanking.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,7198d8d48242cfad05537446b0813ca9,d5dbde0394c9f2885dfd395eecd04848f14b3554409c6a61f47deda2d1ee8e65,ctls,staging.webapptest.digitalbanking.rbs.co.uk,443,https://staging.webapptest.digitalbanking.rbs.co.uk:443,https,text/html,GET,108.138.7.73,/,-699949870,108.138.7.31,46,False,https://*.digitalbanking.rbs.co.uk,AmazonS3,HSTS,,,cloudfront,True,,,
sts.rbs.co.uk,Not Found,404,315,AS21054,RBSG-UK-AS Edinburgh,GB,155.136.48.0/21,sts.rbs.co.uk,443,True,tls12,TLS_RSA_WITH_AES_256_GCM_SHA384,2023-02-23T00:00:00Z,2024-03-19T23:59:59Z,"CN=sts.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",sts.rbs.co.uk,Natwest Group Plc,www.sts.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9b834af8190455f0dd187d0d02ced818,9bf0257c57822c0600afb20458fd72bd03790db846a0cbf05c4e0ca9dcf71aea,ctls,sts.rbs.co.uk,443,https://sts.rbs.co.uk:443,https,text/html,GET,155.136.17.40,/,225052475,155.136.17.40,7,False,,Microsoft-HTTPAPI/2.0,Microsoft HTTPAPI:2.0,,,,,,,
t.communications.rbs.co.uk,404,404,217,AS16509,AS16509,Unknown,54.64.0.0/12,t.communications.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=communications.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",communications.rbs.co.uk,Natwest Group Plc,t.communications.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d6166a5c6850195f021738016c8e7c35,0dcaba8eef48644262aaed4273d08dd5a52a1f8dbb65f435afb669d3b88e25d3,ctls,t.communications.rbs.co.uk,443,https://t.communications.rbs.co.uk:443,https,text/html,GET,54.73.136.206,/,-771924771,34.246.120.68,12,False,,Apache,Apache,,,,,,,
t.smallbusiness.rbs.co.uk,404,404,217,AS16509,AS16509,Unknown,34.240.0.0/12,t.smallbusiness.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=smallbusiness.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",smallbusiness.rbs.co.uk,Natwest Group Plc,t.smallbusiness.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cc4c5e2c7eb59cb8e04db5e2ebc873cb,96247fe3dc0a0c9e50a2d75e159873343cfeb114f8033dedd8fafbcb6ef9af66,ctls,t.smallbusiness.rbs.co.uk,443,https://t.smallbusiness.rbs.co.uk:443,https,text/html,GET,34.246.120.68,/,-771924771,54.73.136.206,12,False,,Apache,Apache,,,,,,,
t5.email-services.rbs.co.uk,404 Not Found,404,196,AS16509,AS16509,Unknown,52.216.72.0/24,,,,,,,,,,,,,,,,,,,80,http://t5.email-services.rbs.co.uk:80,http,text/html,GET,52.208.182.112,/,-780928015,54.217.219.112,8,False,,Apache,Apache,,,,,,,
t5.online.rbs.co.uk,404 Not Found,404,196,AS16509,AS16509,Unknown,54.154.0.0/15,t5.online.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-23T00:00:00Z,2024-01-23T23:59:59Z,"CN=t5.online.rbs.co.uk, O=Natwest Group Plc, ST=Midlothian, C=GB",t5.online.rbs.co.uk,Natwest Group Plc,res5.online.rbs.co.uk,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,cb7d419238aea1e0dbc1878cf56879ed,36499166cc10a3de97b94eeb1f1ba6c72ab520b8c14c4132effed700889ecd88,ctls,t5.online.rbs.co.uk,443,https://t5.online.rbs.co.uk:443,https,text/html,GET,54.154.84.223,/,-780928015,54.194.202.78,8,False,,Apache,Apache,,,,,,,
tags.openaccount.rbs.co.uk,,400,11,AS5089,NTL,GB,91.224.0.0/11,tags.openaccount.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-22T00:00:00Z,2023-11-22T23:59:59Z,"CN=tags.nwolb.com, O=Natwest Group Plc, ST=Midlothian, C=GB",tags.nwolb.com,Natwest Group Plc,tags.ulsterbankanytimebanking.ie,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,6f5a9991221f11579f470706fd2c4f11,5a2b36289a78b9cdebb2ea84122510201fb088231441271572becbcc20181d29,ctls,tags.openaccount.rbs.co.uk,443,https://tags.openaccount.rbs.co.uk:443,https,text/html,GET,91.235.133.113,/,-1840324437,91.235.133.113,1,False,,Apache,HSTS,,,,,,,
terms.rbs.co.uk,Not Found,404,315,AS13768,COGECO-PEER1,CA,66.155.26.0/24,terms.rbs.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,"CN=terms.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",terms.rbs.com,Natwest Group Plc,terms.rbsinternational.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9843724a5392e908f54c432130435487,896ec30dfbdf38ed392ce77fbbf6373d84e6bf538bf3d43a1c348900a4e7b675,ctls,terms.rbs.co.uk,443,https://terms.rbs.co.uk:443,https,text/html,GET,66.155.23.163,/,225052475,66.155.23.163,7,False,,,,,,,,,,
terms.rbs.com,RBS: Terms Search - Search Terms,200,20272,AS13768,COGECO-PEER1,CA,66.155.26.0/24,terms.rbs.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,"CN=terms.rbs.com, O=Natwest Group Plc, ST=Midlothian, C=GB",terms.rbs.com,Natwest Group Plc,terms.rbsinternational.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,9843724a5392e908f54c432130435487,896ec30dfbdf38ed392ce77fbbf6373d84e6bf538bf3d43a1c348900a4e7b675,ctls,terms.rbs.com,443,https://terms.rbs.com:443,https,text/html,GET,66.155.23.163,/,1631801191,66.155.23.163,446,False,,Web Server,Microsoft ASP.NET,,,,,https://terms.rbs.com/Terms_Search.aspx,,
themes.googleusercontent.com,Error 404 (Not Found)!!1,404,1607,AS15169,GOOGLE,US,142.250.0.0/15,themes.googleusercontent.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:00:35Z,2023-07-17T12:00:34Z,CN=*.googleusercontent.com,*.googleusercontent.com,,*.cloudshell.googleusercontent.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,6461eaaf691819771d7ccad1bae69fa4,9488d7f1fb756a9e7a23a0335176ab7e3d5a5589112d18d822385b74c4711e82,ctls,themes.googleusercontent.com,443,https://themes.googleusercontent.com:443,https,text/html,GET,142.250.186.65,/,-606046040,2a00:1450:4001:828::2001,1,False,,ESF,HTTP/3,,,,,,,True
track.linksynergy.com,Performance Advertising Network | Rakuten Advertising,200,151359,AS15169,GOOGLE,US,35.212.0.0/17,rakutenadvertising.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T10:13:38Z,2023-07-29T10:13:37Z,CN=rakutenadvertising.com,rakutenadvertising.com,,www.rakutenadvertising.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d990c63e63de32203ed5ad96dc245977,e922d77959d78f4e1c78cb4c543db62ea057d8e1cbe58ccab4581a1ae6092dd4,ctls,rakutenadvertising.com,443,https://track.linksynergy.com:443,https,text/html,GET,35.212.67.244,/,-778066184,35.212.67.244,1285,False,,nginx,Yoast SEO:20.4,,,google,True,https://rakutenadvertising.com,,
