input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,csp_domains_,tls_expired,final_url,tls_mismatched,tls_wildcard_certificate,tls_emails_,tls_self_signed
fortworth.marriott.com,Sorry! - Page Not Found on Marriott.com (404 Error),404,211270,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,443,https://fortworth.marriott.com:443,https,nginx,text/html,GET,52.21.50.234,/,-1045002268,52.21.50.234,ZURB Foundation,815,False,,Marriott International Inc.,,,https://www.marriott.com/city/dallas-hotels,,,,
four-points.marriott.com,Business & Leisure Travel Hotels | Four Points by Sheraton,200,383407,four-points.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-11T00:00:00Z,2023-11-10T23:59:59Z,"CN=four-points.marriott.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",four-points.marriott.com,four-points.marriott.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4801a2259123f101baeef977d5e44ab5,36b1acb74a365466da3c73701c95f68bb46a018b92762fa28a234feae8f509ff,ctls,four-points.marriott.com,,80,http://four-points.marriott.com:80,http,cloudflare,text/html,GET,141.193.213.10,/,2145381374,141.193.213.11,Yoast SEO Premium:5.8,1088,False,,"Cloudflare, Inc.",,,https://four-points.marriott.com/,,,,
gateway-apc-prf1.marriott.com,Error 404 - Not Found,404,579,gateway-apc-prf1.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-29T16:20:24Z,2023-08-29T16:20:24Z,"CN=gatewaydsapprd.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",gatewaydsapprd.marriott.com,www.msg-gatewayprf.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",39d4c0e9e9b2e5829055ff0f35602c97,81a22c1764a694fdf42f4ed1d21709e4eeca3959b037a00293e989e4a28fdac6,ctls,gateway-apc-prf1.marriott.com,,443,https://gateway-apc-prf1.marriott.com:443,https,,text/html,GET,23.37.43.166,/,-464450920,23.37.43.166,,19,False,,Marriott International Inc.,,,,,,,
gatewaydsapdev2.marriott.com,Error 404 Not Found,404,261,gatewaydsapdev2.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T18:39:52Z,2023-09-22T18:39:52Z,"CN=gatewaydsaptst2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",gatewaydsaptst2.marriott.com,gatewaydsaptst2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0dade5645cd18a934f3e17131068913e,5e77b49d70d76f1b46049991fb1d2d9cd41343f3b5a82d423979297ca6a041e0,ctls,gatewaydsapdev2.marriott.com,,443,https://gatewaydsapdev2.marriott.com:443,https,,application/html,GET,159.166.124.128,/,-53096762,159.166.124.128,,3,False,,Marriott International Inc.,,,,True,,,
gatewaydsaptst2.marriott.com,Error 404 Not Found,404,261,gatewaydsaptst2.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T18:39:52Z,2023-09-22T18:39:52Z,"CN=gatewaydsaptst2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",gatewaydsaptst2.marriott.com,gatewaydsaptst2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",0dade5645cd18a934f3e17131068913e,5e77b49d70d76f1b46049991fb1d2d9cd41343f3b5a82d423979297ca6a041e0,ctls,gatewaydsaptst2.marriott.com,,443,https://gatewaydsaptst2.marriott.com:443,https,,application/html,GET,159.166.124.128,/,-53096762,159.166.124.128,,3,False,,Marriott International Inc.,,,,,,,
gatewaydsapuat2.marriott.com,,405,,gatewaydsapuat2.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-26T14:10:18Z,2023-09-26T14:10:17Z,"CN=gatewaydsapuat2.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",gatewaydsapuat2.marriott.com,gatewaydsapuat2.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",91237c959b0728547b04dc147941ed1a,7524d7280f908293057772dd87faad649fca5a4f8e2567f41d8a3306eb8bd63f,ctls,gatewaydsapuat2.marriott.com,,443,https://gatewaydsapuat2.marriott.com:443,https,,,GET,159.166.124.127,/,-464450920,159.166.124.127,,1,False,,Marriott International Inc.,,,,,,,
gds.marriott.com,Welcome - Globaldesign,200,37493,globaldesign.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-26T00:36:37Z,2024-02-18T00:36:34Z,"CN=globaldesign.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",globaldesign.marriott.com,lobo.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e4c3c25460647192ce4ad779af33e411,63a726fd0cfeb347185c63483e97b39b82c773a42003df24eddaf1c75b4b2886,ctls,globaldesign.marriott.com,,80,http://gds.marriott.com:80,http,Apache/2.4.29 (Ubuntu),text/html,GET,52.204.111.163,/,1333537166,52.5.152.136,Ubuntu,2013,False,,Marriott International Inc.,,,https://globaldesign.marriott.com/web/guest/home?redirect=http://gds.marriott.com/share/page/,,,,
gds2.marriott.com,Welcome - Globaldesign,200,37493,globaldesign.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-26T00:36:37Z,2024-02-18T00:36:34Z,"CN=globaldesign.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",globaldesign.marriott.com,lobo.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e4c3c25460647192ce4ad779af33e411,63a726fd0cfeb347185c63483e97b39b82c773a42003df24eddaf1c75b4b2886,ctls,globaldesign.marriott.com,,80,http://gds2.marriott.com:80,http,Apache/2.4.29 (Ubuntu),text/html,GET,52.5.152.136,/,1333537166,52.204.111.163,Ubuntu,2013,False,,Marriott International Inc.,,,https://globaldesign.marriott.com/web/guest/home?redirect=http://gds.marriott.com/share/page/,,,,
gifts.marriott.co.uk,Marriott International,200,33312,gifts.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-13T00:00:00Z,2023-11-13T23:59:59Z,"CN=betaap1.givex.com, O=Givex Canada Corp, L=Toronto, ST=Ontario, C=CA",betaap1.givex.com,www.theultimatediningcard.ca,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1db42e6e2a23c28623a5eb4e414d7b7e,a412b7b6c81a23b2b36c6372e4381eae501a57c27faf107cbf463034e2326b69,ctls,gifts.marriott.com,,443,https://gifts.marriott.co.uk:443,https,,text/html,GET,52.21.50.234,/,783956165,52.21.50.234,HSTS,401,False,,Givex Canada Corp,,,https://gifts.marriott.com,,,,
gis.marriott.com,,200,,gis.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-30T17:49:38Z,2023-06-30T17:49:38Z,"CN=gis.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",gis.marriott.com,gis.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",aa5eabcd9ac46d5e50323c831824d911,bc35e45b4e0b6233d47bf3c847ff30b4c98385d6817a0ab3dc633cee349554cc,ctls,gis.marriott.com,,443,https://gis.marriott.com:443,https,Microsoft-IIS/10.0,text/html,GET,3.211.247.27,/,-1840324437,44.206.8.94,Windows Server,1,False,,Marriott International Inc.,,,,,,,
gisdev.marriott.com,503 Service Temporarily Unavailable,503,162,,,,,,,,,,,,,,,,,,,80,http://gisdev.marriott.com:80,http,awselb/2.0,text/html,GET,44.198.14.46,/,1862162275,52.54.236.17,,7,False,,,,,,,,,
giving.marriott.com,Marriott Bonvoy Charity - Home,200,32727,giving.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-30T18:48:52Z,2024-02-29T18:48:52Z,"CN=www.giving.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.giving.marriott.com,giving.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",93feb3653c6d87619695139f33991023,774112290e702b7f026daa7c595fae4c484572caf3e59582aaf54ce86e535f23,ctls,giving.marriott.com,azure,80,http://giving.marriott.com:80,http,,text/html,GET,23.96.187.5,/,800898923,23.96.187.5,Microsoft ASP.NET:4.0.30319,653,False,True,Marriott International Inc.,,,https://giving.marriott.com/,,,,
globaldesign.marriott.com,Welcome - Globaldesign,200,59719,globaldesign.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-26T00:36:37Z,2024-02-18T00:36:34Z,"CN=globaldesign.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",globaldesign.marriott.com,lobo.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e4c3c25460647192ce4ad779af33e411,63a726fd0cfeb347185c63483e97b39b82c773a42003df24eddaf1c75b4b2886,ctls,globaldesign.marriott.com,,80,http://globaldesign.marriott.com:80,http,Apache/2.4.29 (Ubuntu),text/html,GET,54.85.239.96,/,1359657888,34.228.118.149,Ubuntu,2375,False,,Marriott International Inc.,,,https://globaldesign.marriott.com/web/guest/home,,,,
globaldesigntest.marriott.com,Welcome - Globaldesign,200,59910,globaldesigntest.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-29T00:43:24Z,2024-04-29T00:43:24Z,"CN=globaldesigntest.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",globaldesigntest.marriott.com,globaldesigntest.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",e36bcb092a1685163e7775a69b0d00cc,b3ca5909dc8937927b244eb062b99327a7c27c93f670e9440e9dfd6507b9ea58,ctls,globaldesigntest.marriott.com,,443,https://globaldesigntest.marriott.com:443,https,Apache/2.4.29 (Ubuntu),text/html,GET,3.15.47.153,/,1359657888,3.21.182.226,Ubuntu,2375,False,,Marriott International Inc.,,,https://globaldesigntest.marriott.com/web/guest/home,,,,
gmail.marriott.com,Marriott Extranet Login,200,27893,extranetcloud.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-10T22:54:42Z,2024-03-22T22:54:42Z,"CN=cn-san.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",cn-san.marriott.com,salesnetcloud.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7033751cf00caece9609660e0bbb2bfe,3a0e221eefa6b31438866d8fe79ff1af527af005285370fb1a66e6d73fe9aced,ctls,extranetcloud.marriott.com,,80,http://gmail.marriott.com:80,http,,text/html,GET,142.250.186.115,/,-193059825,2a00:1450:4001:829::2013,HSTS,432,False,,Marriott International Inc.,,,https://extranetcloud.marriott.com/2FAmarrsso/idp/SSO.saml2?SAMLRequest=fVLLbtswELwXyD8QvEuy3KQPwlLgJAhqIE0FW%2BmhN4ZaybRIrsql7PbvI8s27B6aI4fDeSx3dvvHGrYFTxpdxtN4whk4hZV2TcZfysfoC7%2FNrz7MSFrTiXkf1m4Jv3ugwIaXjsR4kfHeO4GSNAknLZAISqzm35%2FENJ6IzmNAhYazxUPGN7pVtms22OpWavNay7bWVS0rVLYCi3XTOpDYcvbzFGu6j7Ug6mHhKEgXBmgy%2FRhNbqJ0WqafRfpJXH%2F9xVlxdLrT7tDgvVivBxKJb2VZRMWPVTkKbHUF%2FnlgZ7xBbAzECu3evpBEejvAtTQEnM2JwIch4D066i34FfitVvCyfMr4OoSORJLsdrv4LJPIxErvNYZwOCri%2BThbMdbzF0N9P7w8mfP8LD9LLqTy45%2FtqyweCjRa%2FWVzY3B370GGoUfw%2FVDjEb2V4f9uaZyOiK6ieqSK3lEHStcaKs6S%2FOD673IMK%2FMG&RelayState=https%3A%2F%2Fwww.google.com%2Fa%2Fmarriott.com%2FServiceLogin%3Fservice%3Dmail%26passive%3Dtrue%26rm%3Dfalse%26continue%3Dhttps%253A%252F%252Fmail.google.com%252Fmail%252F%26ss%3D1%26ltmpl%3Dgooglemail%26emr%3D1%26osid%3D1,,,,
groupreservationaudit.marriott.com,,401,6686,groupreservationaudit.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-23T14:53:34Z,2023-08-23T14:53:34Z,"CN=groupreservationaudit.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",groupreservationaudit.marriott.com,groupreservationaudit.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",b73ffba3f57caf7804f2a8bef30a4934,19aa16d7444760eef57153a72951121dff879fae2fc87ee848e1e34e8bf7ffb0,ctls,groupreservationaudit.marriott.com,,80,http://groupreservationaudit.marriott.com:80,http,Tomcat,text/html,GET,142.254.5.53,/,-211097775,142.254.5.53,HSTS,26,False,,Marriott International Inc.,,,https://groupreservationaudit.marriott.com/home,,,,
grow.marriott.com,Marriott L+D - TakeCare GROW,200,1365,grow.marriott-ld.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T22:12:06Z,2023-10-14T22:12:06Z,"CN=grow.marriott-ld.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",grow.marriott-ld.com,www.grow.marriott-ld.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",d14e4d21e957237d2e56af3dbcfdd7a7,2e5f6ab2e559ff59df6c9672c0a9d636afc7147c7a8d59fdd3eb8344f8fcd43a,ctls,grow.marriott-ld.com,,80,http://grow.marriott.com:80,http,AmazonS3,text/html,GET,52.21.50.234,/,-879579023,52.21.50.234,Typekit,1,False,,Marriott International Inc.,,,https://grow.marriott-ld.com//,,,,
help.marriott.com,Marriott Bonvoy Customer Service and Online Help,200,67935,help.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-03T15:01:38Z,2023-10-03T15:01:38Z,"CN=help.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",help.marriott.com,help.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",24aef9a3f988b755728b5a5811dd4645,162436fe27079d3ec35eca0676aeb6b7112ec6d157afdc0f1f487ed291b34f3d,ctls,help.marriott.com,,80,http://help.marriott.com:80,http,sfdcedge,text/html,GET,85.222.140.11,/,1359657888,85.222.140.6,HSTS,843,False,,Marriott International Inc.,https://www.youtube.com,,https://help.marriott.com/s/,,,,
holiday.marriott.com,Discover Marriott Bonvoy | Join The Best Hotel Rewards Program,200,256148,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,google,443,https://holiday.marriott.com:443,https,nginx,text/html,GET,35.227.51.119,/,-1890501547,35.227.51.119,React,5956,False,True,Marriott International Inc.,,,https://www.marriott.com/loyalty.mi,,,,
holidays.marriott.co.uk,Marriott Holidays UK,200,78562,holidays.marriott.co.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-13T22:04:20Z,2024-03-13T22:04:19Z,"CN=holidays.marriott.co.uk, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",holidays.marriott.co.uk,www.holidays.marriott.co.uk,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",d39b50c8cd3cdcf2da7e1f012723929b,e4abe2afb67ae8d66cefda1e6b91e46d3efbcaed13ca8ae9585c6f13e19db74b,ctls,holidays.marriott.co.uk,,443,https://holidays.marriott.co.uk:443,https,Microsoft-IIS/10.0,text/html,GET,52.203.129.150,/,1631801191,2600:1f18:45d0:600:1f2:7741:ce72:27fc,ZURB Foundation,1425,False,,Marriott International Inc.,,,,,,,
host146.marriott.com,Marriott Salesnet - Error,403,22899,host146.marriott.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-02T17:26:59Z,2024-03-14T17:26:59Z,"CN=salesnetcloudetc.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",salesnetcloudetc.marriott.com,salesnetcloudetc-useast1.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",1f84eac37078e641f4def3738d0c62af,44196fc787ddc8963d5798f0b53e2784236259d8f3fe0999c980005c9d3eec93,ctls,host146.marriott.com,,443,https://host146.marriott.com:443,https,,text/html,GET,162.130.196.170,/,1826101985,162.130.196.170,Amazon Web Services,185,False,,Marriott International Inc.,,,,True,,,
hotel-deals.marriott.com,Marriott Bonvoy Hotels | Book Directly & Get Exclusive Rates,200,313705,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,,80,http://hotel-deals.marriott.com:80,http,nginx,text/html,GET,141.193.213.11,/,-1840324437,141.193.213.10,React,6352,False,,Marriott International Inc.,,,https://www.marriott.com/default.mi,,,,
hotel-development.marriott.com,Attention Required! | Cloudflare,403,4514,hotel-development.marriott.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-17T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",95fb5c0bbf0cea214814f14e6bfe8abd,caae95e51216a8074f64a8f37b7035073f3fc2886da88afa53ceebc041906058,ctls,hotel-development.marriott.com,cloudflare,443,https://hotel-development.marriott.com:443,https,cloudflare,text/html,GET,104.18.27.97,/,,2606:4700::6812:1a61,Cloudflare Bot Management,94,False,True,"Cloudflare, Inc.",,,,,,,
hotel-events.marriott.com,Marriott Bonvoy Hotels | Book Directly & Get Exclusive Rates,200,314717,www.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T15:51:56Z,2023-11-10T15:51:55Z,"CN=www.marriott.com, O=Marriott International Inc., L=Bethesda, ST=Maryland, C=US",www.marriott.com,www.travelagents.marriott.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",fd366a77b3660f5f6b811c10c3af0d0f,009c340640383743bf6b3472aa4670e123f1412491729b65467ad2fe88e8dd9d,ctls,www.marriott.com,google,80,http://hotel-events.marriott.com:80,http,nginx,text/html,GET,35.231.127.158,/,-1840324437,35.231.127.158,React,6354,False,True,Marriott International Inc.,,,https://www.marriott.com/default.mi,,,,
hoteles.latinoamerica.marriott.com,Marriott - Vanity Redirect Server,404,935,,,,,,,,,,,,,,,,,,,443,https://hoteles.latinoamerica.marriott.com:443,https,Apache/2.4.56 (Amazon),text/html,GET,52.21.50.234,/,-1045002268,52.21.50.234,Apache:2.4.56,29,False,,,,,http://www.hoteles.latinoamerica.marriott.com/default.mi,,,,
hotellabs.marriott.com,Hotel Labs,200,887,hotellabs.marriott.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-22T21:09:35Z,2023-06-20T22:08:11Z,CN=www.ruteksystems.com,www.ruteksystems.com,admin.meet.demo.set.live,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,731b2ff8038291128bcbfea842ecf689,f2230dc7843dc143c964205555b47e691a4fcb79283ef4a9d07b077e13a98bab,ctls,hotellabs.marriott.com,fastly,443,https://hotellabs.marriott.com:443,https,,text/html,GET,151.101.1.195,/,-408968218,151.101.1.195,HTTP/3,1,False,True,,,,,,,,
hqworkspace.marriott.com,,404,1037,www.genslerwisp.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-30T03:14:37Z,2023-06-29T00:05:23Z,"CN=www.genslerwisp.com, O=M. Arthur Gensler Jr. & Associates\, Inc., L=La Crosse, ST=Wisconsin, C=US, serialNumber=G031407, businessCategory=Private Organization, jurisdictionStateOrProvince=Wisconsin, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Wisconsin, jurisdictionCountry=US",www.genslerwisp.com,genslerwisp.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",1efb2243115f97a53f2ecec4ab9e90a9,ea73354061af906f3af715190aed6be058da2e424a3d5797e3dea252b30a9475,ctls,www.genslerwisp.com,google,443,https://hqworkspace.marriott.com:443,https,,text/html,GET,35.231.127.158,/,1410747619,35.231.127.158,HTTP/3,52,False,True,"M. Arthur Gensler Jr. & Associates, Inc.",,,https://www.genslerwisp.com/marriott/deeplink.asp?module=mobile,,,,
