new,host,a,aaaa,cname,soa,ns,status_code,cdn,cdn-name,mx,txt,caa
[x],www.covidapi.pingone.com,"52.11.201.206, 44.241.84.41, 3.130.152.31, 44.240.2.215, 3.129.185.94, 3.17.229.99",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www.idaas.pingone.com,3.133.0.156,,,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www.pingone.com,52.11.201.206,,redirects.idaas.pingone.com,"ns-1290.awsdns-33.org, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www.sitestaginstagilediscovidev.sa.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www.test-idaas.pingone.com,18.191.51.104,,,"ns-1673.awsdns-17.co.uk, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www.w.pingone.com,"3.17.229.99, 3.129.185.94, 52.11.201.206, 44.240.2.215, 3.130.152.31, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www1.pingone.com,"52.11.201.206, 44.240.2.215, 3.17.229.99, 3.129.185.94, 44.241.84.41, 3.130.152.31",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www2.apps-staging.pingone.com,,,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],www2.pingone.com,"3.17.229.99, 3.130.152.31, 3.129.185.94, 52.11.201.206, 44.240.2.215, 44.241.84.41",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
[x],zamestnancov.cdn1.pingone.com,"52.11.201.206, 3.130.152.31, 44.241.84.41, 3.17.229.99, 44.240.2.215, 3.129.185.94",,,"ns0.dnsmadeeasy.com, hostmaster.pingidentity.com",,NOERROR,,,,,
