new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,mx,txt,ns,has_internal_ips,internal_ips,caa
,xn--w-r6b8r.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--w-s6b7r.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wv-4qcaa.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wv-ebcaa.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvv-3ce.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvv-83d.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvv-93d.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvvv-qnd.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvvvv-9fd.etoro.com,,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvvvv-bgdb.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvvw-rwcb.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wvw-1yc.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--ww-epc.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--ww-j5c.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wwvv-swcb.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--wwvv-twc.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,xn--y9aaa.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,yellowfevervaccine.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
,zzzpartners.etoro.com,13.79.184.58,,"ns1-13.akam.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,,
