input,title,status_code,content_length,csp_domains_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,final_url,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,location,tls_expired
bdclpcrp10.fisglobal.com,400 Bad Request,400,171,,bdclpcrp10.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-24T00:00:00Z,2023-06-23T23:59:59Z,"CN=www.onlinecardadmin.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.onlinecardadmin.com,"Fidelity National Information Services, Inc.",www-dre.onlinecardadmin.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1bd21a20dc7c5bca7d68f87323f31413,2b1cce3c749a6350f6aad65fb318961de0ce66a7fbd5c567e8fe835672a182b4,,ctls,bdclpcrp10.fisglobal.com,443,https://bdclpcrp10.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.193,/,386594154,,156.55.137.193,HSTS,1,False,True,,,,
bdclpcrp14.fisglobal.com,400 Bad Request,400,171,,bdclpcrp14.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-26T00:00:00Z,2023-12-26T23:59:59Z,"CN=www.efdelivery.com, O=Fidelity National Information Services, ST=Florida, C=US",www.efdelivery.com,Fidelity National Information Services,www-tmp.efdelivery.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c0f3fec646125e610b7ab45ac548f4cc,5e5932ce2fb711d24e956dea6474adcf93063c45d8026f0446d48c03e16c1e48,,ctls,bdclpcrp14.fisglobal.com,443,https://bdclpcrp14.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.211,/,386594154,,156.55.137.211,HSTS,1,False,True,,,,
bdclpcrp18.fisglobal.com,400 Bad Request,400,171,,bdclpcrp18.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,bdclpcrp18.fisglobal.com,443,https://bdclpcrp18.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.215,/,386594154,,156.55.137.215,Apache,1,False,True,,,,
bdclpcrp19.fisglobal.com,400 Bad Request,400,171,,bdclpcrp19.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-14T00:00:00Z,2023-12-14T23:59:59Z,"CN=www.efdservices.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.efdservices.com,"Fidelity National Information Services, Inc.",www-tmp.efdservices.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1bfe728881309e52f9bb5aa2103112b,d92e5907c6b7c74dc713c183095da38820f9f5a30d23ee64a76f146a59729d95,,ctls,bdclpcrp19.fisglobal.com,443,https://bdclpcrp19.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.216,/,386594154,,156.55.137.216,HSTS,1,False,True,,,,
bdclpcrp20.fisglobal.com,400 Bad Request,400,171,,bdclpcrp20.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-14T00:00:00Z,2023-12-14T23:59:59Z,"CN=www.efdservices.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.efdservices.com,"Fidelity National Information Services, Inc.",www-tmp.efdservices.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a1bfe728881309e52f9bb5aa2103112b,d92e5907c6b7c74dc713c183095da38820f9f5a30d23ee64a76f146a59729d95,,ctls,bdclpcrp20.fisglobal.com,443,https://bdclpcrp20.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.217,/,386594154,,156.55.137.217,HSTS,1,False,True,,,,
bdclpcrp21.fisglobal.com,400 Bad Request,400,171,,bdclpcrp21.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T00:00:00Z,2024-04-08T23:59:59Z,"CN=www.ebtedge.com, O=Fidelity National Information Services, ST=Florida, C=US",www.ebtedge.com,Fidelity National Information Services,dwweb.ebtedge.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,10b77d4bbda5b83d52a9d32188773706,1b1d198ddb851943f9863644b69d4a730d0f0b34f97f70c8e591f4f973e241c2,,ctls,bdclpcrp21.fisglobal.com,443,https://bdclpcrp21.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.218,/,386594154,,156.55.137.218,Apache,1,False,True,,,,
bdclpcrp23.fisglobal.com,400 Bad Request,400,171,,bdclpcrp23.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-14T00:00:00Z,2023-12-14T23:59:59Z,"CN=www.cca2.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.cca2.com,"Fidelity National Information Services, Inc.",cca2.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b4eed2a12a6f0a77925d9200341eeb96,c60f240578e630ea168dbf51b5e8960a4d95d15360d148e8f23ee2ff9c8a598d,,ctls,bdclpcrp23.fisglobal.com,443,https://bdclpcrp23.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.220,/,386594154,,156.55.137.220,Apache,1,False,True,,,,
bdclpcrp24.fisglobal.com,400 Bad Request,400,171,,bdclpcrp24.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2018-08-19T00:00:00Z,2020-08-18T23:59:59Z,"CN=*.efunds.com, OU=Enterprise SSL Pro Wildcard, OU=Hosted by Fidelity National Information Services, OU=Information Security, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",*.efunds.com,"Fidelity National Information Services, Inc.",efunds.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a9d6c392c78009cdcfd4161ae4615005,d1ff872de58cc76a989a5e893aed876307ff0325f05678c5833b41d7ff8f7049,True,ctls,bdclpcrp24.fisglobal.com,443,https://bdclpcrp24.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.221,/,386594154,,156.55.137.221,HSTS,1,False,True,,,,True
bdclpcrp28.fisglobal.com,400 Bad Request,400,171,,bdclpcrp28.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-02-08T00:00:00Z,2022-02-08T23:59:59Z,"CN=www.ca.ebtedge-at.com, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",www.ca.ebtedge-at.com,"Fidelity National Information Services, Inc.",ca.ebtedge-at.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e56563da9bb935e2ac3c6a9670d69ed7,1e43d0f2517dbeed60a85150d5049cc57184a09f5930db6d9565164465ac3d23,,ctls,bdclpcrp28.fisglobal.com,443,https://bdclpcrp28.fisglobal.com:443,https,Apache,text/html,GET,156.55.200.42,/,386594154,,156.55.200.42,Apache,1,False,True,,,,True
bdclpcrp31.fisglobal.com,301 Moved Permanently,301,241,,bdclpcrp31.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-03-16T23:59:59Z,"CN=visionarchive3.sendpointimage.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",visionarchive3.sendpointimage.com,"Fidelity National Information Services, Inc.",visionarchive3.sendpointimage.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8d2c0f2fb7b53b088b348625c0b540dc,c240d6159b080639e53f114e47f55796c1ae2108ccb546f8937566a5e9660804,,ctls,bdclpcrp31.fisglobal.com,80,http://bdclpcrp31.fisglobal.com:80,http,Apache,text/html,GET,156.55.200.45,/,,https://bdclpcrp31.fisglobal.com/,156.55.200.45,Apache,8,False,True,,,https://bdclpcrp31.fisglobal.com/,
bdclpcrp34.fisglobal.com,400 Bad Request,400,171,,bdclpcrp34.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2020-05-07T00:00:00Z,2022-05-07T23:59:59Z,"CN=www.ebt.ca.gov, OU=Office of Systems Integration, O=State of California, street=1325 J Street\, Suite 1600, L=Sacramento, ST=California, postalCode=95814, C=US",www.ebt.ca.gov,State of California,ebt.ca.gov,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7663ff783c56b4a86d811453360a466e,a7dd11dae9a6da9d4b00ea9f2da9941b7099e6796d696a923404b00b8a405d43,,ctls,bdclpcrp34.fisglobal.com,443,https://bdclpcrp34.fisglobal.com:443,https,Apache,text/html,GET,156.55.200.127,/,386594154,,156.55.200.127,Apache,1,False,True,,,,True
bdclpcrp37.fisglobal.com,400 Bad Request,400,171,,bdclpcrp37.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=ebt-at.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ebt-at.fnfis.com,"Fidelity National Information Services, Inc.",www.ebt-at.fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d46299587d305ea8b6c7ab48dce27548,375c48851391a7ff27c1951fbeaf2a0079260c2c90763a2a5ddc90021bfa5c2c,,ctls,bdclpcrp37.fisglobal.com,443,https://bdclpcrp37.fisglobal.com:443,https,Apache,text/html,GET,156.55.200.130,/,386594154,,156.55.200.130,HSTS,1,False,True,,,,
bdclpcrpcto01.fisglobal.com,400 Bad Request,400,171,,bdclpcrpcto01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2a748f7c37affa0ed2f179face3db924,6c3399b262735bd4d19eb8f95430cd008c5025d8c2b0ab48e7807293bea9a5a6,True,ctls,bdclpcrpcto01.fisglobal.com,443,https://bdclpcrpcto01.fisglobal.com:443,https,Apache,text/html,GET,156.55.137.227,/,386594154,,156.55.137.227,Apache,1,False,,,,,
bdclpcrpcto03.fisglobal.com,400 Bad Request,400,171,,bdclpcrpcto03.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-13T00:00:00Z,2023-08-12T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2a748f7c37affa0ed2f179face3db924,6c3399b262735bd4d19eb8f95430cd008c5025d8c2b0ab48e7807293bea9a5a6,True,ctls,bdclpcrpcto03.fisglobal.com,443,https://bdclpcrpcto03.fisglobal.com:443,https,Apache,text/html,GET,156.55.200.21,/,386594154,,156.55.200.21,Apache,1,False,,,,,
bmo-rp-2.fisglobal.com,400 Bad Request,400,171,,bmo-rp-2.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-08T00:00:00Z,2023-07-01T23:59:59Z,"CN=anchorbank.bankreports.net, O=Bank of Montreal, L=Scarborough, ST=Ontario, C=CA, serialNumber=1841-04-18, businessCategory=Private Organization, jurisdictionCountry=CA, businessCategory=Private Organization, jurisdictionCountry=CA",anchorbank.bankreports.net,Bank of Montreal,ICBK.bankreports.net,"CN=DigiCert EV RSA CA G2, O=DigiCert Inc, C=US",DigiCert EV RSA CA G2,DigiCert Inc,496ebcaccd3c0af68c3c408a03769c0a,6e90131031025b64f023e92fbdf9909b30e101998c0b431927ef44f5351555cc,,ctls,bmo-rp-2.fisglobal.com,443,https://bmo-rp-2.fisglobal.com:443,https,Apache,text/html,GET,156.55.139.55,/,386594154,,156.55.139.55,Apache,1,False,True,,,,
bmodepositedgeca.fisglobal.com,Please click link to access NetI,200,674,https://fonts.gstatic.com/,bmodepositedgeca.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,bmodepositedgeca.fisglobal.com,443,https://bmodepositedgeca.fisglobal.com:443,https,,text/html,GET,104.102.53.67,/,1631801191,,2a02:26f0:480:59f::3b69,HSTS,20,False,,,,,
bmodepositedgeus.fisglobal.com,Please click link to access NetI,200,674,https://fonts.gstatic.com/,bmodepositedgeus.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,bmodepositedgeus.fisglobal.com,443,https://bmodepositedgeus.fisglobal.com:443,https,,text/html,GET,84.53.164.191,/,-958191763,,2a02:26f0:3500:88d::3b69,HSTS,20,False,,,,,
bomgar1.fisglobal.com,FIS Enterprise Desktop Support,200,5031,,bomgar1.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-14T00:00:00Z,2023-12-14T23:59:59Z,"CN=hd.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",hd.fisglobal.com,"Fidelity National Information Services, Inc.",hdchat.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e098bc3281765589a41884bbc44ad2ff,65454962a65d2f033dcca89e908a6147f09d91f294c83bb712ba3c9d0819241b,,ctls,bomgar1.fisglobal.com,443,https://bomgar1.fisglobal.com:443,https,Apache,text/html,GET,156.55.203.234,/,-694003434,,156.55.203.234,HSTS,135,False,,,,,
bomgar2.fisglobal.com,,404,18,,bomgar2.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-12-16T00:00:00Z,2023-12-16T23:59:59Z,"CN=support.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",support.fisglobal.com,"Fidelity National Information Services, Inc.",rdchelp.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,af62191cf1de17531acefcd9fe0df9d8,dedff6aa1317a4e972caf7d12d544eb542ccf1480a306d0db4946cadddf1b2ef,,ctls,bomgar2.fisglobal.com,443,https://bomgar2.fisglobal.com:443,https,Apache,text/html,GET,156.55.203.235,/,471241532,,156.55.203.235,HSTS,1,False,,,,,
bot-uat.fisglobal.com,Izzy,200,7020,,bot-uat.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,bot-uat.fisglobal.com,443,https://bot-uat.fisglobal.com:443,https,Apache,text/html,GET,104.102.53.67,/,-1298643969,,104.102.53.67,HSTS,68,False,,,,,
brinksvision-new.fisglobal.com,400 Bad Request,400,171,,brinksvision-new.fisglobal.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,brinksvision-new.fisglobal.com,443,https://brinksvision-new.fisglobal.com:443,https,Apache,text/html,GET,156.55.203.182,/,386594154,,156.55.203.182,Apache,1,False,,,,,
bunge-prod-fiscdportal.fisglobal.com,SSO Login in progress,200,2182,,bunge-prod-fiscdportal.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-19T00:00:00Z,2023-07-19T23:59:59Z,"CN=bunge-prod-fiscdportal.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",bunge-prod-fiscdportal.fisglobal.com,"Fidelity National Information Services, Inc.",www.bunge-prod-fiscdportal.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7d149fded22689cba750881270480d7f,bd7268e471dd19d7275a512e70a5305f07698399c039cb9b15d7d8a437a7c1a0,,ctls,bunge-prod-fiscdportal.fisglobal.com,443,https://bunge-prod-fiscdportal.fisglobal.com:443,https,Apache,text/html,GET,147.249.131.52,/,674657294,https://bunge-prod-fiscdportal.fisglobal.com/ch/,147.249.131.52,Java,41,False,,,,,
bunge-uat-fiscdportal.fisglobal.com,SSO Login in progress,200,2214,,bunge-uat-fiscdportal.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2019-10-07T00:00:00Z,2021-10-06T23:59:59Z,"CN=bunge-uat-fiscdportal.fisglobal.com, OU=Enterprise SSL Pro, OU=Hosted by Fidelity National Information Services, OU=PTS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",bunge-uat-fiscdportal.fisglobal.com,"Fidelity National Information Services, Inc.",www.bunge-uat-fiscdportal.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,41914bab216cfaf939d679998d5fc1c3,73a9fbd04c13ef0997dc8964acde132cc89fa128d854efa36307af053b2d2b20,,ctls,bunge-uat-fiscdportal.fisglobal.com,443,https://bunge-uat-fiscdportal.fisglobal.com:443,https,Apache,text/html,GET,147.249.131.56,/,440165439,https://bunge-uat-fiscdportal.fisglobal.com/ch/,147.249.131.56,Java,41,False,,,,,True
c2p.fisglobal.com,Error,503,175,,c2p.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,c2p.fisglobal.com,443,https://c2p.fisglobal.com:443,https,,text/html,GET,104.102.53.67,/,-1383768635,,2a02:26f0:480:59f::3b69,HSTS,5,False,,,,,
caas-ext-saml.fisglobal.com,,200,6235,,caas-ext-saml.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,caas-ext-saml.fisglobal.com,443,https://caas-ext-saml.fisglobal.com:443,https,,text/html,GET,156.55.203.195,/,12023395,https://caas-ext-saml.fisglobal.com/vpn/index.html,156.55.203.195,HSTS,1,False,,,,,
