new,host,soa,status_code,a,aaaa,cdn,cdn-name,cname,mx,ns,txt,caa,has_internal_ips,internal_ips
[x],it-next.vrt.be,,NOERROR,,,True,cloudfront,d217hhr5u3nc7z.cloudfront.net,,,,,,
[x],it.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],it.vrt.be,"ns-1367.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,d35uif36wpa9c3.cloudfront.net,,,,,,
[x],izegem.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jaaroverzicht.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],jamfproxy.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],jaren60.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jaren80.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jaren90.radio2.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jazzmiddelheim.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],jobs.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],jobsdev.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],joost-kraantjepappie-2.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],joost-kraantjepappie.events.stubru.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kaart.congo.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kaart.publiekgeheim.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kaatje.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kaatjeouders.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kanaalmettijdslots.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-dinsdag-avond.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-dinsdag-middag.events.vrt.be.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-dinsdag-ochtend.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-maandag-avond2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-maandag-middag2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-maandag-ochtend2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-woensdag-avond.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-woensdag-middag.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanal-kaai-woensdag-ochtend.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kanallkaai-maandag-ochtend.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],karaoke.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kef.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],ketnet.be,,NOERROR,,,True,cloudfront,,,,,"amazonaws.com, letsencrypt.org, sectigo.com",,
[x],ketnetbrandtweer.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ketnetbrandtweer.stag.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],ketnetvips-clifford.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-debadguys.events.vrt.be,,NOERROR,,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-mavka.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-ookmuizengaannaardehemel.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-pieterkonijn2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-sonic.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-sonicthehedgehog.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-spiritongetemd.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-thesupermariobrosmovie.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-tiktakexpo.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvips-titina.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetvipsspidermanacrossthespiderverse.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetzomerzoektocht-roeselaere.events.ketnet.be,,NOERROR,,,,,web0.tickoweb.net,,,,,,
[x],ketnetzomerzoektocht-roeselare.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetzomerzoektocht-sintniklaas.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetzomerzoektocht-wenduine.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],ketnetzomerzoektocht.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kew.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kew.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kieskaart.mnm.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],kinderenvanzaatari.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],kinderfeest-2020.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],kinderfeest2020.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],klara.be,,NOERROR,,,True,cloudfront,,,"ns-92.awsdns-11.com, ns-621.awsdns-13.net, ns-1375.awsdns-43.org, ns-2011.awsdns-59.co.uk",,"amazonaws.com, letsencrypt.org",,
[x],klarafestival.events.klara.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],klarafestival.klara.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kleinehelden.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],klik.mnm.be,"ns-578.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,bl2.blink.domains,,,,,,
[x],klpassrpassfestivpassl.events.klara.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],koekenbak.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],kostennota.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],kottenkijkers.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,,,,,,,"ns02.vrt.be, ns01.vrt.be",,,,
[x],labo.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],labodelux.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],lagelandenlijst.radio1.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],ldap.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likeme.atsea.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show1-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show2612-14u30-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show2612-18u30-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show2712-10u30-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show2712-14u30-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show3-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert-show4-gasten.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2021.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2022-0904-14u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2022-0904-18u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2022-1004-10u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2022-1004-14u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2022.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert2023-parking.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert21-guestketnet-2712-10u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],likemeinconcert21-guestketnet-2712-14u30.events.ketnet.be,"ns1.ethera.be, dns.tigron.net",NOERROR,,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],live.accept.ketnet.be,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ketnet-live-staging.smalltownheroes.be, ketnet-live-staging.staging.smalltownheroes.be",,,,,,
[x],live.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,True,cloudfront,,,,,,,
[x],live.stag.ketnet.be,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ketnet-live-staging.smalltownheroes.be, ketnet-live-staging.staging.smalltownheroes.be",,,,,,
[x],live.stream.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],login-dev.vrt.be,"ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,iam-oidc-dev-eu-west-1.dev.a51.be,,,,,,
[x],login-stag.vrt.be,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,iam-oidc-stag-eu-west-1.stag.a51.be,,,,,,
[x],login.radioplus.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],longread.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],m.campagne.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],m.email.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],m.hallo.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,vrtbe-mkt-prod1-biis0-1071049315.eu-west-1.elb.amazonaws.com,,,,,,
[x],m.sporza-stag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],m.sporza-test.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],m.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"52.222.139.113, 52.222.139.90, 52.222.139.23, 52.222.139.100",,True,cloudfront,,,,,,,
[x],m.video.cobra.canvas.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],macmail.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],mail.crm-stag.vrt.be,"ns-1008.awsdns-62.net, awsdns-hostmaster.amazon.com",NOERROR,"205.251.193.143, 205.251.195.240, 205.251.196.101, 205.251.199.187","2600:9000:2508:3600:12:c1a2:9180:93a1, 2600:9000:2508:600:12:c1a2:9180:93a1, 2600:9000:2508:9a00:12:c1a2:9180:93a1, 2600:9000:2508:1800:12:c1a2:9180:93a1, 2600:9000:2508:4a00:12:c1a2:9180:93a1, 2600:9000:2508:5800:12:c1a2:9180:93a1, 2600:9000:2508:6c00:12:c1a2:9180:93a1, 2600:9000:2508:ee00:12:c1a2:9180:93a1",True,cloudfront,d2zebj3vbqeona.cloudfront.net,,"ns-399.awsdns-49.com, ns-1008.awsdns-62.net, ns-1125.awsdns-12.org, ns-1979.awsdns-55.co.uk",,,,
[x],mail.crm.vrt.be,"ns-1549.awsdns-01.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"2600:9000:2104:4c00:1f:97b5:4d80:93a1, 2600:9000:2104:3600:1f:97b5:4d80:93a1, 2600:9000:2104:6e00:1f:97b5:4d80:93a1, 2600:9000:2104:3000:1f:97b5:4d80:93a1, 2600:9000:2104:1600:1f:97b5:4d80:93a1, 2600:9000:2104:ca00:1f:97b5:4d80:93a1, 2600:9000:2104:3c00:1f:97b5:4d80:93a1, 2600:9000:2104:8000:1f:97b5:4d80:93a1",True,cloudfront,davbf6p7yrygm.cloudfront.net,,"ns-26.awsdns-03.com, ns-817.awsdns-38.net, ns-1261.awsdns-29.org, ns-1549.awsdns-01.co.uk",,,,
[x],mailer.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,mx1.slgnt.eu,,"v=spf1 a mx include:spf.slgnt.eu -all, google-site-verification=u_YL8KX2bs_fomY7c-8CRfMV53v2gyO_CWr91c5bg50",,,
[x],mailman.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,,,,,,,,,,,
[x],mailstag.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,,,,,,,,,,,
[x],mailsync.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.8,,,,,,,,,,
[x],mailtest.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.100,,,,,,,,,,
[x],mailtest2.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.43.101,,,,,,,,,,
[x],manager-origin.cloudcall.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"54.229.222.49, 54.154.74.235",,,,manager-cloudcall-1307489620.eu-west-1.elb.amazonaws.com,,,,,,
[x],manager-prod.cloudcall.vrt.be,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,dp1qy0kk9acfw.cloudfront.net,,,,,,
[x],manager-stag-origin.cloudcall.vrt.be,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,99.80.171.181,,,,lb-cloudcall-manager-stag-569204436.eu-west-1.elb.amazonaws.com,,,,,,
[x],manager.cloudcall.vrt.be,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,dp1qy0kk9acfw.cloudfront.net,,,,,,
[x],marconi.lab.vrt.be,"ns02.vrt.be, niels\.laukens.vrt.be",NOERROR,95.130.44.53,,,,,,,,,,
[x],mcff-maandag-ochtend.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mcff2020-senseandsensibility.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mcff2020-webattack1.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mcff2020-webattack2.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mcff2020-webattack3.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],media-services-admin-dev.vrt.be,"ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.121.90, 172.22.117.204",,,,"admin-dev.mediaservices.a51.be, services-proxy-dev-eu-west-1.dev.a51.be",,,,,True,"172.22.121.90, 172.22.117.204"
[x],media-services-admin-stag.vrt.be,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.123.161, 172.22.114.28",,,,"admin-stag.mediaservices.a51.be, services-proxy-stag-eu-west-1.stag.a51.be",,,,,True,"172.22.123.161, 172.22.114.28"
[x],media-services-admin-test.vrt.be,"ns-642.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"admin-test.mediaservices.a51.be, services-proxy-test-eu-west-1.test.a51.be",,,,,,
[x],media-services-admin.vrt.be,"ns-581.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.85.204, 172.22.89.255",,,,"admin.mediaservices.a51.be, services-proxy-prod-eu-west-1.prod.a51.be",,,,,True,"172.22.85.204, 172.22.89.255"
[x],media-services-public-dev.vrt.be,"ns-1999.awsdns-57.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"143.204.215.30, 143.204.215.101, 143.204.215.127, 143.204.215.118","2600:9000:214f:fc00:1d:deb9:ae00:93a1, 2600:9000:214f:4e00:1d:deb9:ae00:93a1, 2600:9000:214f:6800:1d:deb9:ae00:93a1, 2600:9000:214f:4200:1d:deb9:ae00:93a1, 2600:9000:214f:4a00:1d:deb9:ae00:93a1, 2600:9000:214f:bc00:1d:deb9:ae00:93a1, 2600:9000:214f:f400:1d:deb9:ae00:93a1, 2600:9000:214f:b800:1d:deb9:ae00:93a1",True,cloudfront,dcfcsac0l2114.cloudfront.net,,"ns-1999.awsdns-57.co.uk, ns-1200.awsdns-22.org, ns-306.awsdns-38.com, ns-570.awsdns-07.net",,,,
[x],media-services-restricted-dev.vrt.be,"ns-888.awsdns-47.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,services-proxy-dev-restricted-eu-west-1.dev.a51.be,,,,,,
[x],media-services-restricted-stag.vrt.be,"ns-636.awsdns-15.net, awsdns-hostmaster.amazon.com",NOERROR,"54.76.148.206, 54.171.163.179",,,,services-proxy-stag-restricted-eu-west-1.stag.a51.be,,,,,,
[x],media-services-restricted.vrt.be,"ns-581.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"54.154.30.9, 34.249.118.22",,,,services-proxy-prod-restricted-eu-west-1.prod.a51.be,,,,,,
[x],mediafastforward-guest.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mediafastforward-ticket.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],mediafastforward.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],medialab.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],mediazone-admin-stag.vrt.be,,NOERROR,"172.22.123.161, 172.22.114.28",,,,"admin-stag.mediaservices.a51.be, services-proxy-stag-eu-west-1.stag.a51.be",,,,,True,"172.22.123.161, 172.22.114.28"
[x],mediazone-admin-test.vrt.be,"ns-642.awsdns-16.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"admin-test.mediaservices.a51.be, services-proxy-test-eu-west-1.test.a51.be",,,,,,
[x],mediazone-admin.vrt.be,"ns-581.awsdns-08.net, awsdns-hostmaster.amazon.com",NOERROR,"172.22.89.255, 172.22.85.204",,,,"admin.mediaservices.a51.be, services-proxy-prod-eu-west-1.prod.a51.be",,,,,True,"172.22.89.255, 172.22.85.204"
[x],meerweer.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],meerweeraanzee.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],meerweeroostende.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],meerweerticket.events.vrt.be,"ns1.ethera.be, dns.tigron.net",NOERROR,86.39.65.98,2a00:6ec0:101:1:0:98:0:1,,,"web0.tickoweb.net, peak.proxy.tickoweb.net",,,,,,
[x],meet.vrt.be,"admin.nsatc.net, dns.level3.net",NOERROR,52.112.196.45,2603:1027::e,,,webdir.online.lync.com,,,,,,
[x],meisjes-dev.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],meisjes-stag.ketnet.be,"ns-621.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],mff15.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],mijndagelijksvervoer.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
[x],mijnprofiel.sporza.be,"ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"18.154.63.116, 18.154.63.79, 18.154.63.85, 18.154.63.119","2600:9000:243d:9c00:11:a394:c540:93a1, 2600:9000:243d:5000:11:a394:c540:93a1, 2600:9000:243d:8400:11:a394:c540:93a1, 2600:9000:243d:e600:11:a394:c540:93a1, 2600:9000:243d:6600:11:a394:c540:93a1, 2600:9000:243d:fe00:11:a394:c540:93a1, 2600:9000:243d:b800:11:a394:c540:93a1, 2600:9000:243d:ae00:11:a394:c540:93a1",True,cloudfront,,,,,,,
[x],mijntechnologie.vrt.be,"ns02.vrt.be, domainadmin.vrt.be",NOERROR,95.130.42.39,,,,,,,,,,
