new,host,a,aaaa,soa,status_code,cname,mx,txt,caa,cdn,cdn-name,ns
[x],downloadcistorebackups-www-test.survey.sidn.nl,"52.85.151.75, 52.85.151.113, 52.85.151.22, 52.85.151.94","2600:9000:201e:ea00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:4e00:19:1a16:9840:93a1, 2600:9000:201e:9800:19:1a16:9840:93a1, 2600:9000:201e:600:19:1a16:9840:93a1, 2600:9000:201e:3600:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:4200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],drum-147-198-195-68.survey.sidn.nl,"13.32.121.91, 13.32.121.42, 13.32.121.90, 13.32.121.101","2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:1600:19:1a16:9840:93a1, 2600:9000:21c7:a200:19:1a16:9840:93a1, 2600:9000:21c7:c600:19:1a16:9840:93a1, 2600:9000:21c7:6600:19:1a16:9840:93a1, 2600:9000:21c7:ce00:19:1a16:9840:93a1, 2600:9000:21c7:8800:19:1a16:9840:93a1, 2600:9000:21c7:e600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],drum-155-215-50-59.survey.sidn.nl,,"2600:9000:21c7:c000:19:1a16:9840:93a1, 2600:9000:21c7:cc00:19:1a16:9840:93a1, 2600:9000:21c7:d200:19:1a16:9840:93a1, 2600:9000:21c7:3400:19:1a16:9840:93a1, 2600:9000:21c7:400:19:1a16:9840:93a1, 2600:9000:21c7:7200:19:1a16:9840:93a1, 2600:9000:21c7:9000:19:1a16:9840:93a1, 2600:9000:21c7:d800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],dt-odie-strtus03-vip.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.42, 13.32.121.101","2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],dukhovni1.sidn.nl,94.198.154.35,2a00:d78:0:106:94:198:154:35,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],dviewprod.survey.sidn.nl,"108.157.214.4, 108.157.214.29, 108.157.214.40, 108.157.214.20","2600:9000:2334:ec00:19:1a16:9840:93a1, 2600:9000:2334:5e00:19:1a16:9840:93a1, 2600:9000:2334:fc00:19:1a16:9840:93a1, 2600:9000:2334:b800:19:1a16:9840:93a1, 2600:9000:2334:7400:19:1a16:9840:93a1, 2600:9000:2334:aa00:19:1a16:9840:93a1, 2600:9000:2334:ac00:19:1a16:9840:93a1, 2600:9000:2334:8200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],ede1-ops-resolv01-p.sidn.nl,94.198.154.14,2a00:d78:0:106:94:198:154:14,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],eet-9-1-5.survey.sidn.nl,"18.244.140.70, 18.244.140.36, 18.244.140.68, 18.244.140.119","2600:9000:2551:f200:19:1a16:9840:93a1, 2600:9000:2551:b600:19:1a16:9840:93a1, 2600:9000:2551:7200:19:1a16:9840:93a1, 2600:9000:2551:9200:19:1a16:9840:93a1, 2600:9000:2551:6400:19:1a16:9840:93a1, 2600:9000:2551:4c00:19:1a16:9840:93a1, 2600:9000:2551:6800:19:1a16:9840:93a1, 2600:9000:2551:4800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],egr3-3-pda.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.101, 13.32.121.42","2600:9000:2240:4800:19:1a16:9840:93a1, 2600:9000:236e:7e00:19:1a16:9840:93a1, 2600:9000:2240:0:19:1a16:9840:93a1, 2600:9000:2240:1800:19:1a16:9840:93a1, 2600:9000:236e:9000:19:1a16:9840:93a1, 2600:9000:236e:3c00:19:1a16:9840:93a1, 2600:9000:2240:4e00:19:1a16:9840:93a1, 2600:9000:2240:e800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],encontainer-corporate.survey.sidn.nl,"13.226.153.70, 13.226.153.22, 13.226.153.49, 13.226.153.30","2600:9000:2182:ba00:19:1a16:9840:93a1, 2600:9000:2182:6a00:19:1a16:9840:93a1, 2600:9000:2182:aa00:19:1a16:9840:93a1, 2600:9000:2182:d600:19:1a16:9840:93a1, 2600:9000:2182:7a00:19:1a16:9840:93a1, 2600:9000:2182:c600:19:1a16:9840:93a1, 2600:9000:2182:2800:19:1a16:9840:93a1, 2600:9000:2182:f600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,,amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],engineeringtemp-controller.survey.sidn.nl,"18.244.102.9, 18.244.102.68, 18.244.102.114, 18.244.102.7","2600:9000:26df:5400:19:1a16:9840:93a1, 2600:9000:26df:3400:19:1a16:9840:93a1, 2600:9000:26df:1e00:19:1a16:9840:93a1, 2600:9000:26df:3c00:19:1a16:9840:93a1, 2600:9000:26df:2800:19:1a16:9840:93a1, 2600:9000:26df:fc00:19:1a16:9840:93a1, 2600:9000:26df:ce00:19:1a16:9840:93a1, 2600:9000:26df:a600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],enterpriseenrollment.sidn.nl,13.74.111.192,,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu01.northeurope.cloudapp.azure.com",,,,True,azure,
[x],enterpriseregistration.sidn.nl,20.190.137.40,,"internal.akadns.net, hostmaster.akamai.com",NOERROR,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net",,,,True,azure,
[x],errorauth.survey.sidn.nl,"52.85.151.75, 52.85.151.94, 52.85.151.113, 52.85.151.22","2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],errorold-my-external-domain.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:ac00:19:1a16:9840:93a1, 2600:9000:236e:1400:19:1a16:9840:93a1, 2600:9000:236e:ea00:19:1a16:9840:93a1, 2600:9000:236e:fa00:19:1a16:9840:93a1, 2600:9000:2240:2a00:19:1a16:9840:93a1, 2600:9000:2240:5600:19:1a16:9840:93a1, 2600:9000:2240:6600:19:1a16:9840:93a1, 2600:9000:2240:8600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],esa.sidn.nl,"139.138.62.112, 139.138.60.182","2620:101:2009:d100::19, 2620:101:200a:d100::19","ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],et0.survey.sidn.nl,"13.227.219.110, 13.227.219.23, 13.227.219.48, 13.227.219.66","2600:9000:21c7:6800:19:1a16:9840:93a1, 2600:9000:21c7:dc00:19:1a16:9840:93a1, 2600:9000:21c7:2e00:19:1a16:9840:93a1, 2600:9000:21c7:7e00:19:1a16:9840:93a1, 2600:9000:21c7:4a00:19:1a16:9840:93a1, 2600:9000:21c7:d000:19:1a16:9840:93a1, 2600:9000:21c7:fa00:19:1a16:9840:93a1, 2600:9000:21c7:f600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],event-config.survey.sidn.nl,"108.157.214.20, 108.157.214.40, 108.157.214.4, 108.157.214.29","2600:9000:2334:7000:19:1a16:9840:93a1, 2600:9000:2334:5c00:19:1a16:9840:93a1, 2600:9000:2334:8600:19:1a16:9840:93a1, 2600:9000:2334:e000:19:1a16:9840:93a1, 2600:9000:2334:9600:19:1a16:9840:93a1, 2600:9000:2334:e800:19:1a16:9840:93a1, 2600:9000:2334:f400:19:1a16:9840:93a1, 2600:9000:2334:b200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],exampledns-devopsorigin.survey.sidn.nl,"18.244.140.119, 18.244.140.36, 18.244.140.70, 18.244.140.68","2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],exchangejiratunnel-mx.survey.sidn.nl,"18.244.140.70, 18.244.140.36, 18.244.140.68, 18.244.140.119","2600:9000:2551:7e00:19:1a16:9840:93a1, 2600:9000:2551:3400:19:1a16:9840:93a1, 2600:9000:2551:fc00:19:1a16:9840:93a1, 2600:9000:2551:2800:19:1a16:9840:93a1, 2600:9000:2551:c00:19:1a16:9840:93a1, 2600:9000:2551:aa00:19:1a16:9840:93a1, 2600:9000:2551:5e00:19:1a16:9840:93a1, 2600:9000:2551:8400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],extranet.sidn.nl,94.198.152.91,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],fnmkqa.survey.sidn.nl,"13.32.121.101, 13.32.121.90, 13.32.121.91, 13.32.121.42","2600:9000:236e:4800:19:1a16:9840:93a1, 2600:9000:2240:a200:19:1a16:9840:93a1, 2600:9000:2240:3c00:19:1a16:9840:93a1, 2600:9000:236e:6600:19:1a16:9840:93a1, 2600:9000:2240:2c00:19:1a16:9840:93a1, 2600:9000:2240:5e00:19:1a16:9840:93a1, 2600:9000:2240:1800:19:1a16:9840:93a1, 2600:9000:2240:7200:19:1a16:9840:93a1",,NOERROR,sidn2.customdomain.chkmkt.com,,,,True,cloudfront,
[x],fspm-77-71.survey.sidn.nl,"52.85.151.22, 52.85.151.94, 52.85.151.75, 52.85.151.113","2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:c800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],ftp-dns-devopsorigin.survey.sidn.nl,"13.32.121.90, 13.32.121.91, 13.32.121.101, 13.32.121.42","2600:9000:2240:b800:19:1a16:9840:93a1, 2600:9000:236e:3200:19:1a16:9840:93a1, 2600:9000:236e:6200:19:1a16:9840:93a1, 2600:9000:236e:7e00:19:1a16:9840:93a1, 2600:9000:236e:8a00:19:1a16:9840:93a1, 2600:9000:236e:d600:19:1a16:9840:93a1, 2600:9000:236e:da00:19:1a16:9840:93a1, 2600:9000:2240:6c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],fw1-connectis.v915.sidn.nl,185.76.132.254,,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],gathershine-vm2.survey.sidn.nl,"13.227.219.48, 13.227.219.110, 13.227.219.23, 13.227.219.66","2600:9000:21c7:dc00:19:1a16:9840:93a1, 2600:9000:21c7:6000:19:1a16:9840:93a1, 2600:9000:21c7:c00:19:1a16:9840:93a1, 2600:9000:21c7:4200:19:1a16:9840:93a1, 2600:9000:21c7:2600:19:1a16:9840:93a1, 2600:9000:21c7:fa00:19:1a16:9840:93a1, 2600:9000:21c7:ba00:19:1a16:9840:93a1, 2600:9000:21c7:6e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],gcp-beta-access-repos.survey.sidn.nl,"13.32.121.90, 13.32.121.42, 13.32.121.91, 13.32.121.101","2600:9000:2334:ec00:19:1a16:9840:93a1, 2600:9000:2334:8200:19:1a16:9840:93a1, 2600:9000:2334:4400:19:1a16:9840:93a1, 2600:9000:2334:5e00:19:1a16:9840:93a1, 2600:9000:2334:6e00:19:1a16:9840:93a1, 2600:9000:2334:f000:19:1a16:9840:93a1, 2600:9000:2334:2e00:19:1a16:9840:93a1, 2600:9000:2334:d600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],gcpnmz.survey.sidn.nl,"13.32.121.91, 13.32.121.42, 13.32.121.90, 13.32.121.101","2600:9000:2240:7600:19:1a16:9840:93a1, 2600:9000:2240:5000:19:1a16:9840:93a1, 2600:9000:236e:3000:19:1a16:9840:93a1, 2600:9000:2240:6c00:19:1a16:9840:93a1, 2600:9000:236e:1800:19:1a16:9840:93a1, 2600:9000:2240:b800:19:1a16:9840:93a1, 2600:9000:2240:ce00:19:1a16:9840:93a1, 2600:9000:236e:4e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],gcppublic-panel.survey.sidn.nl,"18.244.140.70, 18.244.140.36, 18.244.140.68, 18.244.140.119","2600:9000:2551:fa00:19:1a16:9840:93a1, 2600:9000:2551:d600:19:1a16:9840:93a1, 2600:9000:2551:b800:19:1a16:9840:93a1, 2600:9000:2551:f000:19:1a16:9840:93a1, 2600:9000:2551:9c00:19:1a16:9840:93a1, 2600:9000:2551:1c00:19:1a16:9840:93a1, 2600:9000:2551:8a00:19:1a16:9840:93a1, 2600:9000:2551:5600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],genius-download-3.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.101, 13.32.121.42","2600:9000:236e:2000:19:1a16:9840:93a1, 2600:9000:236e:5800:19:1a16:9840:93a1, 2600:9000:2240:aa00:19:1a16:9840:93a1, 2600:9000:236e:b200:19:1a16:9840:93a1, 2600:9000:2240:fe00:19:1a16:9840:93a1, 2600:9000:236e:c600:19:1a16:9840:93a1, 2600:9000:2240:5600:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],gevalp11.sidn.nl,94.198.154.26,2a00:d78:0:106:94:198:154:26,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],goinkyo.survey.sidn.nl,"13.32.121.90, 13.32.121.91, 13.32.121.42, 13.32.121.101","2600:9000:236e:5800:19:1a16:9840:93a1, 2600:9000:2240:4600:19:1a16:9840:93a1, 2600:9000:236e:6a00:19:1a16:9840:93a1, 2600:9000:236e:a200:19:1a16:9840:93a1, 2600:9000:2240:9e00:19:1a16:9840:93a1, 2600:9000:2240:8400:19:1a16:9840:93a1, 2600:9000:2240:9600:19:1a16:9840:93a1, 2600:9000:2240:aa00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],graphql.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90",,,NOERROR,sidn2.customdomain.chkmkt.com,,,amazonaws.com,True,cloudfront,
[x],gsp-ssl-ty21.survey.sidn.nl,"52.85.151.22, 52.85.151.94, 52.85.151.75, 52.85.151.113","2600:9000:201e:9800:19:1a16:9840:93a1, 2600:9000:201e:4e00:19:1a16:9840:93a1, 2600:9000:201e:600:19:1a16:9840:93a1, 2600:9000:201e:3600:19:1a16:9840:93a1, 2600:9000:201e:4200:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:ea00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],gsp45-kittyhawk-sg34.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.91, 13.32.121.101","2600:9000:236e:9e00:19:1a16:9840:93a1, 2600:9000:236e:a800:19:1a16:9840:93a1, 2600:9000:236e:b200:19:1a16:9840:93a1, 2600:9000:236e:fa00:19:1a16:9840:93a1, 2600:9000:2240:1600:19:1a16:9840:93a1, 2600:9000:2240:ec00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:7600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
