new,host,a,soa,status_code,mx,txt,cname,aaaa,ns,cdn,cdn-name,has_internal_ips,internal_ips,caa
[x],germany.redbull.com,"23.32.238.56, 23.32.238.19, 23.32.238.83, 23.32.238.48, 23.32.238.24, 23.32.238.27, 23.32.238.65","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:17b6, 2a02:26f0:3500:12::1730:1799",,,,,,
[x],gigya.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],givesyouwings.redbull.com,"173.222.107.14, 173.222.107.21","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],globaleditorialcalendar.redbullmediahouse.com,,,NOERROR,,,,,,,,,,
[x],gps.redbull.com,"23.32.238.24, 23.32.238.32, 23.32.238.56, 23.32.238.83","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:12::1730:1799, 2a02:26f0:3500:12::1730:17b6",,,,,,
[x],gr.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms74554597",,,,,,,,
[x],grandpoobear.redbull.com,"18.165.61.28, 18.165.61.116, 18.165.61.78, 18.165.61.115","ns-1520.awsdns-62.org, awsdns-hostmaster.amazon.com",NOERROR,,,d3h58wuxyxqk5v.cloudfront.net,"2600:9000:2450:7c00:14:59c0:64c0:93a1, 2600:9000:2450:d600:14:59c0:64c0:93a1, 2600:9000:2450:2200:14:59c0:64c0:93a1, 2600:9000:2450:9800:14:59c0:64c0:93a1, 2600:9000:2450:3e00:14:59c0:64c0:93a1, 2600:9000:2450:400:14:59c0:64c0:93a1, 2600:9000:2450:ec00:14:59c0:64c0:93a1, 2600:9000:2450:4800:14:59c0:64c0:93a1","ns-1520.awsdns-62.org, ns-1724.awsdns-23.co.uk, ns-683.awsdns-21.net, ns-76.awsdns-09.com",True,cloudfront,,,
[x],gs-vpn01.redbull.com,91.133.74.17,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],guestlist.redbull.com,46.38.251.123,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],guestportal.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],guests-q.redbull.com,217.114.209.152,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],guests-q.redbullmusicacademy.com,62.141.51.242,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],guests.redbull.com,87.118.122.14,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all,,,,,,,,
[x],guests.redbullmusicacademy.com,87.118.123.14,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],hackthehits.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],handshake-d.redbull.com,202.49.89.16,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],handshake.redbull.com,202.49.89.17,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],health-de.redbull.com,"104.16.53.111, 104.16.51.111","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,mail-pod-17.int.zendesk.com,"pod=17, v=spf1 include:mail.zendesk.com ~all",redbull-health-de.zendesk.com,,,True,cloudflare,,,
[x],helpcenter.redbull.com,"95.101.54.145, 2.16.202.122, 95.101.54.112","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3400::1702:d21, 2a02:26f0:3400::1702:d29, 2a02:26f0:3400::1702:d30, 2a02:26f0:3400::1702:d28, 2a02:26f0:3400::1702:d2a",,,,,,
[x],hermes.redbull.com,"99.86.91.121, 99.86.91.82, 99.86.91.114, 99.86.91.54","ns-2024.awsdns-61.co.uk, domains.redbull.com",NOERROR,,,hermes-frontend.liiift.io,,,True,cloudfront,,,
[x],hermes.redbullmediahouse.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],high-rise-game.redbull.com,"184.86.251.222, 184.86.251.206","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:fe00::5c7a:6512, 2a02:26f0:fe00::5c7a:652a",,,,,,
[x],history.redbull.com,184.30.17.64,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],hk.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],hn.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, MS=ms32224900",,,,,,,,
[x],horizontal-mini-games.redbull.com,"2.19.198.152, 2.19.198.104","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:64::210:6ac9, 2a02:26f0:64::210:6ac2",,,,,,
[x],hr.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, MS=ms62694057, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],html5.redbull.com,"23.32.238.74, 23.32.238.56","n0r.akamai.net, hostmaster.akamai.com",NOERROR,,,"microsites.redbull.edgesuite.net, a445.r.akamai.net",,,,,,,
[x],hu.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms52435519, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],hub.redbull.com,20.50.2.31,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,"rb-func-fusionapi-prod.azurewebsites.net, waws-prod-am2-387.sip.azurewebsites.windows.net, waws-prod-am2-387-5c21.westeurope.cloudapp.azure.com",,,True,azure,,,
[x],hubudszvr01rb.redbull.com,79.120.177.115,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],hyp.int.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],iam.redbull.com,194.107.83.21,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ice.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],icertis-api.redbull.com,20.229.43.85,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],icertis-q-api.redbull.com,20.105.136.200,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],icertis-q-wordai.redbull.com,20.101.39.104,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],icertis.redbull.com,20.229.43.22,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,xx,,,,,,,,
[x],id.agtt.redtech.redbull.com,18.196.234.176,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,ec2-18-196-234-176.eu-central-1.compute.amazonaws.com,,,,,,,
[x],id.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],identity-wingtips-d.redbull.com,"44.235.248.187, 44.237.69.133","ns-1870.awsdns-41.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,aws1-p-ore-f56-f1802633d909bd81.elb.us-west-2.amazonaws.com,,,,,,,
[x],identity-wingtips-q.redbull.com,34.218.163.227,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],identity-wingtips.redbull.com,54.190.254.0,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idp-auth-d.app.redbull.com,194.107.83.185,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idp-auth-kerb.redbull.com,194.107.83.19,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idp-auth-q.redbull.com,194.107.83.174,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idp-auth.redbull.com,194.107.83.25,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idp-hq-auth.redbull.com,194.107.83.29,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],idsync-d.redbull.com,"18.244.179.51, 18.244.179.63, 18.244.179.28, 18.244.179.55","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,lvq2gny9ff.execute-api.eu-central-1.amazonaws.com,,"ns-1326.awsdns-37.org, ns-137.awsdns-17.com, ns-2020.awsdns-60.co.uk, ns-539.awsdns-03.net",True,cloudfront,,,
[x],idsync-q.redbull.com,"99.84.9.73, 99.84.9.125, 99.84.9.5, 99.84.9.105","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,9rgfps3m5c.execute-api.eu-central-1.amazonaws.com,,"ns-1326.awsdns-37.org, ns-137.awsdns-17.com, ns-2020.awsdns-60.co.uk, ns-539.awsdns-03.net",True,cloudfront,,,
[x],idsync.redbull.com,"99.86.91.44, 99.86.91.86, 99.86.91.106, 99.86.91.94","ns-137.awsdns-17.com, awsdns-hostmaster.amazon.com",NOERROR,,,6rt2nscaoi.execute-api.eu-central-1.amazonaws.com,,,True,cloudfront,,,
[x],ilikesummer.redbull.com,212.78.2.58,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],image1.redbull.com,2.19.225.49,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],image2.redbull.com,104.111.217.64,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],image3.redbull.com,104.91.49.93,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],images.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,"mail.redbull-photofiles.com, mx.eunet.at, mx-backup.tiscali-business.at",v=spf1 -all,,,,,,,,
[x],images.uk.redbull.com,,"ns-1607.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,d3p84xwpbd9upg.cloudfront.net,,"ns-1382.awsdns-44.org, ns-1607.awsdns-08.co.uk, ns-475.awsdns-59.com, ns-813.awsdns-37.net",True,cloudfront,,,
[x],img.redbull.com,"151.101.130.97, 151.101.66.97, 151.101.194.97, 151.101.2.97","ns1.fastly.net, hostmaster.fastly.com",NOERROR,,,"rbmh-platforms.multicdn.cloudinary.com, 2-01-49b5-00a7.cdx.cedexis.net, s2-cloudinary-pin.map.fastly.net","2a04:4e42::609, 2a04:4e42:200::609, 2a04:4e42:400::609, 2a04:4e42:600::609",,,,,,
[x],in.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],inbomarvr01rb.redbull.com,103.19.196.94,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],indeltjvr01rb.redbull.com,119.161.97.51,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],induction-sso.redbull.com,91.204.193.162,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],induction-stage-sso.redbull.com,91.204.193.172,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],induction-stage.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],induction.redbull.com,88.151.65.91,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],info.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,feedback-smtp.eu-west-1.amazonses.com,,,,,,,,,
[x],info.redbullmediahouse.com,217.175.192.2,"ns10.digicertdns.com, dns.digicertdns.com",NOERROR,,,suite7.emarsys.net,,,,,,,
[x],info.redbullmusicacademy.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites.redbull.com,,,,,,,
[x],infonet-staging.redbull.com,213.227.189.20,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],infonet.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],infra.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],inpistaconparis.redbull.com,"23.213.161.141, 23.213.161.132","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:480:9::210:ee07, 2a02:26f0:480:9::210:ee1c",,,,,,
[x],insightsnow.redbull.com,,"ns-157.awsdns-19.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1199.awsdns-21.org, ns-157.awsdns-19.com, ns-2015.awsdns-59.co.uk, ns-704.awsdns-24.net",,,,,
[x],int.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],interactive.redbullmediahouse.com,23.52.166.189,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.microsites.redbull.edgekey.net, e10816.a.akamaiedge.net",,,,,,,
[x],internal.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],internalauditdb-uux-d.redbull.com,"13.225.78.28, 13.225.78.128, 13.225.78.55, 13.225.78.66","ns-1821.awsdns-35.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,d33ohns8asejvr.cloudfront.net,"2600:9000:21f3:d800:4:a938:9c0:93a1, 2600:9000:21f3:6a00:4:a938:9c0:93a1, 2600:9000:21f3:4c00:4:a938:9c0:93a1, 2600:9000:21f3:ae00:4:a938:9c0:93a1, 2600:9000:21f3:4000:4:a938:9c0:93a1, 2600:9000:21f3:bc00:4:a938:9c0:93a1, 2600:9000:21f3:6000:4:a938:9c0:93a1, 2600:9000:21f3:c00:4:a938:9c0:93a1","ns-1122.awsdns-12.org, ns-118.awsdns-14.com, ns-1821.awsdns-35.co.uk, ns-658.awsdns-18.net",True,cloudfront,,,
[x],internationalsports.redbull.com,80.190.129.133,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],invasionjerez.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,origin.microsites-php7.redbull.com,,,,,,,
[x],ip.redbull.com,194.107.83.15,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],ir.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms51280224",,,,,,,,
[x],irecorder02.redbull.com,91.204.193.169,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],issues.app.redbull.com,194.107.83.23,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],issues.redbull.com,104.102.15.117,"n0x.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.redbull.com.edgekey.net, e7628.x.akamaiedge.net",,,,,,,
[x],it-sso.redbullmediahouse.com,,"n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net",,,,,,,
[x],it.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, docusign=610f2f2b-0eb1-415a-80bf-2dd44556cbe8",,,,,,,,
[x],it.redbullmediahouse.com,"95.100.111.130, 95.100.111.232","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c08, 2a02:26f0:d8::6851:3c10",,,,,,
[x],itmilvavr01rb.redbull.com,62.94.81.91,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],itsupport.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com ip4:194.107.82.180 -all",,,,,,,,
[x],iznanka.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jamf.redbull.com,194.107.83.39,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jamf.redbullmediahouse.com,91.204.193.170,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jamfdp.redbullmediahouse.com,,,NOERROR,,,,,,,,,,
[x],je.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all,,,,,,,,
[x],jenkins-core-d.redbull.com,34.223.204.159,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jenkins-core.redbull.com,54.190.254.0,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jenkins.redbullmediahouse.com,91.204.193.169,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jeu400.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jira-headless.redbullmediahouse.com,194.107.83.42,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jira.redbullmediahouse.com,"2.19.198.152, 2.19.198.104","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:64::210:6ac9, 2a02:26f0:64::210:6ac2",,,,,,
[x],jira2-headless-q.redbullmediahouse.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jira2-q.redbullmediahouse.com,194.107.83.177,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jira2.redbullmediahouse.com,194.107.83.23,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jm.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"R0E0D20170, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com -all, MS=ms95873737",,,,,,,,
[x],jo.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all,,,,,,,,
[x],jobboard.redbull.com,80.120.169.226,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jobs.redbull.com,"173.222.107.33, 173.222.107.24","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:3500:4::b818:4d87, 2a02:26f0:3500:4::b818:4dab",,,,,,
[x],jotform-cafeco-api.redbull.com,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,fast-nori-d4n5o2rc24cdm1sjb8cugfun.herokudns.com,,,,,,,
[x],jotform-kupong-widget.redbull.com,"63.32.161.232, 54.247.69.169, 52.212.52.84","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,agile-slug-xq1nxsf8tg9eclv94gpzdobp.herokudns.com,,,,,,,
[x],jotform-liquid-barcodes-api.redbull.com,"52.212.52.84, 63.32.161.232, 54.247.69.169","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,general-goldfish-fv47y4b7hcqbssolzcgdxxu8.herokudns.com,,,,,,,
[x],jotform-valassis-api.redbull.com,"54.247.69.169, 63.32.161.232, 52.212.52.84","dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,comparative-anenome-hjnouqfs9ordd9cta836y1qp.herokudns.com,,,,,,,
[x],jp.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"k1._domainkey.jp.redbull.com k=rsa;p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDFNG9c50zMujZuF1fs+90hUUHhleNoztwJ6IUYPrlBSjvxCIQ3XgOQBLfYv6IvuuMFPO3KVWO9Yqrk+cfZMLWg1hLTAC6LKxC3eZzkaAA+4hZ34yqb2zhcHp0ArciV7Hh8hmdpPVjxCejMICQGD03OQNxqbjchJGlVlZhyfNpLWwIDAQAB, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],jptyossvr01rb.redbull.com,125.103.163.179,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jss-q.redbull.com,91.204.192.208,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jss.redbull.com,91.204.193.55,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],jukebox.redbull.com,80.120.169.240,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],k4-01-admin.vie.redbullmediahouse.com,93.113.104.53,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],k4-02-admin.vie.redbullmediahouse.com,93.113.104.54,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],k4-02-overview.vie.redbullmediahouse.com,93.113.104.54,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],kaleidoscope.redbull.com,"52.222.250.29, 52.222.250.228, 52.222.250.118, 52.222.250.54","ns-216.awsdns-27.com, awsdns-hostmaster.amazon.com",NOERROR,,,d1ygyldzaq335s.cloudfront.net,,"ns-2019.awsdns-60.co.uk, ns-216.awsdns-27.com, ns-836.awsdns-40.net, ns-1029.awsdns-00.org",True,cloudfront,,,
[x],kantar.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],karalamasanati.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],karaoke.redbullmusicacademy.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],kbcage2020.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d2vj7k0642vhd4.cloudfront.net,,,,,,,
[x],keystothetrack.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d2678zhauabdlb.cloudfront.net,,,,,,,
[x],kjuh-at.redbull.com,92.204.58.145,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],kjuh-fr.redbull.com,134.119.16.156,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],kpidashboard.redbullmediahouse.com,"95.100.111.232, 95.100.111.130","n0dscr.akamai.net, hostmaster.akamai.com",NOERROR,,,"ssl01.microsites.redbull.edgesuite.net, a1819.dscr.akamai.net","2a02:26f0:d8::6851:3c08, 2a02:26f0:d8::6851:3c10",,,,,,
[x],krisbryant.redbull.com,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,d12id9w4xs5dm1.cloudfront.net,,,,,,,
[x],kw.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"MS=ms73773761, v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all",,,,,,,,
[x],kzalamsvr01rb.redbull.com,95.141.143.12,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],la-vpn01.redbull.com,198.22.138.10,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,"pdns91.ultradns.com, pdns91.ultradns.net, pdns91.ultradns.org, pdns91.ultradns.biz, ns15.ultradns2.com, ns15.ultradns2.org",,,,,
[x],la.redbullmusicacademy.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],labels.redbullmusicacademy.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],launchpad.redbull.com,204.74.99.100,"pdns91.ultradns.com, domains.redbull.com",NOERROR,,,,,,,,,,
[x],lb.redbull.com,,"pdns91.ultradns.com, domains.redbull.com",NOERROR,redbull-com.mail.protection.outlook.com,"v=spf1 include:spf.protection.outlook.com include:_spf.redbull.com include:mail.zendesk.com -all, MS=ms30760924",,,,,,,,
